Src   Dst   Srvport  Utilized (ns)   Utilization
6     108   NO       172287770       0.34%
13    235   YES      102494014       0.20%
7     63    NO       88217872        0.18%
63    13    NO       86086131        0.17%
33    16    NO       74386400        0.15%
3     5     NO       73519472        0.15%
235   13    YES      72872125        0.15%
185   7     YES      72123854        0.14%
5     168   YES      71231384        0.14%
7     185   YES      66385054        0.13%
0     133   YES      61092085        0.12%
154   3     YES      53912420        0.11%
80    0     NO       46610880        0.09%
168   5     YES      46358056        0.09%
133   0     YES      43561266        0.09%
16    257   YES      42302040        0.08%
136   1     YES      41643107        0.08%
3     19    NO       38882809        0.08%
18    278   YES      38202114        0.08%
15    18    NO       37929677        0.08%
257   16    YES      37229737        0.07%
0     22    NO       36285910        0.07%
4     5     NO       35931987        0.07%
167   4     YES      35537439        0.07%
1     80    NO       33388150        0.07%
5     175   YES      33367329        0.07%
3     154   YES      31872907        0.06%
4     165   YES      31004410        0.06%
165   4     YES      30409153        0.06%
251   15    YES      30365802        0.06%
4     167   YES      30275843        0.06%
4     164   YES      30007166        0.06%
11    218   YES      29686308        0.06%
22    4     NO       28901478        0.06%
244   14    YES      28344669        0.06%
2     22    NO       28111080        0.06%
11    113   NO       28045945        0.06%
1     18    NO       27475127        0.05%
53    16    NO       26643161        0.05%
7     186   YES      26633277        0.05%
15    12    NO       26238332        0.05%
81    11    NO       25711105        0.05%
67    5     NO       25628582        0.05%
120   7     NO       25467096        0.05%
14    81    NO       25238473        0.05%
1     53    NO       25235974        0.05%
186   7     YES      25220100        0.05%
13    120   NO       24779621        0.05%
174   5     YES      24723727        0.05%
8     199   YES      24719968        0.05%
5     4     NO       24456947        0.05%
18    277   YES      24307744        0.05%
20    290   YES      24218003        0.05%
278   18    YES      24183246        0.05%
5     3     NO       24151862        0.05%
18    7     NO       23863442        0.05%
20    19    NO       23616943        0.05%
2     1     NO       23420679        0.05%
7     187   YES      23398219        0.05%
8     22    NO       23386454        0.05%
142   1     YES      23278440        0.05%
12    231   YES      23229796        0.05%
218   11    YES      23187533        0.05%
1     136   YES      23175192        0.05%
164   4     YES      23052013        0.05%
199   8     YES      22835747        0.05%
152   3     YES      22656854        0.05%
175   5     YES      22610550        0.05%
145   2     YES      22287949        0.04%
274   18    YES      22137630        0.04%
21    300   YES      22067624        0.04%
290   20    YES      21360164        0.04%
3     152   YES      21169987        0.04%
173   5     YES      21094222        0.04%
6     179   YES      21085624        0.04%
86    6     NO       20439511        0.04%
4     15    NO       20438668        0.04%
14    244   YES      20427096        0.04%
7     188   YES      20295729        0.04%
19    285   YES      20020809        0.04%
4     1     NO       19389904        0.04%
253   15    YES      19355737        0.04%
1     138   YES      19200006        0.04%
13    236   YES      19130056        0.04%
147   2     YES      18681759        0.04%
6     182   YES      18634284        0.04%
12    226   YES      18576875        0.04%
226   12    YES      18467677        0.04%
113   0     NO       17758943        0.04%
182   6     YES      17283672        0.03%
277   18    YES      17242548        0.03%
217   11    YES      17060745        0.03%
236   13    YES      17041575        0.03%
17    267   YES      16884286        0.03%
242   14    YES      16820789        0.03%
267   17    YES      16624537        0.03%
5     174   YES      16581522        0.03%
316   23    YES      16564474        0.03%
20    1     NO       16520198        0.03%
285   19    YES      16508154        0.03%
231   12    YES      16402892        0.03%
295   20    YES      16251109        0.03%
21    298   YES      16190126        0.03%
22    310   YES      16026562        0.03%
24    8     NO       15896567        0.03%
132   0     YES      15630522        0.03%
15    251   YES      15627677        0.03%
300   21    YES      15620434        0.03%
9     3     NO       15564239        0.03%
6     176   YES      15478021        0.03%
188   7     YES      15428235        0.03%
122   19    NO       15391985        0.03%
138   1     YES      15271899        0.03%
2     145   YES      15097484        0.03%
4     162   YES      15005114        0.03%
8     6     NO       14900340        0.03%
18    15    NO       14873831        0.03%
106   4     NO       14824573        0.03%
5     16    NO       14754681        0.03%
14    24    NO       14735602        0.03%
308   22    YES      14720525        0.03%
4     22    NO       14715144        0.03%
24    1     NO       14608313        0.03%
14    247   YES      14484751        0.03%
223   11    YES      14477796        0.03%
17    21    NO       14461687        0.03%
5     169   YES      14388459        0.03%
99    7     NO       14202284        0.03%
200   9     YES      14117434        0.03%
1     2     NO       13948577        0.03%
1     142   YES      13883856        0.03%
121   21    NO       13863438        0.03%
15    121   NO       13846923        0.03%
3     106   NO       13807840        0.03%
228   12    YES      13804780        0.03%
3     157   YES      13774583        0.03%
260   16    YES      13636582        0.03%
