Src   Dst   Srvport  Utilized (ns)   Utilization
13    235   YES      194279922       0.39%
63    13    NO       168311386       0.34%
7     63    NO       161461981       0.32%
185   7     YES      140841034       0.28%
235   13    YES      139057366       0.28%
13    120   NO       131274350       0.26%
7     185   YES      108019288       0.22%
0     133   YES      96712450        0.19%
1     80    NO       88614446        0.18%
120   7     NO       77139425        0.15%
133   0     YES      76261997        0.15%
16    257   YES      72842605        0.15%
18    278   YES      62721887        0.13%
257   16    YES      62517334        0.13%
15    18    NO       60899624        0.12%
4     5     NO       60727557        0.12%
115   8     NO       60314209        0.12%
167   4     YES      59174747        0.12%
80    0     NO       58918574        0.12%
1     136   YES      56896524        0.11%
5     175   YES      54520551        0.11%
136   1     YES      53293955        0.11%
1     53    NO       48484393        0.10%
251   15    YES      48174803        0.10%
53    16    NO       47837076        0.10%
11    113   NO       46699377        0.09%
4     167   YES      46698712        0.09%
18    277   YES      45405224        0.09%
1     2     NO       44868101        0.09%
278   18    YES      44795652        0.09%
175   5     YES      43063201        0.09%
1     18    NO       42298141        0.08%
142   1     YES      41990270        0.08%
15    251   YES      41482958        0.08%
8     195   YES      39460721        0.08%
2     1     NO       37507255        0.08%
1     142   YES      34233126        0.07%
217   11    YES      33880336        0.07%
113   0     NO       33737348        0.07%
23    317   YES      33340441        0.07%
277   18    YES      32996472        0.07%
315   23    YES      32787272        0.07%
147   2     YES      32260202        0.06%
176   6     YES      31826497        0.06%
18    15    NO       29771487        0.06%
24    1     NO       29714293        0.06%
0     24    NO       29227841        0.06%
5     174   YES      27393433        0.05%
5     4     NO       26711849        0.05%
199   8     YES      26587257        0.05%
23    10    NO       25627373        0.05%
226   12    YES      24813021        0.05%
16    116   NO       24747238        0.05%
12    226   YES      24327538        0.05%
11    217   YES      24073799        0.05%
3     59    NO       23819153        0.05%
295   20    YES      23336538        0.05%
171   5     YES      23295381        0.05%
169   5     YES      23270875        0.05%
89    5     NO       22941607        0.05%
4     162   YES      22303624        0.04%
6     179   YES      22115748        0.04%
215   10    YES      21993375        0.04%
6     178   YES      21970770        0.04%
18    273   YES      21871518        0.04%
22    310   YES      21788230        0.04%
116   1     NO       21742678        0.04%
219   11    YES      21738818        0.04%
11    219   YES      21554554        0.04%
2     147   YES      21337324        0.04%
21    6     NO       21315397        0.04%
200   9     YES      21062111        0.04%
20    19    NO       21015421        0.04%
236   13    YES      20964731        0.04%
0     135   YES      20877488        0.04%
8     89    NO       20768329        0.04%
4     164   YES      20639465        0.04%
6     182   YES      20628672        0.04%
223   11    YES      20572824        0.04%
8     22    NO       20211134        0.04%
195   8     YES      20152607        0.04%
13    236   YES      20086327        0.04%
5     169   YES      20067931        0.04%
178   6     YES      19829446        0.04%
3     152   YES      19675254        0.04%
14    244   YES      19599274        0.04%
8     199   YES      19531524        0.04%
21    298   YES      19460033        0.04%
174   5     YES      19147111        0.04%
294   20    YES      19082336        0.04%
113   13    NO       18952426        0.04%
162   4     YES      18853824        0.04%
153   3     YES      18780502        0.04%
310   22    YES      18463023        0.04%
5     6     NO       18369308        0.04%
6     176   YES      18120108        0.04%
11    223   YES      17990935        0.04%
273   18    YES      17910893        0.04%
9     3     NO       17734919        0.04%
84    12    NO       17584839        0.04%
5     16    NO       17535797        0.04%
11    15    NO       17439604        0.03%
173   5     YES      17395714        0.03%
10    84    NO       17340804        0.03%
