13,235,Y,194279922,0.388559844
63,13,N,168311386,0.336622772
7,63,N,161461981,0.322923962
185,7,Y,140841034,0.281682068
235,13,Y,139057366,0.278114732
13,120,N,131274350,0.2625487
7,185,Y,108019288,0.21603857599999998
0,133,Y,96712450,0.1934249
1,80,N,88614446,0.177228892
120,7,N,77139425,0.15427885
133,0,Y,76261997,0.152523994
16,257,Y,72842605,0.14568521
18,278,Y,62721887,0.125443774
257,16,Y,62517334,0.125034668
15,18,N,60899624,0.121799248
4,5,N,60727557,0.121455114
115,8,N,60314209,0.12062841800000002
167,4,Y,59174747,0.118349494
80,0,N,58918574,0.11783714799999999
1,136,Y,56896524,0.113793048
5,175,Y,54520551,0.109041102
136,1,Y,53293955,0.10658791000000001
1,53,N,48484393,0.096968786
251,15,Y,48174803,0.09634960599999999
53,16,N,47837076,0.095674152
11,113,N,46699377,0.093398754
4,167,Y,46698712,0.09339742399999999
18,277,Y,45405224,0.090810448
1,2,N,44868101,0.089736202
278,18,Y,44795652,0.089591304
175,5,Y,43063201,0.08612640199999999
1,18,N,42298141,0.084596282
142,1,Y,41990270,0.08398054
15,251,Y,41482958,0.082965916
8,195,Y,39460721,0.07892144200000001
2,1,N,37507255,0.07501450999999999
1,142,Y,34233126,0.068466252
217,11,Y,33880336,0.06776067200000001
113,0,N,33737348,0.067474696
23,317,Y,33340441,0.06668088200000001
277,18,Y,32996472,0.065992944
315,23,Y,32787272,0.065574544
147,2,Y,32260202,0.064520404
176,6,Y,31826497,0.06365299399999999
18,15,N,29771487,0.059542974000000005
24,1,N,29714293,0.059428586
0,24,N,29227841,0.058455682
5,174,Y,27393433,0.054786866000000004
5,4,N,26711849,0.053423698
199,8,Y,26587257,0.053174514
23,10,N,25627373,0.051254746000000004
226,12,Y,24813021,0.049626042
16,116,N,24747238,0.049494475999999996
12,226,Y,24327538,0.048655076
11,217,Y,24073799,0.048147598
3,59,N,23819153,0.047638306
295,20,Y,23336538,0.046673076
171,5,Y,23295381,0.046590762
169,5,Y,23270875,0.04654175
89,5,N,22941607,0.045883214
4,162,Y,22303624,0.044607247999999995
6,179,Y,22115748,0.044231495999999995
215,10,Y,21993375,0.04398675
6,178,Y,21970770,0.04394154
18,273,Y,21871518,0.043743036
22,310,Y,21788230,0.04357646
116,1,N,21742678,0.043485356
219,11,Y,21738818,0.043477636
11,219,Y,21554554,0.043109108
2,147,Y,21337324,0.042674648
21,6,N,21315397,0.042630794
200,9,Y,21062111,0.042124221999999996
20,19,N,21015421,0.042030842
236,13,Y,20964731,0.041929462
0,135,Y,20877488,0.041754976
8,89,N,20768329,0.041536658
4,164,Y,20639465,0.04127893
6,182,Y,20628672,0.041257344
223,11,Y,20572824,0.041145648
8,22,N,20211134,0.040422268
195,8,Y,20152607,0.040305214000000006
13,236,Y,20086327,0.040172654
5,169,Y,20067931,0.040135862
178,6,Y,19829446,0.039658891999999994
3,152,Y,19675254,0.039350508
14,244,Y,19599274,0.039198548
8,199,Y,19531524,0.039063048
21,298,Y,19460033,0.038920065999999996
174,5,Y,19147111,0.038294221999999996
294,20,Y,19082336,0.038164672000000004
113,13,N,18952426,0.037904851999999996
162,4,Y,18853824,0.037707647999999996
153,3,Y,18780502,0.037561004
310,22,Y,18463023,0.036926046
5,6,N,18369308,0.036738616
6,176,Y,18120108,0.036240216
11,223,Y,17990935,0.03598187
273,18,Y,17910893,0.035821786
9,3,N,17734919,0.035469838000000004
84,12,N,17584839,0.035169678
5,16,N,17535797,0.035071594000000005
11,15,N,17439604,0.034879208
173,5,Y,17395714,0.034791428
10,84,N,17340804,0.034681608
182,6,Y,17318286,0.034636572
0,38,N,17274412,0.034548824
244,14,Y,17132376,0.034264752
37,4,N,16902509,0.033805018
152,3,Y,16751810,0.03350362
18,1,N,16616053,0.033232106
42,2,N,16563921,0.033127842000000005
7,184,Y,16387239,0.032774478
59,6,N,16303438,0.032606876
10,215,Y,16234748,0.032469496
10,17,N,16188646,0.032377292
184,7,Y,16181362,0.032362724
9,6,N,16035555,0.03207111
16,37,N,16003247,0.032006493999999996
9,207,Y,15927923,0.031855846
22,14,N,15926472,0.031852944
298,21,Y,15917740,0.03183548
19,285,Y,15877691,0.031755382
9,200,Y,15809125,0.03161825
259,16,Y,15771017,0.031542034000000004
23,318,Y,15764460,0.03152892
276,18,Y,15417202,0.030834404
22,308,Y,15327420,0.03065484
179,6,Y,15144369,0.030288738
20,295,Y,15115131,0.030230262
148,2,Y,15103095,0.030206189999999997
6,181,Y,14881008,0.029762016000000002
285,19,Y,14607313,0.029214626
207,9,Y,14471604,0.028943208
166,4,Y,14444809,0.028889618
165,4,Y,14161447,0.028322893999999998
260,16,Y,14151410,0.028302820000000003
15,255,Y,14106002,0.028212004000000002
12,25,N,14011842,0.028023684
319,23,Y,13976812,0.027953624
3,153,Y,13897806,0.027795612
22,309,Y,13758972,0.027517944
96,14,N,13729115,0.02745823
6,9,N,13591526,0.027183052000000003
5,173,Y,13573041,0.027146082
157,3,Y,13515504,0.027031008000000002
288,20,Y,13411660,0.02682332
19,20,N,13399752,0.026799504
4,10,N,13371156,0.026742311999999997
10,209,Y,13335598,0.026671196
10,4,N,13333279,0.026666558
106,15,N,13225058,0.026450116
13,28,N,13188812,0.026377624
290,20,Y,13144661,0.026289321999999997
4,165,Y,13096404,0.026192807999999998
12,29,N,13061326,0.026122652000000003
38,11,N,13057634,0.026115268
28,6,N,13012813,0.026025626
16,259,Y,12920265,0.02584053
15,254,Y,12658720,0.025317440000000004
9,202,Y,12636874,0.025273748
88,9,N,12636031,0.025272062
14,241,Y,12552740,0.025105480000000003
16,13,N,12478153,0.024956305999999998
192,8,Y,12387034,0.024774067999999996
25,10,N,12380203,0.024760406
6,5,N,12377386,0.024754771999999998
17,1,N,12213226,0.024426451999999998
22,8,N,12168971,0.024337942
309,22,Y,12080448,0.024160896
20,290,Y,12037235,0.02407447
7,5,N,12022662,0.024045324
20,6,N,11963878,0.023927755999999998
19,287,Y,11867426,0.023734852
170,5,Y,11649925,0.02329985
308,22,Y,11627471,0.023254942
255,15,Y,11569558,0.023139115999999998
23,319,Y,11563396,0.023126792
72,8,N,11529562,0.023059124
267,17,Y,11525623,0.023051246
44,11,N,11371962,0.022743924000000002
316,23,Y,11360881,0.022721762
247,14,Y,11346174,0.022692348
287,19,Y,11333461,0.022666922
253,15,Y,11202889,0.022405778
254,15,Y,11116334,0.022232668
306,22,Y,11114336,0.022228672
138,1,Y,11106405,0.02221281
17,269,Y,11106057,0.022212113999999998
134,0,Y,11105000,0.02221
10,115,N,11043878,0.022087756
243,14,Y,10999128,0.021998256
1,143,Y,10960437,0.021920874
6,2,N,10908402,0.021816804000000002
4,22,N,10827435,0.02165487
274,18,Y,10807610,0.021615219999999997
213,10,Y,10804435,0.02160887
212,10,Y,10789532,0.021579064000000002
13,16,N,10745809,0.021491618
230,12,Y,10733397,0.021466794
270,17,Y,10715922,0.021431844
156,3,Y,10689180,0.021378360000000002
14,54,N,10647303,0.021294606
8,6,N,10640812,0.021281624
203,9,Y,10498823,0.020997646
151,2,Y,10464339,0.020928678
0,134,Y,10406466,0.020812932
19,282,Y,10403757,0.020807514000000003
18,42,N,10395419,0.020790838
10,213,Y,10388971,0.020777942
14,22,N,10345089,0.020690178
18,20,N,10332384,0.020664768
3,156,Y,10318795,0.02063759
209,10,Y,10307673,0.020615346
5,72,N,10204562,0.020409124
7,19,N,10186656,0.020373312
183,6,Y,10093705,0.02018741
12,15,N,10084744,0.020169488
16,260,Y,10057419,0.020114838
241,14,Y,9990207,0.019980414
225,12,Y,9984362,0.019968724
317,23,Y,9945099,0.019890198
6,8,N,9899417,0.019798834
282,19,Y,9896746,0.019793492
14,242,Y,9892601,0.019785201999999998
164,4,Y,9851221,0.019702442
17,21,N,9804199,0.019608398
13,233,Y,9762930,0.01952586
18,276,Y,9729102,0.019458204
245,14,Y,9622521,0.019245042
18,61,N,9601678,0.019203355999999998
10,212,Y,9583839,0.019167678
50,4,N,9545967,0.019091934
258,16,Y,9460763,0.018921526
15,4,N,9441455,0.018882910000000003
3,9,N,9423399,0.018846798
284,19,Y,9422237,0.018844474
303,21,Y,9416268,0.018832536
269,17,Y,9383346,0.018766692
160,4,Y,9375723,0.018751446
279,18,Y,9373252,0.018746504
12,225,Y,9348604,0.018697208
3,157,Y,9344640,0.01868928
16,50,N,9267010,0.01853402
12,96,N,9234806,0.018469612
297,21,Y,9224516,0.018449032
135,0,Y,9224366,0.018448732
12,228,Y,9216339,0.018432678
23,315,Y,9214122,0.018428244
9,203,Y,9209842,0.018419684
301,21,Y,9203848,0.018407695999999998
8,192,Y,9173383,0.018346766
21,299,Y,9168011,0.018336022
3,155,Y,9103148,0.018206296
193,8,Y,9072611,0.018145222000000003
191,7,Y,9069238,0.018138476
2,148,Y,8961105,0.01792221
11,221,Y,8956739,0.017913478
8,197,Y,8954597,0.017909194
13,18,N,8912646,0.017825292
22,306,Y,8902942,0.017805884
228,12,Y,8867601,0.017735202000000002
61,21,N,8816094,0.017632188
10,214,Y,8805344,0.017610688
17,267,Y,8773665,0.01754733
221,11,Y,8743763,0.017487526
242,14,Y,8731404,0.017462808
20,288,Y,8708084,0.017416168
266,17,Y,8705974,0.017411948
19,284,Y,8695312,0.017390624
117,11,N,8693023,0.017386046
149,2,Y,8678908,0.017357816
181,6,Y,8671341,0.017342681999999998
8,55,N,8610770,0.01722154
180,6,Y,8523960,0.01704792
186,7,Y,8504012,0.017008024
5,106,N,8490667,0.016981334
289,20,Y,8396084,0.016792168
20,18,N,8360605,0.01672121
19,7,N,8322968,0.016645936
150,2,Y,8317561,0.016635122000000002
13,117,N,8257502,0.016515004
23,316,Y,8253038,0.016506075999999998
14,246,Y,8244251,0.016488502000000002
13,238,Y,8238017,0.016476034
214,10,Y,8207951,0.016415902000000003
15,22,N,8207253,0.016414506000000002
302,21,Y,8145890,0.01629178
238,13,Y,8090900,0.0161818
18,279,Y,8088424,0.016176848
12,229,Y,8061849,0.016123698
280,19,Y,8054604,0.016109208
23,104,N,8045335,0.016090669999999998
44,5,N,8042315,0.01608463
4,50,N,8036821,0.016073642
15,253,Y,8013528,0.016027055999999998
7,191,Y,7973800,0.0159476
4,160,Y,7896651,0.015793302
232,13,Y,7833637,0.015667274000000002
21,301,Y,7809405,0.01561881
15,249,Y,7803707,0.015607414
21,17,N,7796077,0.015592154
159,3,Y,7785432,0.015570864
172,5,Y,7777470,0.01555494
16,256,Y,7754827,0.015509654000000001
246,14,Y,7749092,0.015498184
3,15,N,7736644,0.015473287999999998
256,16,Y,7726167,0.015452334
248,15,Y,7702523,0.015405046
6,180,Y,7651760,0.015303520000000001
155,3,Y,7598186,0.015196372
3,19,N,7585536,0.015171071999999999
240,14,Y,7550361,0.015100722
12,230,Y,7535655,0.01507131
21,50,N,7500723,0.015001446
202,9,Y,7478690,0.01495738
11,31,N,7478577,0.014957153999999999
27,7,N,7475641,0.014951282
8,196,Y,7471415,0.01494283
227,12,Y,7461230,0.01492246
1,138,Y,7414739,0.014829477999999998
21,303,Y,7414637,0.014829274
94,3,N,7360506,0.014721012
11,44,N,7360049,0.014720098
168,5,Y,7349430,0.014698860000000001
5,124,N,7335118,0.014670236
50,8,N,7334692,0.014669383999999999
