Src   Dst   Srvport  Utilized (ns)   Utilization
108   10    NO       28220967661     94.07%
10    108   NO       28193496396     93.98%
125   1     NO       28075339364     93.58%
1     125   NO       28047658028     93.49%
17    102   NO       27978482450     93.26%
102   17    NO       27851465229     92.84%
89    60    NO       25627282187     85.42%
96    10    NO       24493961037     81.65%
49    10    NO       24397449426     81.32%
60    10    NO       24215225308     80.72%
34    102   NO       23768643974     79.23%
80    108   NO       23611151817     78.70%
50    108   NO       22718240463     75.73%
71    10    NO       22648808933     75.50%
121   108   NO       22431590081     74.77%
124   108   NO       21261323439     70.87%
45    1     NO       20865761275     69.55%
60    17    NO       20373926161     67.91%
27    1     NO       20091208135     66.97%
86    102   NO       20014483840     66.71%
51    125   NO       19905114248     66.35%
15    125   NO       19867575546     66.23%
112   96    NO       19416623882     64.72%
8     125   NO       19398543828     64.66%
58    102   NO       19359602126     64.53%
45    49    NO       19277540484     64.26%
115   112   NO       19189387750     63.96%
117   17    NO       18971519577     63.24%
29    80    NO       18895030081     62.98%
85    1     NO       18819372849     62.73%
63    60    NO       17687534719     58.96%
17    60    NO       17533914082     58.45%
97    49    NO       17297968090     57.66%
43    96    NO       17229255727     57.43%
9     49    NO       17204956585     57.35%
102   125   NO       17150380319     57.17%
83    89    NO       17137788684     57.13%
90    17    NO       16998504917     56.66%
88    96    NO       16982219869     56.61%
31    60    NO       16481955242     54.94%
32    59    NO       16325465560     54.42%
20    17    NO       16301227781     54.34%
62    96    NO       16284164583     54.28%
113   49    NO       15890057735     52.97%
68    104   NO       15812518107     52.71%
106   1     NO       15652487234     52.17%
2     71    NO       15040583081     50.14%
36    45    NO       15034834070     50.12%
4     85    NO       14857506979     49.53%
39    43    NO       14836507469     49.46%
104   64    NO       14138728754     47.13%
109   56    NO       14115456130     47.05%
40    27    NO       13610550635     45.37%
56    73    NO       13442021432     44.81%
3     36    NO       13402410072     44.67%
111   86    NO       13311176113     44.37%
105   121   NO       13295181676     44.32%
72    80    NO       13259547135     44.20%
79    88    NO       13215557723     44.05%
12    109   NO       13186670216     43.96%
56    97    NO       12950873741     43.17%
75    112   NO       12901120088     43.00%
49    45    NO       12893164357     42.98%
125   102   NO       12880328209     42.93%
87    32    NO       12788147352     42.63%
22    112   NO       12770529588     42.57%
64    34    NO       12763852896     42.55%
77    80    NO       12702679936     42.34%
1     45    NO       12673963517     42.25%
16    45    NO       12584463107     41.95%
79    12    NO       12577246000     41.92%
91    71    NO       12514923552     41.72%
119   89    NO       12500808157     41.67%
78    45    NO       12486103901     41.62%
23    50    NO       12369112433     41.23%
24    50    NO       12330850811     41.10%
98    97    NO       12314825331     41.05%
30    117   NO       12301157047     41.00%
896   96    YES      12278519259     40.93%
24    51    NO       12232771496     40.78%
612   60    YES      12130225103     40.43%
614   60    YES      11984246198     39.95%
73    63    NO       11946950103     39.82%
898   96    YES      11920058190     39.73%
48    15    NO       11887917267     39.63%
122   71    NO       11858098760     39.53%
67    27    NO       11656314123     38.85%
92    124   NO       11613201275     38.71%
98    34    NO       11591361208     38.64%
98    51    NO       11587701595     38.63%
73    23    NO       11533056536     38.44%
521   49    YES      11506312527     38.35%
8     62    NO       11475870060     38.25%
53    121   NO       11461913489     38.21%
11    87    NO       11460185536     38.20%
613   60    YES      11457270993     38.19%
901   96    YES      11437544739     38.13%
609   60    YES      11392105247     37.97%
608   60    YES      11363012881     37.88%
93    63    NO       11280156935     37.60%
62    8     NO       11264425812     37.55%
611   60    YES      11223401660     37.41%
15    121   NO       11198979512     37.33%
520   49    YES      11188645631     37.30%
29    121   NO       11145881576     37.15%
59    51    NO       11143154266     37.14%
31    27    NO       11139833022     37.13%
110   112   NO       11125069373     37.08%
995   108   YES      11121826267     37.07%
82    8     NO       11088382174     36.96%
64    13    NO       11058461336     36.86%
610   60    YES      11011361335     36.70%
127   71    NO       10975213738     36.58%
72    104   NO       10909981440     36.37%
220   11    YES      10894320412     36.31%
55    8     NO       10893496024     36.31%
526   49    YES      10887846991     36.29%
66    9     NO       10877836064     36.26%
64    115   NO       10873647995     36.25%
525   49    YES      10861392629     36.20%
10    60    NO       10859158901     36.20%
101   34    NO       10846525232     36.16%
763   79    YES      10734515263     35.78%
524   49    YES      10722239275     35.74%
38    97    NO       10692039397     35.64%
527   49    YES      10680176299     35.60%
903   96    YES      10601705915     35.34%
402   34    YES      10552097458     35.17%
121   15    NO       10550551435     35.17%
37    86    NO       10517082512     35.06%
69    34    NO       10492017316     34.97%
107   89    NO       10488407544     34.96%
101   50    NO       10484374412     34.95%
38    81    NO       10478110536     34.93%
78    43    NO       10477650764     34.93%
897   96    YES      10476163367     34.92%
106   86    NO       10462854133     34.88%
998   108   YES      10453892866     34.85%
615   60    YES      10444937548     34.82%
7     83    NO       10339230520     34.46%
902   96    YES      10331701433     34.44%
994   108   YES      10312786341     34.38%
47    86    NO       10272589668     34.24%
523   49    YES      10227540663     34.09%
993   108   YES      10187447635     33.96%
37    88    NO       10141916392     33.81%
900   96    YES      10130381906     33.77%
82    0     NO       10067745881     33.56%
80    72    NO       9958717000      33.20%
522   49    YES      9946143007      33.15%
61    15    NO       9936767418      33.12%
111   9     NO       9913852301      33.05%
363   29    YES      9777667442      32.59%
23    313   YES      9748221840      32.49%
48    63    NO       9740182225      32.47%
77    27    NO       9725253825      32.42%
83    58    NO       9697520624      32.33%
59    603   YES      9693467984      32.31%
18    50    NO       9516250832      31.72%
997   108   YES      9505709357      31.69%
101   62    NO       9496012093      31.65%
11    97    NO       9450456506      31.50%
13    75    NO       9408976142      31.36%
117   82    NO       9385614762      31.29%
996   108   YES      9362906653      31.21%
27    31    NO       9355822215      31.19%
999   108   YES      9345422957      31.15%
41    66    NO       9308763425      31.03%
34    64    NO       9297067936      30.99%
137   1     YES      9262529872      30.88%
74    53    NO       9245269752      30.82%
0     31    NO       9210214435      30.70%
992   108   YES      9201071059      30.67%
1068  117   YES      9171092016      30.57%
39    9     NO       9032830380      30.11%
85    77    NO       8974551699      29.92%
126   124   NO       8932350535      29.77%
84    15    NO       8916107076      29.72%
899   96    YES      8911603945      29.71%
81    41    NO       8909842600      29.70%
58    43    NO       8837002605      29.46%
46    98    NO       8763438418      29.21%
10    49    NO       8669409300      28.90%
210   10    YES      8662243842      28.87%
1025  112   YES      8654012920      28.85%
65    91    NO       8559709744      28.53%
77    85    NO       8544386317      28.48%
0     110   NO       8535652256      28.45%
12    79    NO       8516454432      28.39%
115   65    NO       8238690392      27.46%
213   10    YES      8231174568      27.44%
70    31    NO       8125223670      27.08%
50    101   NO       8110434506      27.03%
493   45    YES      8094296249      26.98%
19    16    NO       8036284495      26.79%
675   68    YES      8024591709      26.75%
209   10    YES      7943521064      26.48%
214   10    YES      7931759640      26.44%
1036  113   YES      7833368038      26.11%
208   10    YES      7819679966      26.07%
53    117   NO       7818471231      26.06%
488   45    YES      7733711767      25.78%
28    3     NO       7683347592      25.61%
75    732   YES      7621597328      25.41%
100   85    NO       7611958500      25.37%
25    111   NO       7553349098      25.18%
14    68    NO       7509932344      25.03%
81    24    NO       7504431176      25.01%
36    19    NO       7494024872      24.98%
30    77    NO       7464854568      24.88%
212   10    YES      7380711112      24.60%
112   115   NO       7333136120      24.44%
81    85    NO       7322055743      24.41%
215   10    YES      7317119000      24.39%
20    31    NO       7307992489      24.36%
5     106   NO       7291553037      24.31%
43    74    NO       7233135176      24.11%
82    117   NO       7213413851      24.04%
52    124   NO       7197454750      23.99%
1031  112   YES      7195153217      23.98%
211   10    YES      7185721785      23.95%
491   45    YES      7136211299      23.79%
97    98    NO       7123959123      23.75%
492   45    YES      7110689529      23.70%
118   77    NO       7083380147      23.61%
268   17    YES      7072675824      23.58%
494   45    YES      7015530448      23.39%
440   39    YES      7011884016      23.37%
48    104   NO       6969402272      23.23%
74    113   NO       6939674333      23.13%
495   45    YES      6933647326      23.11%
267   17    YES      6921980341      23.07%
68    90    NO       6891447480      22.97%
2     58    NO       6834935331      22.78%
104   965   YES      6805945608      22.69%
407   34    YES      6786856232      22.62%
489   45    YES      6786402065      22.62%
271   17    YES      6763727790      22.55%
140   1     YES      6751987200      22.51%
114   78    NO       6749059393      22.50%
86    37    NO       6725808152      22.42%
13    122   NO       6722600250      22.41%
266   17    YES      6702610626      22.34%
33    117   NO       6689470175      22.30%
21    90    NO       6623297312      22.08%
74    43    NO       6606714560      22.02%
61    20    NO       6594897887      21.98%
432   38    YES      6559644144      21.87%
120   111   NO       6553219777      21.84%
1     27    NO       6485665472      21.62%
702   71    YES      6450844078      21.50%
247   14    YES      6443818379      21.48%
112   1031  YES      6428579648      21.43%
115   64    NO       6419308680      21.40%
40    116   NO       6410125776      21.37%
21    40    NO       6406659152      21.36%
42    9     NO       6371463495      21.24%
104   48    NO       6326992360      21.09%
265   17    YES      6316468856      21.05%
102   34    NO       6295098864      20.98%
102   58    NO       6257700272      20.86%
490   45    YES      6214484840      20.71%
104   963   YES      6206619352      20.69%
110   1010  YES      6186609888      20.62%
76    52    NO       6185362064      20.62%
27    40    NO       6173205904      20.58%
269   17    YES      6149716920      20.50%
47    39    NO       6137264862      20.46%
23    30    NO       6136042552      20.45%
264   17    YES      6119117240      20.40%
10    96    NO       6106425112      20.35%
33    98    NO       6083004105      20.28%
60    614   YES      6063688760      20.21%
20    62    NO       6054320272      20.18%
59    127   NO       6036448221      20.12%
703   71    YES      6029493944      20.10%
52    24    NO       6005851552      20.02%
103   4     NO       5950631679      19.84%
89    83    NO       5940391710      19.80%
41    83    NO       5932827064      19.78%
66    661   YES      5929832504      19.77%
270   17    YES      5893192717      19.64%
184   7     YES      5891722280      19.64%
142   1     YES      5877819801      19.59%
136   1     YES      5803418080      19.34%
126   69    NO       5789984590      19.30%
43    58    NO       5782433480      19.27%
698   71    YES      5779756600      19.27%
63    48    NO       5769046762      19.23%
80    77    NO       5764051008      19.21%
125   15    NO       5743811112      19.15%
359   28    YES      5687098472      18.96%
116   36    NO       5648597438      18.83%
141   1     YES      5645258114      18.82%
35    2     NO       5639242664      18.80%
70    113   NO       5632971136      18.78%
1128  125   YES      5615016128      18.72%
33    90    NO       5602029267      18.67%
43    78    NO       5560812023      18.54%
534   50    YES      5545778240      18.49%
840   89    YES      5536635456      18.46%
95    40    NO       5524856616      18.42%
123   101   NO       5517165685      18.39%
98    33    NO       5508159808      18.36%
