FlowId     Src   Dst   Sent (byte)  Total (byte) Duration (ms)  Progress  
0          649   407   7049         7049         0.19           100.00%
1          1137  736   10682        10682        0.19           100.00%
2          733   710   7250         7250         0.16           100.00%
3          145   546   28043        28043        0.64           100.00%
4          1062  978   20559        20559        0.89           100.00%
5          1005  259   31520        31520        0.62           100.00%
6          719   654   8948         8948         0.17           100.00%
7          342   192   32902        32902        0.38           100.00%
8          1025  469   10280        10280        0.20           100.00%
9          919   301   5433         5433         0.26           100.00%
10         622   1080  6310         6310         0.16           100.00%
11         139   157   13903        13903        0.21           100.00%
12         219   647   5632         5632         0.17           100.00%
13         726   886   6016         6016         0.17           100.00%
14         313   822   5303         5303         0.23           100.00%
15         394   404   5597         5597         0.11           100.00%
16         423   1101  33176        33176        1.20           100.00%
17         1132  250   43219        43219        1.11           100.00%
18         342   225   8992         8992         0.12           100.00%
19         395   828   12044        12044        0.55           100.00%
20         868   747   8017         8017         0.26           100.00%
21         377   222   16225        16225        0.32           100.00%
22         777   160   31426        31426        0.59           100.00%
23         1025  816   6094         6094         0.15           100.00%
24         131   911   6581         6581         0.18           100.00%
25         653   1095  11962        11962        0.20           100.00%
26         861   353   6979         6979         0.11           100.00%
27         744   1057  10046        10046        0.30           100.00%
28         942   367   6789         6789         0.23           100.00%
29         813   802   134949       134949       2.02           100.00%
30         278   737   15930        15930        0.73           100.00%
31         564   452   11857        11857        0.45           100.00%
32         931   534   4960         4960         0.10           100.00%
33         462   568   9269         9269         0.18           100.00%
34         152   495   17859        17859        0.22           100.00%
35         871   1102  19429        19429        0.56           100.00%
36         559   831   37342        37342        0.39           100.00%
37         705   1091  6528         6528         0.15           100.00%
38         522   495   8819         8819         0.11           100.00%
39         940   1049  46416        46416        0.50           100.00%
40         302   795   6351         6351         0.17           100.00%
41         415   278   97987        97987        1.77           100.00%
42         878   442   10446        10446        1.27           100.00%
43         961   291   5652         5652         0.17           100.00%
44         1017  670   9065         9065         0.27           100.00%
45         192   234   9102         9102         0.31           100.00%
46         781   307   6775         6775         0.29           100.00%
47         754   170   9416         9416         0.17           100.00%
48         769   603   48684        48684        0.79           100.00%
49         512   728   13886        13886        0.25           100.00%
50         552   865   7807         7807         0.19           100.00%
51         159   233   5450         5450         0.17           100.00%
52         965   875   40718        40718        1.49           100.00%
53         477   895   101912       101912       1.19           100.00%
54         259   1073  6888         6888         0.81           100.00%
55         1098  649   7033         7033         0.33           100.00%
56         634   469   61045        61045        1.65           100.00%
57         605   636   9172         9172         0.20           100.00%
58         763   478   5433         5433         0.14           100.00%
59         1031  200   6004         6004         0.15           100.00%
60         132   595   25563        25563        0.32           100.00%
61         853   190   10691        10691        0.20           100.00%
62         388   482   5240         5240         0.13           100.00%
63         169   222   7256         7256         0.31           100.00%
64         1084  712   5899         5899         0.25           100.00%
65         825   1127  5969         5969         0.17           100.00%
66         1083  755   71968        71968        1.48           100.00%
67         204   546   10232        10232        0.76           100.00%
68         779   1054  4841         4841         0.18           100.00%
69         599   999   6577         6577         0.34           100.00%
70         549   343   138629       138629       2.60           100.00%
71         530   525   17442        17442        2.09           100.00%
72         562   145   24317        24317        1.34           100.00%
73         658   817   5440         5440         0.33           100.00%
74         638   715   8136         8136         0.11           100.00%
75         582   174   6538         6538         0.40           100.00%
76         271   1079  8645         8645         2.16           100.00%
77         611   224   8192         8192         1.68           100.00%
78         1006  360   9612         9612         0.53           100.00%
79         390   578   4811         4811         0.27           100.00%
80         581   646   21644        21644        1.39           100.00%
81         217   912   5405         5405         0.53           100.00%
82         1128  956   6746         6746         1.25           100.00%
83         1027  171   17764        17764        0.25           100.00%
84         153   824   10262        10262        0.49           100.00%
85         446   572   22648        22648        0.29           100.00%
86         949   339   8774         8774         0.20           100.00%
87         529   261   7630         7630         0.19           100.00%
88         513   997   5366         5366         0.14           100.00%
89         1144  198   8708         8708         0.48           100.00%
90         877   1128  9046         9046         0.52           100.00%
91         730   420   4893         4893         0.22           100.00%
92         257   1042  6147         6147         0.15           100.00%
93         457   183   6706         6706         0.15           100.00%
94         619   1089  4932         4932         0.14           100.00%
95         732   487   7459         7459         0.16           100.00%
96         1000  774   27400        27400        0.33           100.00%
97         1101  997   13289        13289        0.15           100.00%
98         913   399   34525        34525        0.34           100.00%
99         1118  221   5589         5589         0.15           100.00%
100        530   487   7480         7480         0.13           100.00%
101        195   721   12479        12479        0.23           100.00%
102        270   548   7534         7534         0.19           100.00%
103        489   325   5440         5440         0.17           100.00%
104        1065  550   12145        12145        0.23           100.00%
105        1136  1076  5101         5101         0.17           100.00%
106        863   482   38499        38499        0.55           100.00%
107        970   241   5185         5185         0.31           100.00%
108        1056  1098  4944         4944         0.14           100.00%
109        1058  526   7284         7284         0.16           100.00%
110        1106  855   18033        18033        0.35           100.00%
111        845   796   6017         6017         0.09           100.00%
112        1028  915   40193        40193        0.55           100.00%
113        1098  431   5266         5266         0.13           100.00%
114        1118  613   15085        15085        0.28           100.00%
115        133   178   6184         6184         0.12           100.00%
116        187   1038  6064         6064         0.15           100.00%
117        888   1001  6070         6070         0.15           100.00%
118        713   384   8028         8028         0.36           100.00%
119        187   666   28345        28345        0.34           100.00%
120        889   967   9344         9344         0.12           100.00%
121        625   230   5860         5860         0.17           100.00%
122        709   1035  14687        14687        0.25           100.00%
123        545   837   5815         5815         0.28           100.00%
124        897   671   7963         7963         0.19           100.00%
125        297   165   12670        12670        0.20           100.00%
126        698   836   9183         9183         0.33           100.00%
127        752   841   10952        10952        0.28           100.00%
128        568   592   13286        13286        0.21           100.00%
129        1139  361   33410        33410        1.01           100.00%
130        800   507   9600         9600         0.27           100.00%
131        184   945   24101        24101        2.86           100.00%
132        387   496   55155        55155        8.75           100.00%
133        597   484   17608        17608        3.84           100.00%
134        163   270   6636         6636         1.05           100.00%
135        808   832   6113         6113         1.02           100.00%
136        408   305   7445         7445         0.13           100.00%
137        1089  282   12301        12301        0.55           100.00%
138        578   421   47277        47277        0.48           100.00%
139        842   407   4903         4903         4.87           100.00%
140        207   714   25146        25146        2.56           100.00%
141        487   805   7023         7023         4.28           100.00%
142        510   245   17637        17637        3.86           100.00%
143        965   787   6899         6899         0.42           100.00%
144        703   790   21936        21936        3.97           100.00%
145        849   496   8096         8096         1.49           100.00%
146        164   730   4818         4818         0.09           100.00%
147        169   302   25795        25795        0.81           100.00%
148        1010  985   5197         5197         0.22           100.00%
149        503   417   14174        14174        0.30           100.00%
150        684   982   5359         5359         0.16           100.00%
151        145   624   8099         8099         0.19           100.00%
152        149   826   5854         5854         0.17           100.00%
153        958   258   4892         4892         0.14           100.00%
154        869   491   69059        69059        1.02           100.00%
155        915   1134  7118         7118         0.13           100.00%
156        464   811   5297         5297         0.30           100.00%
157        216   677   4766         4766         0.11           100.00%
158        865   214   74399        74399        0.74           100.00%
159        1027  615   6052         6052         0.24           100.00%
160        686   262   6763         6763         0.18           100.00%
161        203   1018  8352         8352         0.11           100.00%
162        456   515   25744        25744        0.90           100.00%
163        889   1023  5341         5341         0.32           100.00%
164        725   994   17502        17502        0.28           100.00%
165        1065  176   5056         5056         0.10           100.00%
166        1109  667   4770         4770         0.11           100.00%
167        842   219   4881         4881         0.09           100.00%
168        668   259   9626         9626         0.18           100.00%
169        501   868   6748         6748         0.18           100.00%
170        977   253   10192        10192        1.02           100.00%
171        231   166   16629        16629        0.57           100.00%
172        610   838   13210        13210        0.58           100.00%
173        1028  924   6017         6017         0.15           100.00%
174        430   859   15597        15597        0.44           100.00%
175        241   376   6185         6185         0.12           100.00%
176        828   366   167443       167443       6.56           100.00%
177        741   1007  21989        21989        0.32           100.00%
178        628   1054  39345        39345        0.44           100.00%
179        293   204   12741        12741        1.06           100.00%
180        944   329   8045         8045         0.66           100.00%
181        910   884   34647        34647        0.37           100.00%
182        659   393   6431         6431         0.26           100.00%
183        537   839   47833        47833        0.54           100.00%
184        294   1089  10241        10241        0.21           100.00%
185        543   1080  11106        11106        0.52           100.00%
186        1104  516   30978        30978        0.58           100.00%
187        630   678   15079        15079        0.26           100.00%
188        588   145   23070        23070        0.39           100.00%
189        701   416   5480         5480         0.17           100.00%
190        469   1084  8374         8374         0.19           100.00%
191        917   133   7103         7103         0.20           100.00%
192        447   239   7928         7928         0.16           100.00%
193        749   431   26068        26068        0.35           100.00%
194        336   284   8098         8098         0.14           100.00%
