Src   Dst   Srvport  Utilized (ns)   Utilization
305   22    YES      993459198       3.31%
3     156   YES      974418611       3.25%
22    59    NO       942639500       3.14%
59    3     NO       939252216       3.13%
205   9     YES      902771175       3.01%
3     158   YES      902128637       3.01%
9     3     NO       890595604       2.97%
279   18    YES      378820927       1.26%
18    272   YES      366436746       1.22%
23    316   YES      365203404       1.22%
312   23    YES      346362188       1.15%
23    43    NO       331781669       1.11%
43    18    NO       329237644       1.10%
18    85    NO       324398824       1.08%
85    23    NO       320587370       1.07%
14    247   YES      243045136       0.81%
10    209   YES      225291605       0.75%
175   5     YES      208152465       0.69%
12    225   YES      207431026       0.69%
3     1     NO       197413906       0.66%
162   4     YES      193971744       0.65%
246   14    YES      193827980       0.65%
4     10    NO       192140510       0.64%
10    211   YES      188895432       0.63%
290   20    YES      186504451       0.62%
17    268   YES      185390717       0.62%
17    10    NO       182375342       0.61%
5     17    NO       182196739       0.61%
23    319   YES      172943998       0.58%
14    105   NO       158363153       0.53%
157   3     YES      155410673       0.52%
64    12    NO       149669051       0.50%
270   17    YES      147709665       0.49%
20    64    NO       144554150       0.48%
22    305   YES      141380654       0.47%
1     137   YES      139492789       0.46%
22    309   YES      138919825       0.46%
105   23    NO       136194653       0.45%
172   5     YES      133479721       0.44%
13    238   YES      130550810       0.44%
178   6     YES      130508856       0.44%
9     205   YES      127069218       0.42%
19    286   YES      125856796       0.42%
17    270   YES      124167786       0.41%
235   13    YES      117415453       0.39%
156   3     YES      116242274       0.39%
252   15    YES      114733371       0.38%
1     143   YES      111758122       0.37%
158   3     YES      110485769       0.37%
129   0     YES      110382566       0.37%
134   0     YES      108566669       0.36%
269   17    YES      108128503       0.36%
190   7     YES      107801133       0.36%
1     142   YES      107532335       0.36%
216   11    YES      107430627       0.36%
16    258   YES      107381049       0.36%
242   14    YES      105238801       0.35%
16    262   YES      104635899       0.35%
4     164   YES      103745330       0.35%
208   10    YES      102611655       0.34%
21    301   YES      102585017       0.34%
5     3     NO       101991887       0.34%
153   3     YES      101372999       0.34%
170   5     YES      101240565       0.34%
20    290   YES      101206234       0.34%
7     19    NO       101095657       0.34%
3     9     NO       100911680       0.34%
197   8     YES      100716638       0.34%
21    300   YES      100555323       0.34%
132   0     YES      99747469        0.33%
6     182   YES      98047712        0.33%
15    12    NO       98017829        0.33%
2     6     NO       97858809        0.33%
231   12    YES      97553039        0.33%
165   4     YES      96079137        0.32%
245   14    YES      95362452        0.32%
209   10    YES      95001849        0.32%
151   2     YES      95000427        0.32%
180   6     YES      94304708        0.31%
163   4     YES      94242778        0.31%
293   20    YES      93067038        0.31%
185   7     YES      92632915        0.31%
3     89    NO       92630155        0.31%
5     16    NO       92626665        0.31%
13    235   YES      92191919        0.31%
10    17    NO       92066305        0.31%
13    237   YES      91451716        0.30%
19    7     NO       91314854        0.30%
15    248   YES      90842586        0.30%
14    244   YES      90605887        0.30%
17    94    NO       90214151        0.30%
284   19    YES      89293922        0.30%
310   22    YES      89001708        0.30%
42    14    NO       88608104        0.30%
94    22    NO       88451096        0.29%
199   8     YES      88289467        0.29%
13    42    NO       88204583        0.29%
15    4     NO       87927493        0.29%
1     139   YES      87409950        0.29%
214   10    YES      86934460        0.29%
263   16    YES      86903355        0.29%
16    256   YES      86247431        0.29%
5     171   YES      86055207        0.29%
173   5     YES      85268028        0.28%
89    22    NO       84983381        0.28%
12    15    NO       84007855        0.28%
16    261   YES      83413848        0.28%
1     2     NO       83340042        0.28%
142   1     YES      83002515        0.28%
3     5     NO       82669699        0.28%
2     148   YES      82642711        0.28%
226   12    YES      82561117        0.28%
13    232   YES      82284559        0.27%
19    20    NO       82114202        0.27%
0     16    NO       81916888        0.27%
210   10    YES      81672617        0.27%
169   5     YES      81275050        0.27%
8     199   YES      81198512        0.27%
136   1     YES      80615902        0.27%
8     194   YES      80611062        0.27%
18    277   YES      80609911        0.27%
4     15    NO       79853697        0.27%
0     134   YES      79791320        0.27%
21    303   YES      79748433        0.27%
33    14    NO       79599671        0.27%
137   1     YES      79422229        0.26%
21    298   YES      78476284        0.26%
222   11    YES      78392874        0.26%
20    295   YES      78041181        0.26%
6     14    NO       77809434        0.26%
15    33    NO       77706385        0.26%
18    279   YES      77515915        0.26%
4     163   YES      77061825        0.26%
5     168   YES      76685504        0.26%
4     167   YES      76443306        0.25%
10    215   YES      76308724        0.25%
7     17    NO       75906284        0.25%
277   18    YES      75615732        0.25%
4     165   YES      75499900        0.25%
2     149   YES      75223575        0.25%
4     162   YES      74845421        0.25%
28    17    NO       74676983        0.25%
11    221   YES      74410578        0.25%
154   3     YES      74269895        0.25%
147   2     YES      74198185        0.25%
0     133   YES      74102799        0.25%
0     129   YES      73500760        0.25%
19    285   YES      73299146        0.24%
143   1     YES      73265218        0.24%
11    216   YES      72952826        0.24%
12    228   YES      72690005        0.24%
251   15    YES      72475339        0.24%
244   14    YES      72461764        0.24%
6     176   YES      72401659        0.24%
17    32    NO       72306043        0.24%
16    263   YES      72004942        0.24%
32    13    NO       71922820        0.24%
184   7     YES      71635533        0.24%
138   1     YES      71453012        0.24%
278   18    YES      71000913        0.24%
5     89    NO       70988991        0.24%
14    242   YES      70846148        0.24%
181   6     YES      70832927        0.24%
281   19    YES      70832147        0.24%
11    28    NO       70817595        0.24%
5     175   YES      70584269        0.24%
164   4     YES      70475073        0.23%
6     102   NO       70045113        0.23%
286   19    YES      69950145        0.23%
21    299   YES      69778673        0.23%
10    208   YES      69751464        0.23%
276   18    YES      69671118        0.23%
38    21    NO       69538906        0.23%
272   18    YES      69325680        0.23%
