FlowId     Src   Dst   Sent (byte)  Total (byte) Duration (ms)  Progress  
0          279   835   10529        10529        0.21           100.00%
1          618   321   5750         5750         0.14           100.00%
2          588   826   5555         5555         0.17           100.00%
3          1125  231   5071         5071         0.15           100.00%
4          984   283   14580        14580        0.32           100.00%
5          481   992   124297       124297       1.17           100.00%
6          1011  543   41593        41593        0.45           100.00%
7          1076  1020  13840        13840        0.19           100.00%
8          160   1015  7742         7742         0.16           100.00%
9          329   1145  7131         7131         0.16           100.00%
10         686   324   4980         4980         0.10           100.00%
11         334   228   8919         8919         0.17           100.00%
12         478   283   20238        20238        0.27           100.00%
13         182   680   25033        25033        0.34           100.00%
14         534   384   6435         6435         0.15           100.00%
15         545   703   7931         7931         0.19           100.00%
16         582   1023  7789         7789         0.19           100.00%
17         288   956   10982        10982        0.22           100.00%
18         1136  723   151148       151148       1.44           100.00%
19         388   1151  6872         6872         0.12           100.00%
20         387   303   9407         9407         0.20           100.00%
21         139   398   5818         5818         0.17           100.00%
22         917   791   6930         6930         0.15           100.00%
23         590   959   30151        30151        0.33           100.00%
24         233   200   116236       116236       1.14           100.00%
25         526   281   4806         4806         0.11           100.00%
26         1085  984   5214         5214         0.10           100.00%
27         1122  1031  42693        42693        1.52           100.00%
28         743   254   5028         5028         0.10           100.00%
29         661   603   6728         6728         0.18           100.00%
30         603   417   11092        11092        0.25           100.00%
31         1032  163   24500        24500        0.38           100.00%
32         179   306   195924       195924       1.74           100.00%
33         723   286   10466        10466        0.16           100.00%
34         370   529   5268         5268         0.10           100.00%
35         420   888   5607         5607         0.14           100.00%
36         364   1026  15585        15585        0.32           100.00%
37         403   600   5909         5909         0.12           100.00%
38         1080  287   13204        13204        0.23           100.00%
39         1059  956   42036        42036        0.50           100.00%
40         221   502   5225         5225         0.10           100.00%
41         799   713   6568         6568         0.18           100.00%
42         220   861   9018         9018         0.20           100.00%
43         869   1067  14594        14594        0.22           100.00%
44         1071  807   6891         6891         0.12           100.00%
45         622   691   7459         7459         0.16           100.00%
46         1045  543   9569         9569         0.18           100.00%
47         853   1048  53786        53786        0.59           100.00%
48         137   940   11167        11167        0.44           100.00%
49         596   1082  5449         5449         0.14           100.00%
50         270   260   5098         5098         0.15           100.00%
51         961   266   12954        12954        0.29           100.00%
52         849   338   7601         7601         0.16           100.00%
53         1092  670   14089        14089        0.25           100.00%
54         481   660   8259         8259         0.19           100.00%
55         596   1065  106363       106363       1.50           100.00%
56         782   1006  151395       151395       1.89           100.00%
57         562   997   5598         5598         0.14           100.00%
58         519   1064  6694         6694         0.18           100.00%
59         929   703   6316         6316         0.18           100.00%
