Src   Dst   Srvport  Utilized (ns)   Utilization
113   196   NO       19988231322     99.94%
71    27    NO       19979561478     99.90%
145   196   NO       19961120498     99.81%
196   113   NO       19951458662     99.76%
196   145   NO       19928674078     99.64%
196   45    NO       19473106366     97.37%
45    71    NO       19473105146     97.37%
27    71    NO       19312414666     96.56%
27    212   NO       18693732346     93.47%
212   145   NO       18693731126     93.47%
27    162   NO       18382938570     91.91%
162   113   NO       18382937350     91.91%
27    49    NO       18362820785     91.81%
49    113   NO       18362819565     91.81%
1198  196   YES      17642619883     88.21%
1200  196   YES      17615313231     88.08%
1197  196   YES      17545051496     87.73%
352   27    YES      17538280526     87.69%
355   27    YES      17342021374     86.71%
1199  196   YES      17310824474     86.55%
1196  196   YES      17273085064     86.37%
351   27    YES      17174126828     85.87%
354   27    YES      17145453662     85.73%
353   27    YES      17072272222     85.36%
27    353   YES      10529860818     52.65%
145   212   NO       10239832944     51.20%
212   27    NO       10239832006     51.20%
196   1196  YES      10223852288     51.12%
71    45    NO       10194196640     50.97%
45    196   NO       10194196194     50.97%
196   1198  YES      10066744656     50.33%
196   1197  YES      10051285910     50.26%
27    354   YES      10018383490     50.09%
49    27    NO       9976661824      49.88%
113   49    NO       9976661824      49.88%
27    351   YES      9976106000      49.88%
113   162   NO       9974795618      49.87%
162   27    NO       9974794494      49.87%
27    355   YES      9959063488      49.80%
196   1199  YES      9950371470      49.75%
196   1200  YES      9851290542      49.26%
145   71    NO       9688840010      48.44%
27    352   YES      9687432346      48.44%
71    145   NO       9118216806      45.59%
0     21    NO       0               0.00%
0     49    NO       0               0.00%
0     68    NO       0               0.00%
0     85    NO       0               0.00%
0     102   NO       0               0.00%
0     119   NO       0               0.00%
0     128   NO       0               0.00%
0     145   NO       0               0.00%
0     179   NO       0               0.00%
0     184   NO       0               0.00%
0     201   NO       0               0.00%
0     216   YES      0               0.00%
0     217   YES      0               0.00%
0     218   YES      0               0.00%
0     219   YES      0               0.00%
0     220   YES      0               0.00%
1     20    NO       0               0.00%
1     48    NO       0               0.00%
1     69    NO       0               0.00%
1     84    NO       0               0.00%
1     103   NO       0               0.00%
