Src   Dst   Srvport  Utilized (ns)   Utilization
13    235   YES      44144672        0.09%
185   7     YES      39290831        0.08%
63    13    NO       37445106        0.07%
7     63    NO       37151036        0.07%
154   3     YES      31520366        0.06%
3     5     NO       31109250        0.06%
5     168   YES      30707352        0.06%
0     133   YES      21732266        0.04%
15    18    NO       16465190        0.03%
18    278   YES      15431964        0.03%
251   15    YES      15294346        0.03%
136   1     YES      15082996        0.03%
167   4     YES      14576645        0.03%
4     5     NO       14407162        0.03%
16    257   YES      14313110        0.03%
5     175   YES      14287266        0.03%
244   14    YES      13385194        0.03%
1     80    NO       13219021        0.03%
80    0     NO       13070433        0.03%
4     164   YES      12947928        0.03%
142   1     YES      12503563        0.03%
11    218   YES      12409527        0.02%
145   2     YES      12373827        0.02%
2     22    NO       11891057        0.02%
22    4     NO       11870301        0.02%
4     165   YES      11810067        0.02%
173   5     YES      11654828        0.02%
53    16    NO       11592361        0.02%
11    113   NO       11254347        0.02%
1     53    NO       11184610        0.02%
15    12    NO       11174507        0.02%
81    11    NO       11163979        0.02%
14    81    NO       10989729        0.02%
165   4     YES      10548241        0.02%
274   18    YES      10510770        0.02%
1     18    NO       10417316        0.02%
18    277   YES      10386712        0.02%
7     186   YES      10309248        0.02%
18    7     NO       9680081         0.02%
12    231   YES      9665481         0.02%
2     1     NO       9368269         0.02%
8     199   YES      9288252         0.02%
4     167   YES      9101795         0.02%
4     15    NO       9007401         0.02%
152   3     YES      8770521         0.02%
253   15    YES      8754025         0.02%
217   11    YES      8747734         0.02%
147   2     YES      8727818         0.02%
7     188   YES      8511910         0.02%
5     4     NO       8410945         0.02%
1     138   YES      8205070         0.02%
4     1     NO       8022217         0.02%
6     182   YES      7996930         0.02%
316   23    YES      7814288         0.02%
21    300   YES      7775784         0.02%
257   16    YES      7584847         0.02%
242   14    YES      7525194         0.02%
113   0     NO       7273880         0.01%
5     174   YES      7232894         0.01%
12    226   YES      7210376         0.01%
199   8     YES      7203179         0.01%
19    285   YES      6875271         0.01%
133   0     YES      6778849         0.01%
3     152   YES      6655505         0.01%
223   11    YES      6632916         0.01%
106   4     NO       6531953         0.01%
160   4     YES      6509295         0.01%
21    298   YES      6396404         0.01%
215   10    YES      6385743         0.01%
3     106   NO       6374857         0.01%
24    8     NO       6311347         0.01%
121   21    NO       6198179         0.01%
15    121   NO       6150773         0.01%
7     185   YES      6136340         0.01%
200   9     YES      6090452         0.01%
99    7     NO       6012676         0.01%
267   17    YES      6003794         0.01%
22    310   YES      5973872         0.01%
17    267   YES      5930573         0.01%
186   7     YES      5917857         0.01%
195   8     YES      5888967         0.01%
4     162   YES      5845086         0.01%
14    24    NO       5781413         0.01%
235   13    YES      5781321         0.01%
9     3     NO       5687862         0.01%
290   20    YES      5530323         0.01%
8     22    NO       5437055         0.01%
6     178   YES      5423029         0.01%
14    244   YES      5411258         0.01%
89    5     NO       5365771         0.01%
245   14    YES      5323644         0.01%
169   5     YES      5312551         0.01%
8     89    NO       5305957         0.01%
0     134   YES      5204380         0.01%
21    299   YES      5188223         0.01%
228   12    YES      5071867         0.01%
236   13    YES      5017392         0.01%
8     194   YES      4972071         0.01%
153   3     YES      4963384         0.01%
9     207   YES      4959375         0.01%
168   5     YES      4871403         0.01%
5     6     NO       4825801         0.01%
302   21    YES      4800933         0.01%
314   23    YES      4719365         0.01%
260   16    YES      4712702         0.01%
259   16    YES      4691586         0.01%
7     184   YES      4684582         0.01%
20    19    NO       4655009         0.01%
6     176   YES      4653067         0.01%
157   3     YES      4580710         0.01%
