Src   Dst   Srvport  Utilized (ns)   Utilization
0     1     NO       542168331       1.08%
1     0     NO       426089507       0.85%
1     16    YES      203288225       0.41%
7     0     YES      170363358       0.34%
16    1     YES      169230381       0.34%
0     7     YES      124758741       0.25%
0     8     YES      74728851        0.15%
8     0     YES      73398888        0.15%
10    1     YES      71900753        0.14%
1     10    YES      67538406        0.14%
9     0     YES      65303666        0.13%
0     9     YES      64417959        0.13%
1     12    YES      59055362        0.12%
13    1     YES      58908490        0.12%
1     13    YES      56441772        0.11%
12    1     YES      55775114        0.11%
1     15    YES      51894840        0.10%
15    1     YES      49484714        0.10%
0     3     YES      45603265        0.09%
6     0     YES      43336222        0.09%
3     0     YES      43282706        0.09%
14    1     YES      41965666        0.08%
1     14    YES      41157144        0.08%
2     0     YES      40978274        0.08%
0     6     YES      40036935        0.08%
5     0     YES      39789363        0.08%
0     5     YES      39734746        0.08%
4     0     YES      38931243        0.08%
11    1     YES      38401150        0.08%
0     4     YES      36049691        0.07%
17    1     YES      35372239        0.07%
1     17    YES      33078109        0.07%
0     2     YES      32779561        0.07%
1     11    YES      31201740        0.06%
