Src   Dst   Srvport  Utilized (ns)   Utilization
128   0     YES      42937056470     85.87%
217   11    YES      41117057610     82.23%
255   15    YES      41058395029     82.12%
234   13    YES      40826790876     81.65%
253   15    YES      40642023612     81.28%
248   15    YES      40363223398     80.73%
311   22    YES      40334110696     80.67%
254   15    YES      40311116046     80.62%
149   2     YES      40222193280     80.44%
251   15    YES      40219312343     80.44%
252   15    YES      40195054670     80.39%
151   2     YES      40130807202     80.26%
259   16    YES      39963423932     79.93%
231   12    YES      39911286668     79.82%
169   5     YES      39848071985     79.70%
283   19    YES      39803168220     79.61%
200   9     YES      39758538750     79.52%
233   13    YES      39721108608     79.44%
212   10    YES      39681894618     79.36%
140   1     YES      39675209727     79.35%
137   1     YES      39674752455     79.35%
306   22    YES      39670673324     79.34%
204   9     YES      39547661671     79.10%
287   19    YES      39507616782     79.02%
184   7     YES      39505596522     79.01%
237   13    YES      39490057101     78.98%
273   18    YES      39484555564     78.97%
277   18    YES      39444831796     78.89%
192   8     YES      39419153522     78.84%
297   21    YES      39415639001     78.83%
156   3     YES      39379705260     78.76%
275   18    YES      39358786959     78.72%
155   3     YES      39345315254     78.69%
280   19    YES      39322179020     78.64%
301   21    YES      39313378890     78.63%
313   23    YES      39306019405     78.61%
307   22    YES      39302452356     78.60%
294   20    YES      39301009049     78.60%
257   16    YES      39291447807     78.58%
279   18    YES      39291350634     78.58%
309   22    YES      39289825976     78.58%
250   15    YES      39289549530     78.58%
286   19    YES      39283273663     78.57%
291   20    YES      39260124722     78.52%
296   21    YES      39254680665     78.51%
159   3     YES      39253839325     78.51%
219   11    YES      39246028760     78.49%
256   16    YES      39234513267     78.47%
245   14    YES      39190471842     78.38%
224   12    YES      39184108994     78.37%
285   19    YES      39175478363     78.35%
235   13    YES      39173683643     78.35%
175   5     YES      39172245867     78.34%
195   8     YES      39168568059     78.34%
216   11    YES      39157693646     78.32%
185   7     YES      39155909301     78.31%
172   5     YES      39134495840     78.27%
317   23    YES      39127622974     78.26%
238   13    YES      39127002527     78.25%
205   9     YES      39113218298     78.23%
247   14    YES      39089784675     78.18%
194   8     YES      39075993922     78.15%
282   19    YES      39031756769     78.06%
139   1     YES      39007301007     78.01%
281   19    YES      38966299864     77.93%
160   4     YES      38965436914     77.93%
284   19    YES      38960415931     77.92%
207   9     YES      38956699349     77.91%
305   22    YES      38953302005     77.91%
167   4     YES      38946547142     77.89%
241   14    YES      38923442208     77.85%
211   10    YES      38894111428     77.79%
227   12    YES      38885723385     77.77%
228   12    YES      38869427365     77.74%
166   4     YES      38846614972     77.69%
220   11    YES      38843938831     77.69%
272   18    YES      38843805881     77.69%
246   14    YES      38836319198     77.67%
278   18    YES      38834582701     77.67%
134   0     YES      38830364248     77.66%
173   5     YES      38819860973     77.64%
209   10    YES      38813760384     77.63%
260   16    YES      38809491238     77.62%
196   8     YES      38791886567     77.58%
290   20    YES      38789649501     77.58%
174   5     YES      38785256327     77.57%
218   11    YES      38785155059     77.57%
262   16    YES      38783153843     77.57%
168   5     YES      38769656751     77.54%
129   0     YES      38765831513     77.53%
135   0     YES      38759798580     77.52%
295   20    YES      38759495204     77.52%
170   5     YES      38754124517     77.51%
142   1     YES      38748957015     77.50%
152   3     YES      38741086489     77.48%
179   6     YES      38717663909     77.44%
213   10    YES      38706566494     77.41%
145   2     YES      38691842161     77.38%
215   10    YES      38684420565     77.37%
199   8     YES      38657064362     77.31%
181   6     YES      38645311614     77.29%
292   20    YES      38644488995     77.29%
157   3     YES      38642931154     77.29%
148   2     YES      38631680609     77.26%
153   3     YES      38610170222     77.22%
249   15    YES      38602010197     77.20%
138   1     YES      38594459827     77.19%
298   21    YES      38589555461     77.18%
312   23    YES      38566654520     77.13%
239   13    YES      38550409610     77.10%
202   9     YES      38549848598     77.10%
146   2     YES      38548412188     77.10%
163   4     YES      38539582569     77.08%
222   11    YES      38515969020     77.03%
225   12    YES      38496297438     76.99%
164   4     YES      38492810455     76.99%
198   8     YES      38462947482     76.93%
221   11    YES      38457719201     76.92%
226   12    YES      38453118013     76.91%
293   20    YES      38449030273     76.90%
274   18    YES      38434864437     76.87%
206   9     YES      38429531485     76.86%
182   6     YES      38424193402     76.85%
288   20    YES      38401650555     76.80%
318   23    YES      38387589564     76.78%
261   16    YES      38386294165     76.77%
268   17    YES      38378765624     76.76%
319   23    YES      38338862377     76.68%
304   22    YES      38332640501     76.67%
270   17    YES      38321248303     76.64%
136   1     YES      38312512824     76.63%
265   17    YES      38303684838     76.61%
263   16    YES      38301425706     76.60%
243   14    YES      38291199826     76.58%
214   10    YES      38276122118     76.55%
289   20    YES      38255330585     76.51%
223   11    YES      38247947036     76.50%
186   7     YES      38237580954     76.48%
187   7     YES      38233377258     76.47%
314   23    YES      38218923590     76.44%
201   9     YES      38194076090     76.39%
299   21    YES      38174721894     76.35%
203   9     YES      38169963232     76.34%
165   4     YES      38160843234     76.32%
161   4     YES      38159988090     76.32%
188   7     YES      38155579725     76.31%
308   22    YES      38143709878     76.29%
162   4     YES      38098949321     76.20%
229   12    YES      38091031032     76.18%
302   21    YES      38089883437     76.18%
240   14    YES      38059794250     76.12%
197   8     YES      38033881511     76.07%
176   6     YES      37990448982     75.98%
210   10    YES      37973571411     75.95%
130   0     YES      37973192761     75.95%
266   17    YES      37942863023     75.89%
190   7     YES      37941706810     75.88%
300   21    YES      37923545073     75.85%
