0,177,566,51060,0,50288
1,379,782,51060,29568,79856
0,177,566,51060,50288,94688
2,456,591,50000,71390,120830
1,379,782,51060,79856,124256
3,179,752,50000,78488,130600
0,177,566,51060,94688,139088
4,291,182,51060,114685,164973
1,379,782,51060,124256,168795
5,173,651,10000,160899,181288
0,177,566,51060,139088,183488
4,291,182,51060,164973,209373
1,379,782,51060,168795,213824
0,177,566,51060,183488,227888
4,291,182,51060,209373,253773
1,379,782,51060,213824,258224
0,177,566,51060,227888,272288
6,587,452,10000,277144,294472
4,291,182,51060,253773,298173
1,379,782,51060,258224,302624
0,177,566,51060,272288,316688
4,291,182,51060,298173,342573
1,379,782,51060,302624,347024
0,177,566,51060,316688,361088
7,378,580,51060,329561,377177
4,291,182,51060,342573,386973
1,379,782,51060,347024,391424
8,147,244,51060,347379,400339
7,378,580,28940,377177,402345
0,177,566,51060,361088,405488
9,571,244,10000,404028,426991
4,291,182,51060,386973,431373
1,379,782,51060,391424,435824
0,177,566,51060,405488,449888
8,147,244,51060,400339,453507
4,291,182,51060,431373,475773
1,379,782,51060,435824,480224
10,374,570,51060,435764,488724
0,177,566,51060,449888,494288
8,147,244,51060,453507,497907
4,291,182,51060,475773,520173
1,379,782,51060,480224,524624
10,374,570,51060,488724,533124
11,184,547,51060,482697,535657
8,147,244,46820,497907,538627
0,177,566,51060,494288,538688
4,291,182,51060,520173,564573
1,379,782,51060,524624,569024
10,374,570,51060,533124,577524
11,184,547,51060,535657,580057
0,177,566,51060,538688,583088
12,428,522,51060,541669,591957
4,291,182,51060,564573,608973
1,379,782,51060,569024,613424
10,374,570,51060,577524,621924
11,184,547,51060,580057,624457
0,177,566,51060,583088,627488
12,428,522,51060,591957,636357
4,291,182,51060,608973,653373
1,379,782,51060,613424,657824
10,374,570,51060,621924,666324
11,184,547,51060,624457,668857
0,177,566,51060,627488,671888
12,428,522,51060,636357,680757
4,291,182,51060,653373,697773
1,379,782,51060,657824,702224
11,184,547,51060,668857,713257
10,374,570,51060,666324,714996
0,177,566,51060,671888,716288
12,428,522,51060,680757,725157
4,291,182,51060,697773,742173
1,379,782,51060,702224,746624
11,184,547,51060,713257,757657
0,177,566,51060,716288,760688
10,374,570,51060,714996,765348
12,428,522,51060,725157,769557
13,570,585,51060,695626,773696
4,291,182,51060,742173,786573
1,379,782,51060,746624,791024
15,289,473,51060,744211,794499
11,184,547,51060,757657,802057
10,374,570,51060,765348,804228
0,177,566,51060,760688,805088
12,428,522,51060,769557,813957
14,487,586,51060,713558,814772
4,291,182,51060,786573,830973
1,379,782,51060,791024,835424
15,289,473,51060,794499,838899
11,184,547,51060,802057,846457
0,177,566,51060,805088,849488
10,374,570,51060,804228,850356
12,428,522,51060,813957,858357
13,570,585,51060,773696,866048
4,291,182,51060,830973,875373
0,177,566,29860,849488,875488
1,379,782,51060,835424,879824
15,289,473,51060,838899,883299
11,184,547,51060,846457,890857
10,374,570,51060,850356,896580
14,487,586,51060,814772,902372
12,428,522,51060,858357,902757
4,291,182,51060,875373,919773
15,289,473,46820,883299,924019
1,379,782,51060,879824,924224
11,184,547,51060,890857,935257
10,374,570,51060,896580,942516
12,428,522,51060,902757,947157
4,291,182,51060,919773,964173
13,570,585,51060,866048,966800
1,379,782,51060,924224,968624
11,184,547,51060,935257,979657
14,487,586,51060,902372,980372
10,374,570,51060,942516,988452
4,291,182,29860,964173,990173
12,428,522,51060,947157,991557
1,379,782,51060,968624,1013024
11,184,547,51060,979657,1024057
10,374,570,51060,988452,1034292
12,428,522,51060,991557,1035957
16,187,463,51060,986502,1036790
14,487,586,51060,980372,1052372
1,379,782,51060,1013024,1057424
11,184,547,51060,1024057,1068457
10,374,570,51060,1034292,1080036
12,428,522,51060,1035957,1080357
16,187,463,51060,1036790,1081190
13,570,585,51060,966800,1081952
1,379,782,51060,1057424,1101824
11,184,547,51060,1068457,1112857
14,487,586,51060,1052372,1123172
12,428,522,51060,1080357,1124757
16,187,463,51060,1081190,1125590
10,374,570,51060,1080036,1125780
1,379,782,51060,1101824,1146224
11,184,547,51060,1112857,1157257
12,428,522,51060,1124757,1169157
16,187,463,51060,1125590,1169990
10,374,570,51060,1125780,1171428
1,379,782,51060,1146224,1190624
14,487,586,51060,1123172,1191572
11,184,547,51060,1157257,1201657
13,570,585,51060,1081952,1207904
12,428,522,51060,1169157,1213557
16,187,463,51060,1169990,1214390
10,374,570,51060,1171428,1217076
1,379,782,51060,1190624,1235024
11,184,547,51060,1201657,1246057
12,428,522,51060,1213557,1257957
14,487,586,51060,1191572,1258772
16,187,463,51060,1214390,1258790
10,374,570,51060,1217076,1262628
1,379,782,51060,1235024,1279424
11,184,547,51060,1246057,1290745
12,428,522,51060,1257957,1302357
16,187,463,51060,1258790,1303190
10,374,570,51060,1262628,1308276
1,379,782,51060,1279424,1323824
14,487,586,51060,1258772,1325972
11,184,547,51060,1290745,1338697
13,570,585,51060,1207904,1344656
12,428,522,51060,1302357,1346757
16,187,463,51060,1303190,1347590
10,374,570,51060,1308276,1353828
17,785,184,51060,1255107,1359509
1,379,782,51060,1323824,1368224
11,184,547,29860,1338697,1368409
14,487,586,51060,1325972,1389572
12,428,522,51060,1346757,1391157
18,140,182,51060,1343574,1391190
16,187,463,51060,1347590,1391990
17,785,184,51060,1359509,1396589
10,374,570,51060,1353828,1399284
1,379,782,51060,1368224,1412624
18,140,182,28940,1391190,1416358
12,428,522,51060,1391157,1435557
16,187,463,51060,1391990,1436390
17,785,184,51060,1396589,1440989
10,374,570,51060,1399284,1444836
14,487,586,51060,1389572,1454372
1,379,782,51060,1412624,1457024
12,428,522,51060,1435557,1479957
16,187,463,51060,1436390,1480790
17,785,184,51060,1440989,1485389
13,570,585,51060,1344656,1489808
10,374,570,51060,1444836,1490292
1,379,782,51060,1457024,1501424
14,487,586,51060,1454372,1517972
12,428,522,51060,1479957,1524357
16,187,463,51060,1480790,1525190
17,785,184,51060,1485389,1529789
10,374,570,51060,1490292,1535844
1,379,782,51060,1501424,1545824
19,799,616,30000,1516388,1548388
12,428,522,51060,1524357,1568757
16,187,463,51060,1525190,1573480
17,785,184,51060,1529789,1574189
20,467,618,51060,1525192,1578648
10,374,570,51060,1535844,1581780
14,487,586,51060,1517972,1585172
1,379,782,51060,1545824,1590224
13,570,585,51060,1489808,1612160
12,428,522,51060,1568757,1613157
17,785,184,51060,1574189,1618589
16,187,463,51060,1573480,1621432
20,467,618,51060,1578648,1626600
10,374,570,51060,1581780,1627620
1,379,782,51060,1590224,1634624
14,487,586,51060,1585172,1657172
12,428,522,51060,1613157,1657557
17,785,184,51060,1618589,1662989
16,187,463,51060,1621432,1669384
10,374,570,51060,1627620,1673364
20,467,618,51060,1626600,1674552
1,379,782,51060,1634624,1679024
12,428,522,51060,1657557,1701957
17,785,184,51060,1662989,1707389
16,187,463,51060,1669384,1717336
10,374,570,51060,1673364,1719012
20,467,618,51060,1674552,1722504
1,379,782,51060,1679024,1723424
14,487,586,51060,1657172,1726772
13,570,585,51060,1612160,1730912
12,428,522,51060,1701957,1746357
17,785,184,51060,1707389,1751789
10,374,570,51060,1719012,1764756
16,187,463,51060,1717336,1765288
1,379,782,51060,1723424,1767824
20,467,618,51060,1722504,1770456
12,428,522,51060,1746357,1790757
17,785,184,51060,1751789,1796189
14,487,586,51060,1726772,1796372
10,374,570,51060,1764756,1810500
1,379,782,51060,1767824,1812224
20,467,618,51060,1770456,1818024
16,187,463,51060,1765288,1818040
21,185,646,51060,1771065,1824025
12,428,522,51060,1790757,1835157
17,785,184,51060,1796189,1840589
13,570,585,51060,1730912,1855664
10,374,570,51060,1810500,1856148
1,379,782,51060,1812224,1856624
20,467,618,51060,1818024,1865304
14,487,586,51060,1796372,1867172
21,185,646,51060,1824025,1868425
22,141,456,50000,1820015,1869455
16,187,463,51060,1818040,1876792
12,428,522,51060,1835157,1879557
17,785,184,51060,1840589,1884989
1,379,782,51060,1856624,1901024
10,374,570,51060,1856148,1901796
20,467,618,51060,1865304,1912584
21,185,646,51060,1868425,1912825
23,146,585,30000,1878256,1918453
12,428,522,51060,1879557,1923957
17,785,184,51060,1884989,1929389
14,487,586,51060,1867172,1933172
16,187,463,51060,1876792,1935544
1,379,782,51060,1901024,1945424
10,374,570,51060,1901796,1947444
21,185,646,51060,1912825,1957225
20,467,618,51060,1912584,1960440
12,428,522,51060,1923957,1968357
17,785,184,51060,1929389,1973789
16,187,463,51060,1935544,1978696
13,570,585,51060,1855664,1988816
1,379,782,51060,1945424,1989824
10,374,570,51060,1947444,1993092
14,487,586,51060,1933172,1997972
25,619,585,10000,1984660,2001172
21,185,646,51060,1957225,2001625
20,467,618,51060,1960440,2008680
17,785,184,51060,1973789,2018189
16,187,463,51060,1978696,2023048
1,379,782,51060,1989824,2034224
10,374,570,51060,1993092,2038548
12,428,522,51060,1968357,2039157
21,185,646,51060,2001625,2046025
20,467,618,51060,2008680,2056824
17,785,184,51060,2018189,2062589
14,487,586,51060,1997972,2062772
16,187,463,51060,2023048,2068600
24,497,518,51060,1974485,2073957
1,379,782,51060,2034224,2078624
10,374,570,51060,2038548,2084100
21,185,646,51060,2046025,2090425
20,467,618,51060,2056824,2105064
17,785,184,51060,2062589,2106989
16,187,463,51060,2068600,2112952
26,489,247,10000,2107136,2121792
1,379,782,51060,2078624,2123024
12,428,522,51060,2039157,2123157
14,487,586,51060,2062772,2128772
10,374,570,51060,2084100,2129652
13,570,585,51060,1988816,2130368
21,185,646,51060,2090425,2134825
17,785,184,51060,2106989,2151389
20,467,618,51060,2105064,2153208
16,187,463,51060,2112952,2158504
1,379,782,51060,2123024,2167424
24,497,518,51060,2073957,2172357
10,374,570,51060,2129652,2175108
17,785,184,29860,2151389,2177389
21,185,646,51060,2134825,2179225
27,585,774,51060,2139170,2189938
14,487,586,51060,2128772,2192372
20,467,618,51060,2153208,2201448
16,187,463,51060,2158504,2202856
12,428,522,51060,2123157,2205957
1,379,782,51060,2167424,2211824
10,374,570,51060,2175108,2220180
21,185,646,51060,2179225,2223625
28,280,314,51060,2175714,2226002
29,276,373,51060,2182051,2232339
27,585,774,51060,2189938,2235298
16,187,463,51060,2202856,2248408
14,487,586,51060,2192372,2248772
20,467,618,51060,2201448,2249688
28,280,314,28940,2226002,2251170
1,379,782,51060,2211824,2256224
29,276,373,28940,2232339,2257507
10,374,570,51060,2220180,2265348
21,185,646,51060,2223625,2268025
30,311,518,51060,2210576,2277957
12,428,522,51060,2205957,2280357
27,585,774,51060,2235298,2280562
16,187,463,51060,2248408,2292760
24,497,518,51060,2172357,2294757
20,467,618,51060,2249688,2297928
1,379,782,51060,2256224,2300624
14,487,586,51060,2248772,2307572
30,311,518,28940,2277957,2310325
10,374,570,51060,2265348,2310612
21,185,646,51060,2268025,2312425
13,570,585,51060,2130368,2319920
27,585,774,51060,2280562,2325730
16,187,463,51060,2292760,2338312
12,428,522,51060,2280357,2343957
1,379,782,51060,2300624,2345024
20,467,618,51060,2297928,2346072
10,374,570,51060,2310612,2356578
21,185,646,51060,2312425,2356825
14,487,586,51060,2307572,2363972
27,585,774,51060,2325730,2383810
16,187,463,51060,2338312,2383864
1,379,782,51060,2345024,2389424
31,432,774,20000,2347940,2390450
20,467,618,51060,2346072,2394312
24,497,518,51060,2294757,2394357
10,374,570,51060,2356578,2401044
21,185,646,51060,2356825,2401225
32,547,251,10000,2397630,2412286
14,487,586,51060,2363972,2420372
12,428,522,51060,2343957,2427957
16,187,463,51060,2383864,2428216
27,585,774,51060,2383810,2432450
1,379,782,51060,2389424,2433824
33,568,457,30000,2408562,2440562
20,467,618,51060,2394312,2442552
21,185,646,51060,2401225,2445625
10,374,570,51060,2401044,2446404
16,187,463,51060,2428216,2473768
27,585,774,51060,2432450,2476850
1,379,782,51060,2433824,2478224
14,487,586,51060,2420372,2480372
21,185,646,51060,2445625,2490025
20,467,618,51060,2442552,2490696
24,497,518,51060,2394357,2491516
10,374,570,51060,2446404,2491860
13,570,585,51060,2319920,2499872
12,428,522,51060,2427957,2505957
34,650,497,30000,2476108,2508876
16,187,463,51060,2473768,2518120
27,585,774,51060,2476850,2521250
1,379,782,51060,2478224,2522624
21,185,646,51060,2490025,2534425
10,374,570,51060,2491860,2537220
20,467,618,51060,2490696,2538936
14,487,586,51060,2480372,2542772
16,187,463,51060,2518120,2563672
27,585,774,51060,2521250,2565650
1,379,782,51060,2522624,2567024
21,185,646,51060,2534425,2578825
10,374,570,51060,2537220,2582580
37,755,485,20000,2560683,2586840
20,467,618,51060,2538936,2587080
14,487,586,51060,2542772,2602822
16,187,463,51060,2563672,2608024
36,718,588,51060,2558711,2608999
27,585,774,51060,2565650,2610050
1,379,782,51060,2567024,2611424
12,428,522,51060,2505957,2613957
24,497,518,51060,2491516,2621157
21,185,646,51060,2578825,2623225
10,374,570,51060,2582580,2627844
20,467,618,51060,2587080,2635416
16,187,463,51060,2608024,2652376
36,718,588,51060,2608999,2653399
27,585,774,51060,2610050,2654450
1,379,782,51060,2611424,2655824
14,487,586,51060,2602822,2661572
38,619,547,51060,2609977,2662937
35,435,522,50000,2482403,2663509
21,185,646,51060,2623225,2667625
13,570,585,51060,2499872,2672624
10,374,570,51060,2627844,2674468
20,467,618,51060,2635416,2683560
39,715,374,30000,2654703,2689604
36,718,588,51060,2653399,2697799
16,187,463,51060,2652376,2697928
27,585,774,51060,2654450,2698850
1,379,782,51060,2655824,2700224
38,619,547,51060,2662937,2707337
12,428,522,51060,2613957,2707909
21,185,646,51060,2667625,2712025
10,374,570,51060,2674468,2718372
14,487,586,51060,2661572,2720372
40,429,497,51060,2678658,2730098
20,467,618,51060,2683560,2731800
24,497,518,51060,2621157,2739810
36,718,588,51060,2697799,2742199
16,187,463,51060,2697928,2742280
27,585,774,51060,2698850,2743888
1,379,782,51060,2700224,2744624
38,619,547,51060,2707337,2751737
21,185,646,51060,2712025,2756425
10,374,570,51060,2718372,2763540
40,429,497,51060,2730098,2776034
20,467,618,51060,2731800,2780040
14,487,586,51060,2720372,2780372
12,428,522,51060,2707909,2782309
36,718,588,51060,2742199,2786599
16,187,463,51060,2742280,2786632
27,585,774,51060,2743888,2787650
1,379,782,51060,2744624,2789024
38,619,547,51060,2751737,2796137
41,781,176,30000,2766957,2798957
21,185,646,51060,2756425,2800825
10,374,570,51060,2763540,2808900
40,429,497,51060,2776034,2821874
20,467,618,51060,2780040,2828184
16,187,463,51060,2786632,2830984
36,718,588,51060,2786599,2830999
27,585,774,51060,2787650,2832050
1,379,782,51060,2789024,2833424
14,487,586,51060,2780372,2837972
38,619,547,51060,2796137,2840537
21,185,646,51060,2800825,2845225
42,592,173,10000,2838543,2853199
10,374,570,51060,2808900,2854260
12,428,522,51060,2782309,2854309
13,570,585,51060,2672624,2859776
24,497,518,51060,2739810,2860962
40,429,497,51060,2821874,2867522
16,187,463,51060,2830984,2868136
36,718,588,51060,2830999,2875399
27,585,774,51060,2832050,2876450
20,467,618,51060,2828184,2877288
1,379,782,51060,2833424,2877824
38,619,547,51060,2840537,2884937
21,185,646,51060,2845225,2889625
43,522,803,10000,2873756,2892629
14,487,586,51060,2837972,2895572
10,374,570,51060,2854260,2899332
16,187,463,51060,2868136,2912488
40,429,497,51060,2867522,2913266
36,718,588,51060,2875399,2919799
27,585,774,51060,2876450,2920850
1,379,782,51060,2877824,2922224
12,428,522,51060,2854309,2925109
20,467,618,51060,2877288,2925528
38,619,547,51060,2884937,2929337
21,185,646,51060,2889625,2934025
10,374,570,51060,2899332,2944500
14,487,586,51060,2895572,2951972
16,187,463,51060,2912488,2958040
40,429,497,51060,2913266,2960114
36,718,588,51060,2919799,2964199
27,585,774,51060,2920850,2965250
1,379,782,51060,2922224,2966624
20,467,618,51060,2925528,2973672
38,619,547,51060,2929337,2973737
21,185,646,51060,2934025,2978425
24,497,518,51060,2860962,2986914
10,374,570,51060,2944500,2989956
44,809,452,51060,2941448,2991736
12,428,522,51060,2925109,2992309
16,187,463,51060,2958040,3002392
40,429,497,51060,2960114,3004562
36,718,588,51060,2964199,3008599
27,585,774,51060,2965250,3010288
1,379,782,51060,2966624,3011024
14,487,586,51060,2951972,3013172
44,809,452,28940,2991736,3016904
38,619,547,51060,2973737,3018137
20,467,618,51060,2973672,3021912
21,185,646,51060,2978425,3022825
45,798,280,51060,2975916,3023532
10,374,570,51060,2989956,3035412
13,570,585,51060,2859776,3037328
16,187,463,51060,3002392,3047944
46,720,261,51060,2996477,3049437
40,429,497,51060,3004562,3050210
36,718,588,51060,3008599,3052999
27,585,774,51060,3010288,3054050
1,379,782,51060,3011024,3055424
12,428,522,51060,2992309,3060709
38,619,547,51060,3018137,3062537
21,185,646,51060,3022825,3067225
45,798,280,51060,3023532,3067932
20,467,618,51060,3021912,3070056
14,487,586,51060,3013172,3073172
10,374,570,51060,3035412,3080676
16,187,463,51060,3047944,3092296
46,720,261,51060,3049437,3093837
40,429,497,51060,3050210,3096962
36,718,588,51060,3052999,3097399
27,585,774,51060,3054050,3098450
1,379,782,51060,3055424,3099824
38,619,547,51060,3062537,3106937
21,185,646,51060,3067225,3111625
45,798,280,51060,3067932,3112332
20,467,618,51060,3070056,3118296
24,497,518,51060,2986914,3123666
10,374,570,51060,3080676,3126132
12,428,522,51060,3060709,3126709
14,487,586,51060,3073172,3131972
16,187,463,51060,3092296,3136648
46,720,261,51060,3093837,3138237
40,429,497,51060,3096962,3141314
36,718,588,51060,3097399,3141799
27,585,774,51060,3098450,3142850
1,379,782,51060,3099824,3144224
38,619,547,51060,3106937,3151337
21,185,646,51060,3111625,3156025
45,798,280,51060,3112332,3156732
20,467,618,51060,3118296,3166440
10,374,570,51060,3126132,3171492
16,187,463,51060,3136648,3182200
36,718,588,51060,3141799,3186199
40,429,497,51060,3141314,3186866
27,585,774,51060,3142850,3187888
1,379,782,51060,3144224,3188624
47,261,581,51060,3132425,3189209
12,428,522,51060,3126709,3191509
38,619,547,51060,3151337,3195737
14,487,586,51060,3131972,3196772
21,185,646,51060,3156025,3200425
13,570,585,51060,3037328,3200480
45,798,280,51060,3156732,3201132
46,720,261,51060,3138237,3205293
20,467,618,51060,3166440,3214776
10,374,570,51060,3171492,3216948
16,187,463,51060,3182200,3226552
36,718,588,51060,3186199,3230599
27,585,774,51060,3187888,3232288
40,429,497,51060,3186866,3232322
1,379,782,51060,3188624,3233024
47,261,581,51060,3189209,3237161
38,619,547,51060,3195737,3240137
21,185,646,51060,3200425,3244825
45,798,280,51060,3201132,3245532
46,720,261,51060,3205293,3253245
12,428,522,51060,3191509,3256309
14,487,586,51060,3196772,3259172
10,374,570,51060,3216948,3262308
20,467,618,51060,3214776,3262920
24,497,518,51060,3123666,3267618
16,187,463,51060,3226552,3272104
36,718,588,51060,3230599,3274999
1,379,782,51060,3233024,3277424
27,585,774,51060,3232288,3277618
40,429,497,51060,3232322,3277874
38,619,547,51060,3240137,3284537
47,261,581,51060,3237161,3285113
21,185,646,51060,3244825,3289225
45,798,280,51060,3245532,3289932
46,720,261,51060,3253245,3299997
10,374,570,51060,3262308,3307860
20,467,618,51060,3262920,3311160
16,187,463,51060,3272104,3317656
36,718,588,51060,3274999,3319399
12,428,522,51060,3256309,3319909
14,487,586,51060,3259172,3321572
1,379,782,51060,3277424,3321824
40,429,497,51060,3277874,3323330
27,585,774,51060,3277618,3323488
38,619,547,51060,3284537,3328937
21,185,646,51060,3289225,3333625
47,261,581,51060,3285113,3334265
45,798,280,51060,3289932,3334332
