Src   Dst   Srvport  Utilized (ns)   Utilization
250   15    YES      49811075344     99.62%
133   0     YES      49801336237     99.60%
203   9     YES      49778446796     99.56%
216   11    YES      49748573398     99.50%
270   17    YES      49731644040     99.46%
289   20    YES      49731083765     99.46%
295   20    YES      49716136824     99.43%
153   3     YES      49713154679     99.43%
195   8     YES      49712944647     99.43%
251   15    YES      49703130269     99.41%
148   2     YES      49695604871     99.39%
138   1     YES      49689577031     99.38%
313   23    YES      49682623113     99.37%
197   8     YES      49669835979     99.34%
235   13    YES      49661669395     99.32%
182   6     YES      49653468213     99.31%
283   19    YES      49651765428     99.30%
267   17    YES      49649198031     99.30%
279   18    YES      49648122072     99.30%
296   21    YES      49639304035     99.28%
298   21    YES      49636283356     99.27%
236   13    YES      49629565559     99.26%
301   21    YES      49620111219     99.24%
300   21    YES      49599933036     99.20%
234   13    YES      49597744629     99.20%
268   17    YES      49594848969     99.19%
181   6     YES      49590154246     99.18%
291   20    YES      49586024130     99.17%
230   12    YES      49579270876     99.16%
179   6     YES      49578663984     99.16%
311   22    YES      49575627004     99.15%
173   5     YES      49574026472     99.15%
187   7     YES      49573176488     99.15%
228   12    YES      49563361857     99.13%
246   14    YES      49561624993     99.12%
239   13    YES      49560264353     99.12%
266   17    YES      49557659980     99.12%
222   11    YES      49557523152     99.12%
207   9     YES      49555288008     99.11%
255   15    YES      49553910826     99.11%
159   3     YES      49552558882     99.11%
303   21    YES      49551447583     99.10%
232   13    YES      49550791447     99.10%
317   23    YES      49550414845     99.10%
161   4     YES      49548414375     99.10%
247   14    YES      49546157387     99.09%
284   19    YES      49539559448     99.08%
158   3     YES      49537762332     99.08%
261   16    YES      49536955756     99.07%
141   1     YES      49531381139     99.06%
217   11    YES      49530498179     99.06%
254   15    YES      49524867062     99.05%
206   9     YES      49513992233     99.03%
256   16    YES      49512846694     99.03%
151   2     YES      49512067277     99.02%
231   12    YES      49511286618     99.02%
224   12    YES      49511155081     99.02%
168   5     YES      49509997687     99.02%
143   1     YES      49504487959     99.01%
190   7     YES      49502249975     99.00%
290   20    YES      49500530865     99.00%
211   10    YES      49499752966     99.00%
285   19    YES      49499539612     99.00%
258   16    YES      49497782722     99.00%
265   17    YES      49485236993     98.97%
302   21    YES      49480426846     98.96%
193   8     YES      49465615992     98.93%
237   13    YES      49464941256     98.93%
139   1     YES      49458356028     98.92%
243   14    YES      49455524209     98.91%
214   10    YES      49450071367     98.90%
260   16    YES      49444137128     98.89%
135   0     YES      49443142198     98.89%
210   10    YES      49442416876     98.88%
169   5     YES      49442007017     98.88%
278   18    YES      49439546307     98.88%
209   10    YES      49438812017     98.88%
145   2     YES      49428650419     98.86%
307   22    YES      49427363026     98.85%
288   20    YES      49422965073     98.85%
225   12    YES      49418629235     98.84%
294   20    YES      49417328636     98.83%
142   1     YES      49399087353     98.80%
194   8     YES      49395018462     98.79%
167   4     YES      49394373983     98.79%
213   10    YES      49393905939     98.79%
241   14    YES      49389631997     98.78%
316   23    YES      49385510994     98.77%
281   19    YES      49382873445     98.77%
212   10    YES      49379210843     98.76%
188   7     YES      49375754103     98.75%
165   4     YES      49374832584     98.75%
242   14    YES      49363955312     98.73%
272   18    YES      49360730589     98.72%
314   23    YES      49360480195     98.72%
286   19    YES      49358727876     98.72%
269   17    YES      49358039738     98.72%
219   11    YES      49347604056     98.70%
201   9     YES      49344397437     98.69%
155   3     YES      49340166277     98.68%
280   19    YES      49336794430     98.67%
305   22    YES      49334769916     98.67%
185   7     YES      49333919008     98.67%
221   11    YES      49329636150     98.66%
292   20    YES      49321694387     98.64%
309   22    YES      49318375071     98.64%
131   0     YES      49308207570     98.62%
287   19    YES      49304746647     98.61%
277   18    YES      49304680234     98.61%
160   4     YES      49302111055     98.60%
274   18    YES      49296844538     98.59%
180   6     YES      49294044701     98.59%
226   12    YES      49292256875     98.58%
154   3     YES      49290277050     98.58%
149   2     YES      49288337072     98.58%
129   0     YES      49287625256     98.58%
306   22    YES      49285783788     98.57%
264   17    YES      49285387796     98.57%
276   18    YES      49279178922     98.56%
163   4     YES      49274451906     98.55%
192   8     YES      49272721349     98.55%
248   15    YES      49272505512     98.55%
150   2     YES      49272467768     98.54%
263   16    YES      49271842707     98.54%
249   15    YES      49270745720     98.54%
204   9     YES      49259839004     98.52%
208   10    YES      49259178634     98.52%
170   5     YES      49256264059     98.51%
183   6     YES      49254419959     98.51%
144   2     YES      49253801467     98.51%
318   23    YES      49251619065     98.50%
171   5     YES      49245757230     98.49%
189   7     YES      49243183633     98.49%
146   2     YES      49242113944     98.48%
186   7     YES      49242010218     98.48%
238   13    YES      49236544397     98.47%
282   19    YES      49232801098     98.47%
130   0     YES      49230816139     98.46%
253   15    YES      49230696611     98.46%
157   3     YES      49218110051     98.44%
202   9     YES      49213223359     98.43%
229   12    YES      49209374338     98.42%
257   16    YES      49205298751     98.41%
244   14    YES      49197823366     98.40%
218   11    YES      49196071013     98.39%
140   1     YES      49193712704     98.39%
176   6     YES      49193341620     98.39%
175   5     YES      49187325670     98.37%
198   8     YES      49183994504     98.37%
240   14    YES      49180908831     98.36%
275   18    YES      49172062486     98.34%
252   15    YES      49171809653     98.34%
152   3     YES      49166158907     98.33%
199   8     YES      49156805824     98.31%
191   7     YES      49156116196     98.31%
166   4     YES      49154388043     98.31%
223   11    YES      49142573031     98.29%
128   0     YES      49139031873     98.28%
310   22    YES      49122944275     98.25%
172   5     YES      49121464701     98.24%
156   3     YES      49103913813     98.21%
308   22    YES      49095621424     98.19%
137   1     YES      49094454869     98.19%
227   12    YES      49093524435     98.19%
184   7     YES      49088965152     98.18%
196   8     YES      49081269330     98.16%
293   20    YES      49076273182     98.15%
134   0     YES      49073682304     98.15%
304   22    YES      49068775659     98.14%
200   9     YES      49057250186     98.11%
178   6     YES      49056157741     98.11%
132   0     YES      49052736809     98.11%
315   23    YES      49030373628     98.06%
319   23    YES      49029356927     98.06%
