Src   Dst   Srvport  Utilized (ns)   Utilization
33    90    NO       29994440547     99.98%
107   42    NO       29990452060     99.97%
13    122   NO       29989317921     99.96%
122   13    NO       29988334120     99.96%
110   0     NO       29987772674     99.96%
14    123   NO       29986183133     99.95%
48    119   NO       29985756345     99.95%
18    100   NO       29984828767     99.95%
83    7     NO       29984143688     99.95%
0     110   NO       29981893330     99.94%
11    87    NO       29980596785     99.94%
116   36    NO       29980284918     99.93%
0     82    NO       29978605972     99.93%
85    4     NO       29977869271     99.93%
42    107   NO       29976414636     99.92%
49    113   NO       29975205783     99.92%
15    125   NO       29974988496     99.92%
108   10    NO       29974481092     99.91%
118   25    NO       29974239936     99.91%
10    96    NO       29973287267     99.91%
2     71    NO       29971786078     99.91%
10    60    NO       29970417453     99.90%
23    54    NO       29969856142     99.90%
47    123   NO       29969667081     99.90%
25    111   NO       29967759381     99.89%
96    10    NO       29967750731     99.89%
107   126   NO       29967526124     99.89%
11    105   NO       29966509583     99.89%
123   47    NO       29965488260     99.88%
30    117   NO       29964755418     99.88%
10    108   NO       29964452527     99.88%
28    91    NO       29964198918     99.88%
82    0     NO       29963105455     99.88%
71    2     NO       29962373135     99.87%
68    5     NO       29960102568     99.87%
119   26    NO       29959769620     99.87%
106   5     NO       29955669899     99.85%
60    10    NO       29955079263     99.85%
87    11    NO       29954849570     99.85%
125   15    NO       29954635857     99.85%
30    77    NO       29954317546     99.85%
4     103   NO       29953948962     99.85%
77    30    NO       29952853288     99.84%
46    114   NO       29952818330     99.84%
126   69    NO       29952687340     99.84%
116   40    NO       29951870594     99.84%
15    84    NO       29951693274     99.84%
57    126   NO       29951073762     99.84%
36    116   NO       29950473906     99.83%
109   12    NO       29949165604     99.83%
41    84    NO       29948564287     99.83%
120   6     NO       29948276662     99.83%
100   18    NO       29946910170     99.82%
84    15    NO       29946360577     99.82%
34    102   NO       29945504643     99.82%
105   5     NO       29945087796     99.82%
18    64    NO       29944193701     99.81%
15    121   NO       29943590818     99.81%
73    23    NO       29941945424     99.81%
66    41    NO       29941314352     99.80%
97    11    NO       29940805410     99.80%
115   65    NO       29940008039     99.80%
29    121   NO       29939931500     99.80%
113   49    NO       29935886522     99.79%
12    109   NO       29935813033     99.79%
42    88    NO       29935084337     99.78%
111   25    NO       29934876551     99.78%
89    60    NO       29933969248     99.78%
17    102   NO       29932387117     99.77%
121   15    NO       29930581878     99.77%
114   32    NO       29930130227     99.77%
9     66    NO       29928582053     99.76%
