FlowId     Src   Dst   Sent (byte)  Total (byte) Duration (ms)  Progress  
0          192   1010  6188         6188         0.26           100.00%
1          429   1086  8303         8303         0.20           100.00%
2          880   947   625919       625919       5.54           100.00%
3          1085  583   67644        67644        0.94           100.00%
4          681   537   10717        10717        0.16           100.00%
5          518   562   14158        14158        0.25           100.00%
6          466   364   31124        31124        0.94           100.00%
7          294   530   55988        55988        0.58           100.00%
8          171   501   5081         5081         0.10           100.00%
9          720   460   8762         8762         0.17           100.00%
10         695   378   205325       205325       1.82           100.00%
11         343   284   7219         7219         0.13           100.00%
12         706   618   290431       290431       2.62           100.00%
13         890   731   12269        12269        0.20           100.00%
14         471   829   30472        30472        0.36           100.00%
15         1047  918   16141        16141        0.29           100.00%
16         249   789   6022         6022         0.22           100.00%
17         918   846   5129         5129         0.15           100.00%
18         801   298   17057        17057        0.34           100.00%
19         829   805   7226         7226         0.17           100.00%
20         954   317   14409        14409        0.36           100.00%
21         459   772   7970         7970         0.31           100.00%
22         198   681   14689        14689        0.22           100.00%
23         353   656   6521         6521         0.15           100.00%
24         619   789   19179        19179        0.29           100.00%
25         1106  873   6156         6156         0.34           100.00%
26         265   164   6417         6417         0.18           100.00%
27         1077  562   5478         5478         0.14           100.00%
28         946   931   6181         6181         0.15           100.00%
29         829   805   30553        30553        0.51           100.00%
30         254   232   24366        24366        0.34           100.00%
31         433   664   23146        23146        0.29           100.00%
32         526   1027  8346         8346         0.17           100.00%
33         216   660   8908         8908         0.18           100.00%
34         907   724   11899        11899        0.24           100.00%
35         646   843   32675        32675        1.57           100.00%
36         546   500   45685        45685        0.46           100.00%
37         746   698   20177        20177        0.69           100.00%
38         801   302   16598        16598        0.27           100.00%
39         493   369   21800        21800        0.28           100.00%
40         844   246   13104        13104        0.29           100.00%
41         974   488   11506        11506        0.26           100.00%
42         226   320   11006        11006        0.22           100.00%
43         1130  262   27171        27171        0.64           100.00%
44         944   892   5038         5038         0.35           100.00%
45         775   596   5502         5502         0.23           100.00%
46         779   1151  240796       240796       2.19           100.00%
47         565   1049  12351        12351        0.25           100.00%
48         183   436   48303        48303        0.71           100.00%
49         653   1057  23485        23485        0.27           100.00%
50         1086  216   5754         5754         0.14           100.00%
51         923   490   5134         5134         0.15           100.00%
52         885   221   272670       272670       2.46           100.00%
53         763   190   7146         7146         0.18           100.00%
54         490   703   8103         8103         0.16           100.00%
55         830   152   14443        14443        0.31           100.00%
56         287   457   5434         5434         0.08           100.00%
57         1071  191   26979        26979        0.42           100.00%
58         499   328   5757         5757         0.16           100.00%
59         1146  195   7266         7266         0.16           100.00%
60         1086  561   8519         8519         0.21           100.00%
61         687   1018  5922         5922         0.17           100.00%
62         184   473   34505        34505        0.39           100.00%
63         814   819   15803        15803        0.23           100.00%
64         747   169   62388        62388        1.43           100.00%
65         541   418   6332         6332         0.57           100.00%
66         883   762   53514        53514        0.56           100.00%
67         294   131   7532         7532         0.13           100.00%
68         980   936   4931         4931         0.14           100.00%
69         1105  332   12479        12479        0.20           100.00%
70         813   490   6054         6054         0.12           100.00%
71         610   1035  5469         5469         0.11           100.00%
72         267   234   86340        86340        1.24           100.00%
73         985   933   5184         5184         0.17           100.00%
74         305   911   5767         5767         0.27           100.00%
75         552   665   9442         9442         0.17           100.00%
76         209   520   4785         4785         0.08           100.00%
77         949   237   5128         5128         0.13           100.00%
78         932   1047  19022        19022        0.37           100.00%
79         759   1019  10331        10331        0.21           100.00%
80         421   183   18582        18582        0.25           100.00%
81         554   131   7481         7481         0.16           100.00%
82         588   331   22099        22099        0.65           100.00%
83         929   146   7208         7208         0.18           100.00%
84         589   323   8196         8196         0.14           100.00%
