Src   Dst   Srvport  Utilized (ns)   Utilization
263   16    YES      49559748507     99.12%
291   20    YES      49542937367     99.09%
274   18    YES      49493424051     98.99%
188   7     YES      49471028551     98.94%
141   1     YES      49453301977     98.91%
255   15    YES      49391772284     98.78%
184   7     YES      49371199456     98.74%
227   12    YES      49365996103     98.73%
288   20    YES      49364948352     98.73%
300   21    YES      49349805444     98.70%
283   19    YES      49324746499     98.65%
245   14    YES      49322345282     98.64%
262   16    YES      49322295961     98.64%
147   2     YES      49311075565     98.62%
286   19    YES      49303456538     98.61%
175   5     YES      49299911114     98.60%
225   12    YES      49273909752     98.55%
290   20    YES      49271983729     98.54%
268   17    YES      49271652668     98.54%
279   18    YES      49262899235     98.53%
133   0     YES      49255988330     98.51%
309   22    YES      49239042560     98.48%
211   10    YES      49204727911     98.41%
295   20    YES      49202172914     98.40%
203   9     YES      49192545609     98.39%
219   11    YES      49187000565     98.37%
131   0     YES      49182371996     98.36%
251   15    YES      49178616608     98.36%
270   17    YES      49177378905     98.35%
294   20    YES      49153215406     98.31%
169   5     YES      49148077427     98.30%
190   7     YES      49146412324     98.29%
209   10    YES      49145755074     98.29%
247   14    YES      49135871650     98.27%
213   10    YES      49135625330     98.27%
228   12    YES      49134681682     98.27%
183   6     YES      49134445912     98.27%
284   19    YES      49128924083     98.26%
240   14    YES      49113364977     98.23%
152   3     YES      49112311265     98.22%
305   22    YES      49107288723     98.21%
242   14    YES      49079436922     98.16%
316   23    YES      49076446776     98.15%
171   5     YES      49067885060     98.14%
306   22    YES      49060152842     98.12%
241   14    YES      49058213885     98.12%
313   23    YES      49053261306     98.11%
173   5     YES      49050368618     98.10%
161   4     YES      49050163389     98.10%
317   23    YES      49047025063     98.09%
179   6     YES      49047015057     98.09%
229   12    YES      49034972591     98.07%
224   12    YES      49029939180     98.06%
155   3     YES      49027962168     98.06%
142   1     YES      49025969691     98.05%
310   22    YES      49021208815     98.04%
276   18    YES      49018815704     98.04%
214   10    YES      49018514112     98.04%
163   4     YES      49014421515     98.03%
204   9     YES      49014119611     98.03%
246   14    YES      49013905428     98.03%
154   3     YES      49009840722     98.02%
178   6     YES      49009822868     98.02%
196   8     YES      49005828138     98.01%
140   1     YES      49000676483     98.00%
282   19    YES      48994241487     97.99%
264   17    YES      48988246995     97.98%
162   4     YES      48986824001     97.97%
170   5     YES      48958259796     97.92%
234   13    YES      48956501481     97.91%
206   9     YES      48953592089     97.91%
254   15    YES      48952211586     97.90%
167   4     YES      48940520677     97.88%
243   14    YES      48931587380     97.86%
132   0     YES      48930115654     97.86%
237   13    YES      48920858082     97.84%
200   9     YES      48918577492     97.84%
271   17    YES      48912639923     97.83%
186   7     YES      48899548394     97.80%
272   18    YES      48899524851     97.80%
314   23    YES      48894264494     97.79%
293   20    YES      48893966753     97.79%
193   8     YES      48885837182     97.77%
168   5     YES      48881662701     97.76%
189   7     YES      48874113178     97.75%
318   23    YES      48872290966     97.74%
253   15    YES      48866151387     97.73%
153   3     YES      48865814132     97.73%
280   19    YES      48864290040     97.73%
202   9     YES      48863383702     97.73%
130   0     YES      48859763699     97.72%
238   13    YES      48859601652     97.72%
252   15    YES      48854198713     97.71%
187   7     YES      48852352152     97.70%
301   21    YES      48839937905     97.68%
302   21    YES      48837074278     97.67%
239   13    YES      48836835737     97.67%
311   22    YES      48835774388     97.67%
260   16    YES      48833767557     97.67%
174   5     YES      48831918651     97.66%
151   2     YES      48818491394     97.64%
258   16    YES      48816959692     97.63%
182   6     YES      48813383131     97.63%
166   4     YES      48800226919     97.60%
165   4     YES      48798821216     97.60%
289   20    YES      48795284816     97.59%
201   9     YES      48795141365     97.59%
210   10    YES      48786556950     97.57%
259   16    YES      48784409687     97.57%
194   8     YES      48780442900     97.56%
195   8     YES      48778294751     97.56%
208   10    YES      48774430178     97.55%
248   15    YES      48755861697     97.51%
303   21    YES      48751168279     97.50%
146   2     YES      48738340356     97.48%
148   2     YES      48737480637     97.47%
277   18    YES      48732453036     97.46%
297   21    YES      48721903704     97.44%
267   17    YES      48718435732     97.44%
212   10    YES      48705918515     97.41%
160   4     YES      48705519461     97.41%
278   18    YES      48695491632     97.39%
275   18    YES      48693199821     97.39%
218   11    YES      48692324290     97.38%
192   8     YES      48687493987     97.37%
149   2     YES      48676121583     97.35%
287   19    YES      48675918440     97.35%
312   23    YES      48675141273     97.35%
217   11    YES      48673082044     97.35%
136   1     YES      48660061666     97.32%
215   10    YES      48658949519     97.32%
199   8     YES      48653761917     97.31%
236   13    YES      48648278920     97.30%
319   23    YES      48645092602     97.29%
298   21    YES      48636973639     97.27%
185   7     YES      48635301585     97.27%
145   2     YES      48632498567     97.26%
157   3     YES      48622896710     97.25%
139   1     YES      48614439496     97.23%
249   15    YES      48614241374     97.23%
230   12    YES      48608237096     97.22%
172   5     YES      48605846469     97.21%
296   21    YES      48603851881     97.21%
150   2     YES      48601880776     97.20%
143   1     YES      48599242561     97.20%
285   19    YES      48596982974     97.19%
159   3     YES      48593559510     97.19%
134   0     YES      48577376148     97.15%
138   1     YES      48573380213     97.15%
266   17    YES      48572637199     97.15%
176   6     YES      48565056018     97.13%
235   13    YES      48564209768     97.13%
304   22    YES      48532542321     97.07%
232   13    YES      48532467621     97.06%
205   9     YES      48527514437     97.06%
244   14    YES      48510143116     97.02%
156   3     YES      48505416963     97.01%
137   1     YES      48501911099     97.00%
261   16    YES      48476329587     96.95%
198   8     YES      48464635507     96.93%
315   23    YES      48450837725     96.90%
223   11    YES      48445413086     96.89%
128   0     YES      48428803016     96.86%
257   16    YES      48418932900     96.84%
135   0     YES      48399387481     96.80%
226   12    YES      48375672733     96.75%
207   9     YES      48361893195     96.72%
216   11    YES      48354012879     96.71%
307   22    YES      48346928422     96.69%
269   17    YES      48321222678     96.64%
129   0     YES      48318540847     96.64%
181   6     YES      48313158818     96.63%
233   13    YES      48298245395     96.60%
256   16    YES      48283597155     96.57%
177   6     YES      48281588455     96.56%
231   12    YES      48281127087     96.56%
222   11    YES      48264876609     96.53%
220   11    YES      48260727240     96.52%
299   21    YES      48255350824     96.51%
292   20    YES      48249854574     96.50%
158   3     YES      48248713906     96.50%
191   7     YES      48241193455     96.48%
250   15    YES      48232008449     96.46%
308   22    YES      48205353022     96.41%
164   4     YES      48191683101     96.38%
144   2     YES      48187419383     96.37%
197   8     YES      48167406881     96.33%
265   17    YES      48106861259     96.21%
281   19    YES      48095172511     96.19%
180   6     YES      48052167686     96.10%
273   18    YES      48031501476     96.06%
221   11    YES      48026640266     96.05%
20    17    NO       43582927804     87.17%
12    9     NO       43569060740     87.14%
17    21    NO       42978123452     85.96%
9     10    NO       42689496718     85.38%
23    42    NO       42468983433     84.94%
16    12    NO       42447055406     84.89%
2     42    NO       42279361542     84.56%
16    11    NO       41169115794     82.34%
19    20    NO       41130536555     82.26%
3     5     NO       41087135258     82.17%
4     5     NO       40870784339     81.74%
0     14    NO       40787338110     81.57%
3     89    NO       40510013057     81.02%
8     31    NO       40452236140     80.90%
7     190   YES      40391668822     80.78%
22    4     NO       40339831111     80.68%
22    15    NO       40279761987     80.56%
1     4     NO       40273513910     80.55%
9     16    NO       40224656025     80.45%
13    8     NO       40024346149     80.05%
9     6     NO       39828782295     79.66%
4     1     NO       39684859660     79.37%
19    105   NO       39579453299     79.16%
19    14    NO       39494012176     78.99%
21    17    NO       39448693689     78.90%
21    12    NO       39434301705     78.87%
8     6     NO       39248680335     78.50%
10    47    NO       39076986549     78.15%
17    5     NO       39050062535     78.10%
5     168   YES      38780541180     77.56%
55    16    NO       38665339984     77.33%
15    11    NO       38580820593     77.16%
6     42    NO       38575402938     77.15%
7     19    NO       38520115850     77.04%
3     19    NO       38480281504     76.96%
23    10    NO       38467445083     76.93%
19    4     NO       38432003507     76.86%
23    0     NO       38402024580     76.80%
10    52    NO       38376936967     76.75%
23    108   NO       38320266245     76.64%
0     8     NO       38269954093     76.54%
3     15    NO       38221672969     76.44%
4     13    NO       38159413328     76.32%
11    105   NO       38007632685     76.02%
21    115   NO       37985345935     75.97%
21    11    NO       37963920315     75.93%
14    33    NO       37955431692     75.91%
23    16    NO       37940068148     75.88%
16    116   NO       37896222162     75.79%
12    16    NO       37832199264     75.66%
3     53    NO       37775307393     75.55%
0     16    NO       37753714778     75.51%
5     92    NO       37688287219     75.38%
20    18    NO       37664185859     75.33%
7     18    NO       37636224050     75.27%
1     2     NO       37579120468     75.16%
4     19    NO       37490837511     74.98%
11    46    NO       37451043206     74.90%
24    2     NO       37328946838     74.66%
7     124   NO       37284460749     74.57%
16    5     NO       37277398908     74.55%
11    81    NO       37258034207     74.52%
12    21    NO       37012666083     74.03%
8     115   NO       36995896101     73.99%
1     15    NO       36975818471     73.95%
15    255   YES      36932695157     73.87%
23    94    NO       36925802371     73.85%
5     170   YES      36897348436     73.79%
14    53    NO       36890092458     73.78%
12    2     NO       36729871532     73.46%
9     204   YES      36720693999     73.44%
20    6     NO       36676003040     73.35%
21    23    NO       36666613104     73.33%
8     121   NO       36666248671     73.33%
2     113   NO       36650530421     73.30%
14    96    NO       36646793268     73.29%
2     22    NO       36642408238     73.28%
19    15    NO       36639787717     73.28%
3     9     NO       36591259783     73.18%
12    44    NO       36590962476     73.18%
19    286   YES      36555438005     73.11%
2     6     NO       36525395889     73.05%
15    22    NO       36422861049     72.85%
9     3     NO       36418568711     72.84%
16    0     NO       36416762111     72.83%
10    25    NO       36307926229     72.62%
9     43    NO       36220336355     72.44%
