FlowId     Src   Dst   Sent (byte)  Total (byte) Duration (ms)  Progress  
1986       15    82    0            50000        30000.00 (DNF) 0.00%
1987       15    83    0            50000        30000.00 (DNF) 0.00%
1988       15    84    0            50000        30000.00 (DNF) 0.00%
1989       15    85    0            50000        30000.00 (DNF) 0.00%
1990       15    86    0            50000        30000.00 (DNF) 0.00%
1991       15    87    0            50000        30000.00 (DNF) 0.00%
1992       15    88    0            50000        30000.00 (DNF) 0.00%
1993       15    89    0            50000        30000.00 (DNF) 0.00%
1994       15    90    2760         50000        30000.00 (DNF) 5.52%
1995       15    91    0            50000        30000.00 (DNF) 0.00%
1996       15    92    0            50000        30000.00 (DNF) 0.00%
1997       15    93    0            50000        30000.00 (DNF) 0.00%
1998       15    94    0            50000        30000.00 (DNF) 0.00%
1999       15    95    0            50000        30000.00 (DNF) 0.00%
2000       15    96    1380         50000        30000.00 (DNF) 2.76%
2001       15    97    1380         50000        30000.00 (DNF) 2.76%
2002       15    98    0            50000        30000.00 (DNF) 0.00%
2003       15    99    1380         50000        30000.00 (DNF) 2.76%
2004       15    100   0            50000        30000.00 (DNF) 0.00%
2005       15    101   0            50000        30000.00 (DNF) 0.00%
2006       15    102   0            50000        30000.00 (DNF) 0.00%
2007       15    103   0            50000        30000.00 (DNF) 0.00%
2008       15    104   0            50000        30000.00 (DNF) 0.00%
2009       15    105   0            50000        30000.00 (DNF) 0.00%
2010       15    106   0            50000        30000.00 (DNF) 0.00%
2011       15    107   0            50000        30000.00 (DNF) 0.00%
2012       15    108   0            50000        30000.00 (DNF) 0.00%
2013       15    109   0            50000        30000.00 (DNF) 0.00%
2014       15    110   0            50000        30000.00 (DNF) 0.00%
2015       15    111   8280         50000        30000.00 (DNF) 16.56%
2016       15    112   0            50000        30000.00 (DNF) 0.00%
2017       15    113   0            50000        30000.00 (DNF) 0.00%
2018       15    114   0            50000        30000.00 (DNF) 0.00%
2019       15    115   0            50000        30000.00 (DNF) 0.00%
2020       15    116   0            50000        30000.00 (DNF) 0.00%
2021       15    117   50000        50000        11935.28       100.00%
2022       15    118   0            50000        30000.00 (DNF) 0.00%
2023       15    119   0            50000        30000.00 (DNF) 0.00%
2024       15    120   1380         50000        30000.00 (DNF) 2.76%
2025       15    121   1380         50000        30000.00 (DNF) 2.76%
2026       15    122   0            50000        30000.00 (DNF) 0.00%
2027       15    123   0            50000        30000.00 (DNF) 0.00%
2028       15    124   0            50000        30000.00 (DNF) 0.00%
2029       15    125   0            50000        30000.00 (DNF) 0.00%
2030       15    126   0            50000        30000.00 (DNF) 0.00%
2031       15    127   0            50000        30000.00 (DNF) 0.00%
2032       16    0     2760         50000        30000.00 (DNF) 5.52%
2033       16    1     0            50000        30000.00 (DNF) 0.00%
2034       16    2     0            50000        30000.00 (DNF) 0.00%
2035       16    3     0            50000        30000.00 (DNF) 0.00%
2036       16    4     0            50000        30000.00 (DNF) 0.00%
2037       16    5     0            50000        30000.00 (DNF) 0.00%
2038       16    6     0            50000        30000.00 (DNF) 0.00%
2039       16    7     0            50000        30000.00 (DNF) 0.00%
2040       16    8     1380         50000        30000.00 (DNF) 2.76%
2041       16    9     1380         50000        30000.00 (DNF) 2.76%
2042       16    10    0            50000        30000.00 (DNF) 0.00%
2043       16    11    0            50000        30000.00 (DNF) 0.00%
2044       16    12    0            50000        30000.00 (DNF) 0.00%
2045       16    13    50000        50000        1570.00        100.00%
2046       16    14    0            50000        30000.00 (DNF) 0.00%
2047       16    15    0            50000        30000.00 (DNF) 0.00%
2048       16    17    0            50000        30000.00 (DNF) 0.00%
2049       16    18    0            50000        30000.00 (DNF) 0.00%
2050       16    19    0            50000        30000.00 (DNF) 0.00%
2051       16    20    0            50000        30000.00 (DNF) 0.00%
2052       16    21    0            50000        30000.00 (DNF) 0.00%
2053       16    22    0            50000        30000.00 (DNF) 0.00%
2054       16    23    0            50000        30000.00 (DNF) 0.00%
2055       16    24    0            50000        30000.00 (DNF) 0.00%
2056       16    25    50000        50000        2871.86        100.00%
2057       16    26    1380         50000        30000.00 (DNF) 2.76%
2058       16    27    1380         50000        30000.00 (DNF) 2.76%
2059       16    28    0            50000        30000.00 (DNF) 0.00%
2060       16    29    0            50000        30000.00 (DNF) 0.00%
2061       16    30    0            50000        30000.00 (DNF) 0.00%
2062       16    31    0            50000        30000.00 (DNF) 0.00%
2063       16    32    0            50000        30000.00 (DNF) 0.00%
2064       16    33    0            50000        30000.00 (DNF) 0.00%
2065       16    34    1380         50000        30000.00 (DNF) 2.76%
2066       16    35    0            50000        30000.00 (DNF) 0.00%
2067       16    36    50000        50000        2643.59        100.00%
2068       16    37    23460        50000        30000.00 (DNF) 46.92%
2069       16    38    0            50000        30000.00 (DNF) 0.00%
2070       16    39    0            50000        30000.00 (DNF) 0.00%
2071       16    40    0            50000        30000.00 (DNF) 0.00%
2072       16    41    0            50000        30000.00 (DNF) 0.00%
2073       16    42    0            50000        30000.00 (DNF) 0.00%
2074       16    43    0            50000        30000.00 (DNF) 0.00%
2075       16    44    0            50000        30000.00 (DNF) 0.00%
2076       16    45    0            50000        30000.00 (DNF) 0.00%
2077       16    46    0            50000        30000.00 (DNF) 0.00%
2078       16    47    0            50000        30000.00 (DNF) 0.00%
2079       16    48    0            50000        30000.00 (DNF) 0.00%
2080       16    49    0            50000        30000.00 (DNF) 0.00%
2081       16    50    1380         50000        30000.00 (DNF) 2.76%
2082       16    51    0            50000        30000.00 (DNF) 0.00%
2083       16    52    0            50000        30000.00 (DNF) 0.00%
2084       16    53    50000        50000        16026.81       100.00%
2085       16    54    0            50000        30000.00 (DNF) 0.00%
2086       16    55    0            50000        30000.00 (DNF) 0.00%
2087       16    56    0            50000        30000.00 (DNF) 0.00%
2088       16    57    0            50000        30000.00 (DNF) 0.00%
2089       16    58    0            50000        30000.00 (DNF) 0.00%
2090       16    59    0            50000        30000.00 (DNF) 0.00%
2091       16    60    0            50000        30000.00 (DNF) 0.00%
2092       16    61    0            50000        30000.00 (DNF) 0.00%
2093       16    62    0            50000        30000.00 (DNF) 0.00%
2094       16    63    0            50000        30000.00 (DNF) 0.00%
2095       16    64    0            50000        30000.00 (DNF) 0.00%
2096       16    65    0            50000        30000.00 (DNF) 0.00%
2097       16    66    0            50000        30000.00 (DNF) 0.00%
2098       16    67    0            50000        30000.00 (DNF) 0.00%
2099       16    68    0            50000        30000.00 (DNF) 0.00%
2100       16    69    0            50000        30000.00 (DNF) 0.00%
2101       16    70    0            50000        30000.00 (DNF) 0.00%
2102       16    71    0            50000        30000.00 (DNF) 0.00%
2103       16    72    50000        50000        7262.85        100.00%
2104       16    73    0            50000        30000.00 (DNF) 0.00%
2105       16    74    0            50000        30000.00 (DNF) 0.00%
2106       16    75    0            50000        30000.00 (DNF) 0.00%
2107       16    76    0            50000        30000.00 (DNF) 0.00%
2108       16    77    0            50000        30000.00 (DNF) 0.00%
2109       16    78    0            50000        30000.00 (DNF) 0.00%
2110       16    79    0            50000        30000.00 (DNF) 0.00%
2111       16    80    0            50000        30000.00 (DNF) 0.00%
2112       16    81    0            50000        30000.00 (DNF) 0.00%
2113       16    82    0            50000        30000.00 (DNF) 0.00%
2114       16    83    0            50000        30000.00 (DNF) 0.00%
2115       16    84    50000        50000        10825.82       100.00%
2116       16    85    0            50000        30000.00 (DNF) 0.00%
2117       16    86    0            50000        30000.00 (DNF) 0.00%
2118       16    87    0            50000        30000.00 (DNF) 0.00%
2119       16    88    0            50000        30000.00 (DNF) 0.00%
2120       16    89    0            50000        30000.00 (DNF) 0.00%
2121       16    90    0            50000        30000.00 (DNF) 0.00%
2122       16    91    0            50000        30000.00 (DNF) 0.00%
2123       16    92    0            50000        30000.00 (DNF) 0.00%
2124       16    93    0            50000        30000.00 (DNF) 0.00%
2125       16    94    0            50000        30000.00 (DNF) 0.00%
2126       16    95    0            50000        30000.00 (DNF) 0.00%
2127       16    96    0            50000        30000.00 (DNF) 0.00%
2128       16    97    0            50000        30000.00 (DNF) 0.00%
2129       16    98    50000        50000        10142.48       100.00%
2130       16    99    0            50000        30000.00 (DNF) 0.00%
2131       16    100   0            50000        30000.00 (DNF) 0.00%
2132       16    101   4140         50000        30000.00 (DNF) 8.28%
2133       16    102   0            50000        30000.00 (DNF) 0.00%
2134       16    103   0            50000        30000.00 (DNF) 0.00%
2135       16    104   0            50000        30000.00 (DNF) 0.00%
2136       16    105   0            50000        30000.00 (DNF) 0.00%
2137       16    106   0            50000        30000.00 (DNF) 0.00%
2138       16    107   0            50000        30000.00 (DNF) 0.00%
2139       16    108   0            50000        30000.00 (DNF) 0.00%
2140       16    109   0            50000        30000.00 (DNF) 0.00%
2141       16    110   0            50000        30000.00 (DNF) 0.00%
2142       16    111   0            50000        30000.00 (DNF) 0.00%
2143       16    112   0            50000        30000.00 (DNF) 0.00%
2144       16    113   0            50000        30000.00 (DNF) 0.00%
2145       16    114   0            50000        30000.00 (DNF) 0.00%
2146       16    115   0            50000        30000.00 (DNF) 0.00%
2147       16    116   1380         50000        30000.00 (DNF) 2.76%
2148       16    117   22080        50000        30000.00 (DNF) 44.16%
2149       16    118   0            50000        30000.00 (DNF) 0.00%
2150       16    119   0            50000        30000.00 (DNF) 0.00%
2151       16    120   0            50000        30000.00 (DNF) 0.00%
2152       16    121   0            50000        30000.00 (DNF) 0.00%
2153       16    122   0            50000        30000.00 (DNF) 0.00%
2154       16    123   0            50000        30000.00 (DNF) 0.00%
2155       16    124   0            50000        30000.00 (DNF) 0.00%
2156       16    125   0            50000        30000.00 (DNF) 0.00%
2157       16    126   0            50000        30000.00 (DNF) 0.00%
2158       16    127   0            50000        30000.00 (DNF) 0.00%
2159       17    0     0            50000        30000.00 (DNF) 0.00%
2160       17    1     1380         50000        30000.00 (DNF) 2.76%
2161       17    2     0            50000        30000.00 (DNF) 0.00%
2162       17    3     0            50000        30000.00 (DNF) 0.00%
2163       17    4     0            50000        30000.00 (DNF) 0.00%
2164       17    5     1380         50000        30000.00 (DNF) 2.76%
2165       17    6     0            50000        30000.00 (DNF) 0.00%
2166       17    7     1380         50000        30000.00 (DNF) 2.76%
2167       17    8     0            50000        30000.00 (DNF) 0.00%
2168       17    9     0            50000        30000.00 (DNF) 0.00%
2169       17    10    0            50000        30000.00 (DNF) 0.00%
2170       17    11    0            50000        30000.00 (DNF) 0.00%
2171       17    12    0            50000        30000.00 (DNF) 0.00%
2172       17    13    0            50000        30000.00 (DNF) 0.00%
2173       17    14    0            50000        30000.00 (DNF) 0.00%
2174       17    15    0            50000        30000.00 (DNF) 0.00%
2175       17    16    0            50000        30000.00 (DNF) 0.00%
2176       17    18    0            50000        30000.00 (DNF) 0.00%
2177       17    19    0            50000        30000.00 (DNF) 0.00%
2178       17    20    50000        50000        1559.07        100.00%
2179       17    21    0            50000        30000.00 (DNF) 0.00%
2180       17    22    0            50000        30000.00 (DNF) 0.00%
2181       17    23    0            50000        30000.00 (DNF) 0.00%
2182       17    24    0            50000        30000.00 (DNF) 0.00%
2183       17    25    0            50000        30000.00 (DNF) 0.00%
2184       17    26    0            50000        30000.00 (DNF) 0.00%
2185       17    27    0            50000        30000.00 (DNF) 0.00%
2186       17    28    6900         50000        30000.00 (DNF) 13.80%
2187       17    29    0            50000        30000.00 (DNF) 0.00%
2188       17    30    0            50000        30000.00 (DNF) 0.00%
2189       17    31    0            50000        30000.00 (DNF) 0.00%
2190       17    32    1380         50000        30000.00 (DNF) 2.76%
2191       17    33    0            50000        30000.00 (DNF) 0.00%
2192       17    34    0            50000        30000.00 (DNF) 0.00%
2193       17    35    0            50000        30000.00 (DNF) 0.00%
2194       17    36    0            50000        30000.00 (DNF) 0.00%
2195       17    37    0            50000        30000.00 (DNF) 0.00%
2196       17    38    0            50000        30000.00 (DNF) 0.00%
2197       17    39    0            50000        30000.00 (DNF) 0.00%
2198       17    40    0            50000        30000.00 (DNF) 0.00%
2199       17    41    0            50000        30000.00 (DNF) 0.00%
2200       17    42    0            50000        30000.00 (DNF) 0.00%
2201       17    43    1380         50000        30000.00 (DNF) 2.76%
2202       17    44    0            50000        30000.00 (DNF) 0.00%
2203       17    45    0            50000        30000.00 (DNF) 0.00%
2204       17    46    0            50000        30000.00 (DNF) 0.00%
2205       17    47    0            50000        30000.00 (DNF) 0.00%
2206       17    48    0            50000        30000.00 (DNF) 0.00%
2207       17    49    0            50000        30000.00 (DNF) 0.00%
2208       17    50    0            50000        30000.00 (DNF) 0.00%
2209       17    51    0            50000        30000.00 (DNF) 0.00%
2210       17    52    0            50000        30000.00 (DNF) 0.00%
2211       17    53    0            50000        30000.00 (DNF) 0.00%
2212       17    54    0            50000        30000.00 (DNF) 0.00%
2213       17    55    1380         50000        30000.00 (DNF) 2.76%
2214       17    56    0            50000        30000.00 (DNF) 0.00%
2215       17    57    0            50000        30000.00 (DNF) 0.00%
2216       17    58    0            50000        30000.00 (DNF) 0.00%
2217       17    59    0            50000        30000.00 (DNF) 0.00%
2218       17    60    0            50000        30000.00 (DNF) 0.00%
2219       17    61    0            50000        30000.00 (DNF) 0.00%
2220       17    62    0            50000        30000.00 (DNF) 0.00%
2221       17    63    0            50000        30000.00 (DNF) 0.00%
2222       17    64    0            50000        30000.00 (DNF) 0.00%
2223       17    65    0            50000        30000.00 (DNF) 0.00%
2224       17    66    0            50000        30000.00 (DNF) 0.00%
2225       17    67    0            50000        30000.00 (DNF) 0.00%
2226       17    68    0            50000        30000.00 (DNF) 0.00%
2227       17    69    0            50000        30000.00 (DNF) 0.00%
2228       17    70    0            50000        30000.00 (DNF) 0.00%
2229       17    71    0            50000        30000.00 (DNF) 0.00%
2230       17    72    50000        50000        1600.41        100.00%
2231       17    73    0            50000        30000.00 (DNF) 0.00%
2232       17    74    0            50000        30000.00 (DNF) 0.00%
2233       17    75    0            50000        30000.00 (DNF) 0.00%
2234       17    76    0            50000        30000.00 (DNF) 0.00%
2235       17    77    0            50000        30000.00 (DNF) 0.00%
2236       17    78    9660         50000        30000.00 (DNF) 19.32%
2237       17    79    0            50000        30000.00 (DNF) 0.00%
2238       17    80    0            50000        30000.00 (DNF) 0.00%
2239       17    81    0            50000        30000.00 (DNF) 0.00%
2240       17    82    0            50000        30000.00 (DNF) 0.00%
2241       17    83    0            50000        30000.00 (DNF) 0.00%
2242       17    84    0            50000        30000.00 (DNF) 0.00%
2243       17    85    0            50000        30000.00 (DNF) 0.00%
2244       17    86    0            50000        30000.00 (DNF) 0.00%
2245       17    87    0            50000        30000.00 (DNF) 0.00%
2246       17    88    0            50000        30000.00 (DNF) 0.00%
2247       17    89    0            50000        30000.00 (DNF) 0.00%
2248       17    90    0            50000        30000.00 (DNF) 0.00%
2249       17    91    0            50000        30000.00 (DNF) 0.00%
2250       17    92    0            50000        30000.00 (DNF) 0.00%
2251       17    93    0            50000        30000.00 (DNF) 0.00%
2252       17    94    0            50000        30000.00 (DNF) 0.00%
2253       17    95    1380         50000        30000.00 (DNF) 2.76%
2254       17    96    0            50000        30000.00 (DNF) 0.00%
2255       17    97    0            50000        30000.00 (DNF) 0.00%
2256       17    98    0            50000        30000.00 (DNF) 0.00%
2257       17    99    0            50000        30000.00 (DNF) 0.00%
2258       17    100   0            50000        30000.00 (DNF) 0.00%
2259       17    101   0            50000        30000.00 (DNF) 0.00%
2260       17    102   0            50000        30000.00 (DNF) 0.00%
2261       17    103   0            50000        30000.00 (DNF) 0.00%
2262       17    104   0            50000        30000.00 (DNF) 0.00%
2263       17    105   0            50000        30000.00 (DNF) 0.00%
2264       17    106   50000        50000        25893.39       100.00%
2265       17    107   0            50000        30000.00 (DNF) 0.00%
2266       17    108   0            50000        30000.00 (DNF) 0.00%
2267       17    109   0            50000        30000.00 (DNF) 0.00%
2268       17    110   0            50000        30000.00 (DNF) 0.00%
2269       17    111   0            50000        30000.00 (DNF) 0.00%
2270       17    112   0            50000        30000.00 (DNF) 0.00%
2271       17    113   0            50000        30000.00 (DNF) 0.00%
2272       17    114   0            50000        30000.00 (DNF) 0.00%
2273       17    115   0            50000        30000.00 (DNF) 0.00%
2274       17    116   0            50000        30000.00 (DNF) 0.00%
2275       17    117   0            50000        30000.00 (DNF) 0.00%
2276       17    118   50000        50000        10017.92       100.00%
2277       17    119   0            50000        30000.00 (DNF) 0.00%
2278       17    120   0            50000        30000.00 (DNF) 0.00%
2279       17    121   0            50000        30000.00 (DNF) 0.00%
2280       17    122   0            50000        30000.00 (DNF) 0.00%
2281       17    123   0            50000        30000.00 (DNF) 0.00%
2282       17    124   0            50000        30000.00 (DNF) 0.00%
2283       17    125   0            50000        30000.00 (DNF) 0.00%
2284       17    126   0            50000        30000.00 (DNF) 0.00%
2285       17    127   0            50000        30000.00 (DNF) 0.00%
2286       18    0     0            50000        30000.00 (DNF) 0.00%
2287       18    1     1380         50000        30000.00 (DNF) 2.76%
2288       18    2     0            50000        30000.00 (DNF) 0.00%
2289       18    3     0            50000        30000.00 (DNF) 0.00%
2290       18    4     0            50000        30000.00 (DNF) 0.00%
2291       18    5     0            50000        30000.00 (DNF) 0.00%
2292       18    6     0            50000        30000.00 (DNF) 0.00%
2293       18    7     50000        50000        27760.91       100.00%
2294       18    8     0            50000        30000.00 (DNF) 0.00%
2295       18    9     0            50000        30000.00 (DNF) 0.00%
2296       18    10    0            50000        30000.00 (DNF) 0.00%
2297       18    11    0            50000        30000.00 (DNF) 0.00%
2298       18    12    0            50000        30000.00 (DNF) 0.00%
2299       18    13    0            50000        30000.00 (DNF) 0.00%
2300       18    14    0            50000        30000.00 (DNF) 0.00%
2301       18    15    35880        50000        30000.00 (DNF) 71.76%
2302       18    16    0            50000        30000.00 (DNF) 0.00%
2303       18    17    0            50000        30000.00 (DNF) 0.00%
2304       18    19    0            50000        30000.00 (DNF) 0.00%
2305       18    20    0            50000        30000.00 (DNF) 0.00%
2306       18    21    0            50000        30000.00 (DNF) 0.00%
2307       18    22    0            50000        30000.00 (DNF) 0.00%
2308       18    23    0            50000        30000.00 (DNF) 0.00%
2309       18    24    0            50000        30000.00 (DNF) 0.00%
2310       18    25    0            50000        30000.00 (DNF) 0.00%
2311       18    26    0            50000        30000.00 (DNF) 0.00%
2312       18    27    0            50000        30000.00 (DNF) 0.00%
2313       18    28    0            50000        30000.00 (DNF) 0.00%
2314       18    29    0            50000        30000.00 (DNF) 0.00%
2315       18    30    0            50000        30000.00 (DNF) 0.00%
2316       18    31    0            50000        30000.00 (DNF) 0.00%
2317       18    32    0            50000        30000.00 (DNF) 0.00%
2318       18    33    0            50000        30000.00 (DNF) 0.00%
2319       18    34    0            50000        30000.00 (DNF) 0.00%
2320       18    35    0            50000        30000.00 (DNF) 0.00%
2321       18    36    0            50000        30000.00 (DNF) 0.00%
2322       18    37    0            50000        30000.00 (DNF) 0.00%
2323       18    38    0            50000        30000.00 (DNF) 0.00%
2324       18    39    0            50000        30000.00 (DNF) 0.00%
2325       18    40    0            50000        30000.00 (DNF) 0.00%
2326       18    41    0            50000        30000.00 (DNF) 0.00%
2327       18    42    20700        50000        30000.00 (DNF) 41.40%
2328       18    43    31740        50000        30000.00 (DNF) 63.48%
2329       18    44    0            50000        30000.00 (DNF) 0.00%
2330       18    45    0            50000        30000.00 (DNF) 0.00%
2331       18    46    0            50000        30000.00 (DNF) 0.00%
2332       18    47    0            50000        30000.00 (DNF) 0.00%
2333       18    48    50000        50000        6994.55        100.00%
2334       18    49    0            50000        30000.00 (DNF) 0.00%
2335       18    50    11040        50000        30000.00 (DNF) 22.08%
2336       18    51    0            50000        30000.00 (DNF) 0.00%
2337       18    52    0            50000        30000.00 (DNF) 0.00%
2338       18    53    11040        50000        30000.00 (DNF) 22.08%
2339       18    54    0            50000        30000.00 (DNF) 0.00%
2340       18    55    0            50000        30000.00 (DNF) 0.00%
2341       18    56    0            50000        30000.00 (DNF) 0.00%
2342       18    57    0            50000        30000.00 (DNF) 0.00%
2343       18    58    0            50000        30000.00 (DNF) 0.00%
2344       18    59    0            50000        30000.00 (DNF) 0.00%
2345       18    60    0            50000        30000.00 (DNF) 0.00%
2346       18    61    48300        50000        30000.00 (DNF) 96.60%
2347       18    62    0            50000        30000.00 (DNF) 0.00%
2348       18    63    0            50000        30000.00 (DNF) 0.00%
2349       18    64    0            50000        30000.00 (DNF) 0.00%
2350       18    65    0            50000        30000.00 (DNF) 0.00%
2351       18    66    0            50000        30000.00 (DNF) 0.00%
2352       18    67    0            50000        30000.00 (DNF) 0.00%
2353       18    68    0            50000        30000.00 (DNF) 0.00%
2354       18    69    0            50000        30000.00 (DNF) 0.00%
2355       18    70    0            50000        30000.00 (DNF) 0.00%
2356       18    71    0            50000        30000.00 (DNF) 0.00%
2357       18    72    0            50000        30000.00 (DNF) 0.00%
2358       18    73    0            50000        30000.00 (DNF) 0.00%
2359       18    74    0            50000        30000.00 (DNF) 0.00%
2360       18    75    0            50000        30000.00 (DNF) 0.00%
2361       18    76    0            50000        30000.00 (DNF) 0.00%
2362       18    77    0            50000        30000.00 (DNF) 0.00%
2363       18    78    1380         50000        30000.00 (DNF) 2.76%
2364       18    79    2760         50000        30000.00 (DNF) 5.52%
2365       18    80    0            50000        30000.00 (DNF) 0.00%
2366       18    81    0            50000        30000.00 (DNF) 0.00%
2367       18    82    0            50000        30000.00 (DNF) 0.00%
2368       18    83    0            50000        30000.00 (DNF) 0.00%
2369       18    84    0            50000        30000.00 (DNF) 0.00%
2370       18    85    0            50000        30000.00 (DNF) 0.00%
2371       18    86    0            50000        30000.00 (DNF) 0.00%
2372       18    87    0            50000        30000.00 (DNF) 0.00%
2373       18    88    0            50000        30000.00 (DNF) 0.00%
2374       18    89    0            50000        30000.00 (DNF) 0.00%
2375       18    90    0            50000        30000.00 (DNF) 0.00%
2376       18    91    0            50000        30000.00 (DNF) 0.00%
2377       18    92    1380         50000        30000.00 (DNF) 2.76%
2378       18    93    0            50000        30000.00 (DNF) 0.00%
2379       18    94    0            50000        30000.00 (DNF) 0.00%
2380       18    95    0            50000        30000.00 (DNF) 0.00%
2381       18    96    0            50000        30000.00 (DNF) 0.00%
2382       18    97    0            50000        30000.00 (DNF) 0.00%
2383       18    98    0            50000        30000.00 (DNF) 0.00%
2384       18    99    0            50000        30000.00 (DNF) 0.00%
2385       18    100   0            50000        30000.00 (DNF) 0.00%
2386       18    101   0            50000        30000.00 (DNF) 0.00%
2387       18    102   0            50000        30000.00 (DNF) 0.00%
2388       18    103   0            50000        30000.00 (DNF) 0.00%
2389       18    104   0            50000        30000.00 (DNF) 0.00%
2390       18    105   0            50000        30000.00 (DNF) 0.00%
2391       18    106   0            50000        30000.00 (DNF) 0.00%
2392       18    107   0            50000        30000.00 (DNF) 0.00%
2393       18    108   0            50000        30000.00 (DNF) 0.00%
2394       18    109   0            50000        30000.00 (DNF) 0.00%
2395       18    110   0            50000        30000.00 (DNF) 0.00%
2396       18    111   0            50000        30000.00 (DNF) 0.00%
2397       18    112   50000        50000        1387.39        100.00%
2398       18    113   0            50000        30000.00 (DNF) 0.00%
2399       18    114   0            50000        30000.00 (DNF) 0.00%
2400       18    115   0            50000        30000.00 (DNF) 0.00%
2401       18    116   0            50000        30000.00 (DNF) 0.00%
2402       18    117   0            50000        30000.00 (DNF) 0.00%
2403       18    118   2760         50000        30000.00 (DNF) 5.52%
2404       18    119   50000        50000        21226.37       100.00%
2405       18    120   0            50000        30000.00 (DNF) 0.00%
2406       18    121   0            50000        30000.00 (DNF) 0.00%
2407       18    122   0            50000        30000.00 (DNF) 0.00%
2408       18    123   0            50000        30000.00 (DNF) 0.00%
2409       18    124   0            50000        30000.00 (DNF) 0.00%
2410       18    125   0            50000        30000.00 (DNF) 0.00%
2411       18    126   0            50000        30000.00 (DNF) 0.00%
2412       18    127   0            50000        30000.00 (DNF) 0.00%
2413       19    0     0            50000        30000.00 (DNF) 0.00%
2414       19    1     1380         50000        30000.00 (DNF) 2.76%
2415       19    2     0            50000        30000.00 (DNF) 0.00%
2416       19    3     0            50000        30000.00 (DNF) 0.00%
2417       19    4     19320        50000        30000.00 (DNF) 38.64%
2418       19    5     0            50000        30000.00 (DNF) 0.00%
2419       19    6     0            50000        30000.00 (DNF) 0.00%
2420       19    7     0            50000        30000.00 (DNF) 0.00%
2421       19    8     0            50000        30000.00 (DNF) 0.00%
2422       19    9     0            50000        30000.00 (DNF) 0.00%
2423       19    10    0            50000        30000.00 (DNF) 0.00%
2424       19    11    0            50000        30000.00 (DNF) 0.00%
2425       19    12    0            50000        30000.00 (DNF) 0.00%
2426       19    13    0            50000        30000.00 (DNF) 0.00%
2427       19    14    50000        50000        8039.70        100.00%
2428       19    15    0            50000        30000.00 (DNF) 0.00%
2429       19    16    0            50000        30000.00 (DNF) 0.00%
2430       19    17    0            50000        30000.00 (DNF) 0.00%
2431       19    18    0            50000        30000.00 (DNF) 0.00%
2432       19    20    0            50000        30000.00 (DNF) 0.00%
2433       19    21    0            50000        30000.00 (DNF) 0.00%
2434       19    22    0            50000        30000.00 (DNF) 0.00%
2435       19    23    0            50000        30000.00 (DNF) 0.00%
2436       19    24    0            50000        30000.00 (DNF) 0.00%
2437       19    25    0            50000        30000.00 (DNF) 0.00%
2438       19    26    0            50000        30000.00 (DNF) 0.00%
2439       19    27    0            50000        30000.00 (DNF) 0.00%
2440       19    28    0            50000        30000.00 (DNF) 0.00%
2441       19    29    0            50000        30000.00 (DNF) 0.00%
2442       19    30    0            50000        30000.00 (DNF) 0.00%
2443       19    31    0            50000        30000.00 (DNF) 0.00%
2444       19    32    0            50000        30000.00 (DNF) 0.00%
2445       19    33    37260        50000        30000.00 (DNF) 74.52%
2446       19    34    0            50000        30000.00 (DNF) 0.00%
2447       19    35    0            50000        30000.00 (DNF) 0.00%
2448       19    36    0            50000        30000.00 (DNF) 0.00%
2449       19    37    0            50000        30000.00 (DNF) 0.00%
2450       19    38    0            50000        30000.00 (DNF) 0.00%
2451       19    39    0            50000        30000.00 (DNF) 0.00%
2452       19    40    0            50000        30000.00 (DNF) 0.00%
2453       19    41    0            50000        30000.00 (DNF) 0.00%
2454       19    42    0            50000        30000.00 (DNF) 0.00%
2455       19    43    0            50000        30000.00 (DNF) 0.00%
2456       19    44    0            50000        30000.00 (DNF) 0.00%
2457       19    45    0            50000        30000.00 (DNF) 0.00%
2458       19    46    5520         50000        30000.00 (DNF) 11.04%
2459       19    47    1380         50000        30000.00 (DNF) 2.76%
2460       19    48    0            50000        30000.00 (DNF) 0.00%
2461       19    49    0            50000        30000.00 (DNF) 0.00%
2462       19    50    20700        50000        30000.00 (DNF) 41.40%
2463       19    51    50000        50000        21700.53       100.00%
2464       19    52    0            50000        30000.00 (DNF) 0.00%
2465       19    53    0            50000        30000.00 (DNF) 0.00%
2466       19    54    0            50000        30000.00 (DNF) 0.00%
2467       19    55    0            50000        30000.00 (DNF) 0.00%
2468       19    56    0            50000        30000.00 (DNF) 0.00%
2469       19    57    0            50000        30000.00 (DNF) 0.00%
2470       19    58    0            50000        30000.00 (DNF) 0.00%
2471       19    59    0            50000        30000.00 (DNF) 0.00%
2472       19    60    0            50000        30000.00 (DNF) 0.00%
2473       19    61    0            50000        30000.00 (DNF) 0.00%
2474       19    62    0            50000        30000.00 (DNF) 0.00%
2475       19    63    0            50000        30000.00 (DNF) 0.00%
2476       19    64    0            50000        30000.00 (DNF) 0.00%
2477       19    65    1380         50000        30000.00 (DNF) 2.76%
2478       19    66    0            50000        30000.00 (DNF) 0.00%
2479       19    67    0            50000        30000.00 (DNF) 0.00%
2480       19    68    0            50000        30000.00 (DNF) 0.00%
2481       19    69    0            50000        30000.00 (DNF) 0.00%
2482       19    70    0            50000        30000.00 (DNF) 0.00%
2483       19    71    0            50000        30000.00 (DNF) 0.00%
2484       19    72    0            50000        30000.00 (DNF) 0.00%
2485       19    73    0            50000        30000.00 (DNF) 0.00%
