Src   Dst   Srvport  Utilized (ns)   Utilization
13    235   YES      90142816        0.18%
63    13    NO       80351954        0.16%
7     63    NO       79364841        0.16%
185   7     YES      58192966        0.12%
235   13    YES      51638331        0.10%
7     185   YES      30861650        0.06%
13    120   NO       23650630        0.05%
11    113   NO       22665088        0.05%
120   7     NO       21131858        0.04%
0     133   YES      16160332        0.03%
113   0     NO       13575662        0.03%
5     174   YES      12252146        0.02%
89    5     NO       11474276        0.02%
8     89    NO       10982641        0.02%
217   11    YES      10819028        0.02%
133   0     YES      10510364        0.02%
199   8     YES      10105757        0.02%
4     167   YES      9517086         0.02%
22    310   YES      9460115         0.02%
9     3     NO       9348549         0.02%
113   13    NO       9281594         0.02%
3     152   YES      9280945         0.02%
8     22    NO       9187434         0.02%
223   11    YES      8289088         0.02%
16    37    NO       7817390         0.02%
174   5     YES      7501317         0.02%
37    4     NO       7418076         0.01%
195   8     YES      7159443         0.01%
257   16    YES      7125851         0.01%
200   9     YES      7116281         0.01%
6     182   YES      6789342         0.01%
152   3     YES      6273336         0.01%
8     199   YES      6267504         0.01%
13    28    NO       6188186         0.01%
28    6     NO       6086166         0.01%
18    277   YES      6053638         0.01%
167   4     YES      5987476         0.01%
236   13    YES      5756603         0.01%
182   6     YES      5667322         0.01%
9     207   YES      5615296         0.01%
6     179   YES      5447138         0.01%
1     18    NO       5343666         0.01%
310   22    YES      5337112         0.01%
21    298   YES      5333970         0.01%
11    217   YES      5297386         0.01%
11    223   YES      5287302         0.01%
17    1     NO       5239713         0.01%
6     9     NO       4918013         0.01%
20    6     NO       4851923         0.01%
8     6     NO       4790388         0.01%
16    257   YES      4725563         0.01%
8     195   YES      4473529         0.01%
17    21    NO       4467670         0.01%
18    273   YES      4463531         0.01%
192   8     YES      4441911         0.01%
267   17    YES      4254237         0.01%
207   9     YES      4204949         0.01%
288   20    YES      4126204         0.01%
23    97    NO       4124340         0.01%
8     192   YES      4112766         0.01%
277   18    YES      4090646         0.01%
38    11    NO       4077816         0.01%
9     200   YES      3994933         0.01%
212   10    YES      3992804         0.01%
179   6     YES      3941787         0.01%
11    219   YES      3906779         0.01%
14    244   YES      3762235         0.01%
6     2     NO       3721866         0.01%
13    236   YES      3715969         0.01%
23    319   YES      3691604         0.01%
19    284   YES      3677492         0.01%
4     5     NO       3576750         0.01%
135   0     YES      3487482         0.01%
0     38    NO       3485310         0.01%
10    212   YES      3428489         0.01%
7     184   YES      3344625         0.01%
14    246   YES      3340449         0.01%
21    303   YES      3333252         0.01%
219   11    YES      3319852         0.01%
273   18    YES      3299070         0.01%
270   17    YES      3281842         0.01%
298   21    YES      3270677         0.01%
317   23    YES      3239447         0.01%
173   5     YES      3238539         0.01%
280   19    YES      3226147         0.01%
203   9     YES      3204907         0.01%
22    8     NO       3173342         0.01%
96    14    NO       3157394         0.01%
253   15    YES      3156601         0.01%
15    254   YES      3133006         0.01%
303   21    YES      3094926         0.01%
2     1     NO       3091421         0.01%
240   14    YES      3089112         0.01%
319   23    YES      3081232         0.01%
5     72    NO       3023457         0.01%
6     178   YES      3000687         0.01%
1     138   YES      2971555         0.01%
184   7     YES      2956103         0.01%
41    10    NO       2911472         0.01%
183   6     YES      2904106         0.01%
10    215   YES      2903911         0.01%
5     16    NO       2896046         0.01%
14    41    NO       2877276         0.01%
138   1     YES      2873635         0.01%
12    225   YES      2870988         0.01%
180   6     YES      2858956         0.01%
301   21    YES      2839786         0.01%
254   15    YES      2818650         0.01%
244   14    YES      2816027         0.01%
5     173   YES      2812317         0.01%
108   23    NO       2806338         0.01%
6     8     NO       2799688         0.01%
5     124   NO       2754670         0.01%
18    20    NO       2722234         0.01%
72    8     NO       2714310         0.01%
20    19    NO       2694231         0.01%
251   15    YES      2690050         0.01%
21    50    NO       2679114         0.01%
5     169   YES      2669383         0.01%
19    117   NO       2664935         0.01%
302   21    YES      2618459         0.01%
44    5     NO       2618083         0.01%
4     162   YES      2616371         0.01%
9     203   YES      2603774         0.01%
294   20    YES      2602839         0.01%
2     6     NO       2590366         0.01%
10    214   YES      2564790         0.01%
230   12    YES      2557667         0.01%
23    317   YES      2549579         0.01%
7     189   YES      2538498         0.01%
20    288   YES      2535665         0.01%
22    309   YES      2535649         0.01%
159   3     YES      2531913         0.01%
13    117   NO       2515586         0.01%
3     9     NO       2513200         0.01%
17    267   YES      2501688         0.01%
246   14    YES      2500625         0.01%
19    280   YES      2479750         0.00%
117   11    NO       2462052         0.00%
117   18    NO       2455958         0.00%
5     96    NO       2426538         0.00%
6     180   YES      2414554         0.00%
166   4     YES      2393726         0.00%
134   0     YES      2392599         0.00%
284   19    YES      2370138         0.00%
124   15    NO       2369252         0.00%
211   10    YES      2367500         0.00%
169   5     YES      2362108         0.00%
22    307   YES      2359340         0.00%
178   6     YES      2353381         0.00%
295   20    YES      2351024         0.00%
158   3     YES      2348387         0.00%
2     148   YES      2334091         0.00%
214   10    YES      2332715         0.00%
225   12    YES      2326087         0.00%
171   5     YES      2313829         0.00%
150   2     YES      2294489         0.00%
148   2     YES      2284315         0.00%
157   3     YES      2256952         0.00%
21    17    NO       2256775         0.00%
312   23    YES      2253775         0.00%
10    9     NO       2239375         0.00%
153   3     YES      2238784         0.00%
14    245   YES      2229025         0.00%
238   13    YES      2225855         0.00%
261   16    YES      2215961         0.00%
307   22    YES      2215831         0.00%
243   14    YES      2213640         0.00%
292   20    YES      2209519         0.00%
13    238   YES      2202287         0.00%
105   11    NO       2199660         0.00%
232   13    YES      2198760         0.00%
2     150   YES      2196589         0.00%
17    270   YES      2179453         0.00%
10    105   NO       2155528         0.00%
12    228   YES      2154235         0.00%
3     159   YES      2152470         0.00%
210   10    YES      2132676         0.00%
15    12    NO       2129978         0.00%
0     16    NO       2128362         0.00%
189   7     YES      2122010         0.00%
15    251   YES      2103161         0.00%
12    230   YES      2099040         0.00%
23    315   YES      2095754         0.00%
20    18    NO       2088799         0.00%
168   5     YES      2080291         0.00%
162   4     YES      2070969         0.00%
23    312   YES      2070117         0.00%
309   22    YES      2062651         0.00%
3     153   YES      2055226         0.00%
6     183   YES      2048276         0.00%
282   19    YES      2026476         0.00%
289   20    YES      2013803         0.00%
20    295   YES      2007394         0.00%
266   17    YES      1999951         0.00%
13    16    NO       1990535         0.00%
21    301   YES      1974409         0.00%
17    266   YES      1974233         0.00%
16    256   YES      1970362         0.00%
17    269   YES      1957919         0.00%
151   2     YES      1954931         0.00%
14    242   YES      1950671         0.00%
252   15    YES      1937407         0.00%
191   7     YES      1930947         0.00%
234   13    YES      1924821         0.00%
137   1     YES      1921509         0.00%
186   7     YES      1918226         0.00%
286   19    YES      1918156         0.00%
14    240   YES      1916954         0.00%
139   1     YES      1916096         0.00%
7     42    NO       1916048         0.00%
156   3     YES      1901469         0.00%
274   18    YES      1896978         0.00%
7     187   YES      1895016         0.00%
3     158   YES      1891631         0.00%
