FlowId     Src   Dst   Sent (byte)  Total (byte) Duration (ms)  Progress  
542        419   382   6829         6829         0.18           100.00%
543        673   724   23263        23263        0.29           100.00%
544        670   329   10485        10485        0.16           100.00%
545        1038  729   7969         7969         0.19           100.00%
546        856   799   13823        13823        0.25           100.00%
547        347   266   6459         6459         0.15           100.00%
548        389   679   8300         8300         0.19           100.00%
549        685   579   46673        46673        0.53           100.00%
550        899   1100  11339        11339        0.19           100.00%
551        1069  379   41015        41015        0.45           100.00%
552        1143  261   6684         6684         0.21           100.00%
553        1000  967   5214         5214         0.15           100.00%
554        599   721   34964        34964        0.37           100.00%
555        271   296   4921         4921         0.09           100.00%
556        606   1058  6738         6738         0.18           100.00%
557        728   200   5491         5491         0.14           100.00%
558        936   514   5946         5946         0.14           100.00%
559        1110  148   10055        10055        0.15           100.00%
560        260   275   5038         5038         0.15           100.00%
561        636   526   8515         8515         0.14           100.00%
562        536   656   7340         7340         0.18           100.00%
563        917   1125  9502         9502         0.20           100.00%
564        1087  824   8291         8291         0.14           100.00%
565        694   1129  25900        25900        0.32           100.00%
566        760   905   5117         5117         0.15           100.00%
567        237   257   6934         6934         0.21           100.00%
568        687   703   17038        17038        0.24           100.00%
569        975   755   7113         7113         0.16           100.00%
570        630   378   11800        11800        0.17           100.00%
571        878   1094  39660        39660        0.47           100.00%
572        876   1054  6747         6747         0.15           100.00%
573        614   960   26412        26412        0.32           100.00%
574        602   301   6941         6941         0.15           100.00%
575        1082  1117  20872        20872        0.22           100.00%
576        150   277   16578        16578        0.27           100.00%
577        1113  1073  18177        18177        0.33           100.00%
578        400   936   33203        33203        0.33           100.00%
579        574   763   116705       116705       1.11           100.00%
580        1030  739   89160        89160        0.87           100.00%
581        489   868   5589         5589         0.17           100.00%
582        364   737   8827         8827         0.19           100.00%
583        976   464   6365         6365         0.18           100.00%
584        1112  604   15079        15079        0.26           100.00%
585        928   1049  6429         6429         0.15           100.00%
586        368   305   6833         6833         0.12           100.00%
587        1000  1074  14259        14259        0.16           100.00%
588        376   890   6603         6603         0.15           100.00%
589        925   593   19433        19433        0.21           100.00%
590        811   907   11215        11215        0.19           100.00%
591        405   869   9878         9878         0.21           100.00%
592        244   479   38976        38976        0.43           100.00%
593        688   730   5554         5554         0.14           100.00%
594        383   601   5552         5552         0.17           100.00%
595        592   870   6965729      6965729      60.70          100.00%
596        182   305   6816         6816         0.10           100.00%
