Src   Dst   Srvport  Utilized (ns)   Utilization
121   108   NO       16943661502     56.48%
101   34    NO       16594463640     55.31%
10    49    NO       15667192496     52.22%
71    10    NO       15443398824     51.48%
87    32    NO       15078759264     50.26%
49    9     NO       15009055288     50.03%
111   9     NO       14863559172     49.55%
15    121   NO       14410340168     48.03%
84    93    NO       14338057240     47.79%
41    84    NO       14325310496     47.75%
32    110   NO       14237358806     47.46%
84    15    NO       13905476040     46.35%
118   25    NO       13866345502     46.22%
53    74    NO       13792162396     45.97%
105   5     NO       13775182328     45.92%
31    0     NO       13719474228     45.73%
86    37    NO       13650849712     45.50%
25    111   NO       13636574856     45.46%
93    101   NO       13585367184     45.28%
48    87    NO       13439615824     44.80%
74    43    NO       12955494352     43.18%
44    53    NO       12925532920     43.09%
5     106   NO       12691509312     42.31%
63    60    NO       12505161612     41.68%
106   86    NO       12003196200     40.01%
462   41    YES      11462635224     38.21%
5     105   NO       11436978811     38.12%
109   12    NO       11333292713     37.78%
127   44    NO       11035184957     36.78%
25    118   NO       10919104716     36.40%
48    104   NO       10879884080     36.27%
60    31    NO       10831204810     36.10%
9     203   YES      10771187376     35.90%
9     206   YES      10728275248     35.76%
1075  118   YES      10596780000     35.32%
41    81    NO       10327435424     34.42%
40    13    NO       10235144224     34.12%
105   46    NO       10221555360     34.07%
97    98    NO       10221291280     34.07%
12    19    NO       10147930025     33.83%
104   72    NO       10103010256     33.68%
11    87    NO       10057125392     33.52%
13    40    NO       10020009032     33.40%
108   996   YES      10017455112     33.39%
805   84    YES      9993591128      33.31%
34    402   YES      9963972288      33.21%
697   71    YES      9948660976      33.16%
123   14    NO       9878107312      32.93%
101   123   NO       9645863690      32.15%
98    51    NO       9501038200      31.67%
516   48    YES      9370840136      31.24%
38    94    NO       9339658304      31.13%
103   109   NO       9316749839      31.06%
110   1013  YES      9197910024      30.66%
105   121   NO       9120620084      30.40%
99    57    NO       9057959968      30.19%
102   58    NO       8944283720      29.81%
