FlowId     Src   Dst   Sent (byte)  Total (byte) Duration (ms)  Progress  
0          3     2     10000        10000        0.10           100.00%
1          3     2     10000        10000        0.09           100.00%
2          3     2     10000        10000        0.10           100.00%
3          2     3     10000        10000        0.08           100.00%
4          2     3     10000        10000        0.08           100.00%
5          2     3     10000        10000        0.09           100.00%
6          3     2     10000        10000        0.08           100.00%
7          3     2     10000        10000        0.08           100.00%
8          2     3     10000        10000        0.08           100.00%
9          3     2     10000        10000        0.07           100.00%
10         3     2     10000        10000        0.07           100.00%
11         2     3     10000        10000        0.11           100.00%
12         3     2     10000        10000        0.08           100.00%
13         3     2     10000        10000        0.08           100.00%
14         3     2     10000        10000        0.10           100.00%
15         2     3     10000        10000        0.07           100.00%
16         2     3     10000        10000        0.10           100.00%
17         2     3     10000        10000        0.07           100.00%
18         3     2     10000        10000        0.08           100.00%
19         2     3     10000        10000        0.08           100.00%
20         3     2     10000        10000        0.07           100.00%
21         2     3     10000        10000        0.08           100.00%
22         3     2     10000        10000        0.07           100.00%
23         3     2     10000        10000        0.09           100.00%
24         2     3     10000        10000        0.09           100.00%
25         3     2     10000        10000        0.09           100.00%
26         2     3     10000        10000        0.08           100.00%
27         3     2     10000        10000        0.08           100.00%
28         3     2     10000        10000        0.08           100.00%
29         3     2     10000        10000        0.08           100.00%
30         2     3     10000        10000        0.09           100.00%
31         3     2     10000        10000        0.09           100.00%
32         3     2     10000        10000        0.08           100.00%
33         2     3     10000        10000        0.07           100.00%
34         2     3     10000        10000        0.08           100.00%
35         2     3     10000        10000        0.09           100.00%
36         3     2     10000        10000        0.08           100.00%
37         3     2     10000        10000        0.07           100.00%
38         2     3     10000        10000        0.07           100.00%
39         3     2     10000        10000        0.07           100.00%
40         3     2     10000        10000        0.08           100.00%
41         3     2     10000        10000        0.07           100.00%
42         2     3     10000        10000        0.09           100.00%
43         3     2     10000        10000        0.08           100.00%
44         2     3     10000        10000        0.09           100.00%
45         3     2     10000        10000        0.10           100.00%
46         2     3     10000        10000        0.08           100.00%
47         2     3     10000        10000        0.08           100.00%
48         3     2     10000        10000        0.08           100.00%
49         3     2     10000        10000        0.08           100.00%
50         3     2     10000        10000        0.08           100.00%
51         3     2     10000        10000        0.09           100.00%
52         3     2     10000        10000        0.07           100.00%
53         3     2     10000        10000        0.07           100.00%
54         3     2     10000        10000        0.16           100.00%
55         2     3     10000        10000        0.17           100.00%
56         3     2     10000        10000        0.12           100.00%
57         3     2     10000        10000        0.08           100.00%
58         2     3     10000        10000        0.09           100.00%
59         2     3     10000        10000        0.07           100.00%
60         2     3     10000        10000        0.07           100.00%
61         3     2     10000        10000        0.08           100.00%
62         3     2     10000        10000        0.07           100.00%
63         3     2     10000        10000        0.10           100.00%
64         2     3     10000        10000        0.09           100.00%
65         3     2     10000        10000        0.08           100.00%
66         3     2     10000        10000        0.09           100.00%
67         3     2     10000        10000        0.07           100.00%
68         2     3     10000        10000        0.07           100.00%
69         3     2     10000        10000        0.08           100.00%
70         3     2     10000        10000        0.08           100.00%
71         3     2     10000        10000        0.09           100.00%
72         3     2     10000        10000        0.10           100.00%
73         2     3     10000        10000        0.07           100.00%
74         2     3     10000        10000        0.08           100.00%
75         3     2     10000        10000        0.08           100.00%
76         2     3     10000        10000        0.09           100.00%
77         3     2     10000        10000        0.17           100.00%
78         2     3     10000        10000        0.17           100.00%
79         2     3     10000        10000        0.08           100.00%
80         3     2     10000        10000        0.07           100.00%
81         3     2     10000        10000        0.08           100.00%
82         2     3     10000        10000        0.07           100.00%
83         2     3     10000        10000        0.08           100.00%
84         2     3     10000        10000        0.09           100.00%
85         3     2     10000        10000        0.08           100.00%
86         2     3     10000        10000        0.09           100.00%
87         3     2     10000        10000        0.08           100.00%
88         3     2     10000        10000        0.07           100.00%
89         3     2     10000        10000        0.09           100.00%
90         3     2     10000        10000        0.10           100.00%
91         2     3     10000        10000        0.08           100.00%
92         3     2     10000        10000        0.08           100.00%
93         3     2     10000        10000        0.08           100.00%
94         2     3     10000        10000        0.08           100.00%
95         2     3     10000        10000        0.08           100.00%
96         2     3     10000        10000        0.08           100.00%
97         3     2     10000        10000        0.07           100.00%
98         2     3     10000        10000        0.08           100.00%
99         3     2     10000        10000        0.08           100.00%
100        2     3     10000        10000        0.08           100.00%
101        3     2     10000        10000        0.12           100.00%
102        2     3     10000        10000        0.09           100.00%
103        3     2     10000        10000        0.09           100.00%
104        3     2     10000        10000        0.08           100.00%
105        3     2     10000        10000        0.08           100.00%
106        2     3     10000        10000        0.09           100.00%
107        3     2     10000        10000        0.08           100.00%
108        2     3     10000        10000        0.08           100.00%
109        3     2     10000        10000        0.10           100.00%
110        3     2     10000        10000        0.09           100.00%
111        3     2     10000        10000        0.07           100.00%
112        3     2     10000        10000        0.08           100.00%
113        3     2     10000        10000        0.08           100.00%
114        3     2     10000        10000        0.08           100.00%
115        2     3     10000        10000        0.09           100.00%
116        3     2     10000        10000        0.08           100.00%
117        2     3     10000        10000        0.09           100.00%
118        2     3     10000        10000        0.07           100.00%
119        2     3     10000        10000        0.08           100.00%
120        2     3     10000        10000        0.08           100.00%
121        2     3     10000        10000        0.07           100.00%
122        2     3     10000        10000        0.08           100.00%
123        2     3     10000        10000        0.08           100.00%
124        2     3     10000        10000        0.09           100.00%
125        3     2     10000        10000        0.11           100.00%
126        3     2     10000        10000        0.09           100.00%
127        3     2     10000        10000        0.09           100.00%
128        3     2     10000        10000        0.09           100.00%
129        2     3     10000        10000        0.08           100.00%
130        3     2     10000        10000        0.09           100.00%
131        3     2     10000        10000        0.14           100.00%
132        2     3     10000        10000        0.14           100.00%
133        2     3     10000        10000        0.07           100.00%
134        2     3     10000        10000        0.09           100.00%
135        3     2     10000        10000        0.08           100.00%
136        3     2     10000        10000        0.07           100.00%
137        2     3     10000        10000        0.08           100.00%
138        3     2     10000        10000        0.08           100.00%
139        2     3     10000        10000        0.07           100.00%
140        3     2     10000        10000        0.08           100.00%
141        2     3     10000        10000        0.08           100.00%
142        3     2     10000        10000        0.08           100.00%
143        2     3     10000        10000        0.10           100.00%
144        3     2     10000        10000        0.09           100.00%
145        2     3     10000        10000        0.07           100.00%
146        2     3     10000        10000        0.08           100.00%
147        2     3     10000        10000        0.07           100.00%
148        3     2     10000        10000        0.07           100.00%
149        2     3     10000        10000        0.08           100.00%
150        3     2     10000        10000        0.09           100.00%
151        3     2     10000        10000        0.08           100.00%
152        2     3     10000        10000        0.09           100.00%
153        3     2     10000        10000        0.12           100.00%
154        2     3     10000        10000        0.08           100.00%
155        3     2     10000        10000        0.09           100.00%
156        3     2     10000        10000        0.08           100.00%
157        2     3     10000        10000        0.08           100.00%
158        3     2     10000        10000        0.09           100.00%
