Src   Dst   Srvport  Utilized (ns)   Utilization
13    235   YES      168874036       0.34%
63    13    NO       142567379       0.29%
7     63    NO       136451285       0.27%
235   13    YES      113763272       0.23%
185   7     YES      113360563       0.23%
7     185   YES      73724760        0.15%
4     75    NO       61978592        0.12%
18    13    NO       57587497        0.12%
13    120   NO       55721903        0.11%
120   7     NO       52149484        0.10%
11    113   NO       46447225        0.09%
0     133   YES      27772009        0.06%
113   0     NO       25086433        0.05%
217   11    YES      23400345        0.05%
5     174   YES      22204737        0.04%
133   0     YES      21831342        0.04%
89    5     NO       20880654        0.04%
176   6     YES      20085989        0.04%
8     89    NO       19181070        0.04%
3     152   YES      19050266        0.04%
174   5     YES      18710731        0.04%
199   8     YES      18182921        0.04%
113   13    NO       17281452        0.03%
4     167   YES      16565833        0.03%
6     182   YES      16336738        0.03%
22    310   YES      16174365        0.03%
9     3     NO       15668498        0.03%
148   2     YES      15640164        0.03%
223   11    YES      15365959        0.03%
8     22    NO       15311321        0.03%
8     199   YES      13963905        0.03%
11    217   YES      13927014        0.03%
257   16    YES      13657449        0.03%
195   8     YES      13564880        0.03%
16    37    NO       13522574        0.03%
200   9     YES      13395766        0.03%
37    4     NO       13242696        0.03%
38    11    NO       13040171        0.03%
152   3     YES      12591449        0.03%
28    6     NO       12230666        0.02%
310   22    YES      12198261        0.02%
301   21    YES      11568251        0.02%
13    28    NO       11371921        0.02%
167   4     YES      11366682        0.02%
11    223   YES      11025776        0.02%
0     38    NO       11008289        0.02%
236   13    YES      10660979        0.02%
182   6     YES      10585862        0.02%
18    277   YES      10502279        0.02%
9     207   YES      9778380         0.02%
9     200   YES      9696511         0.02%
21    298   YES      9405681         0.02%
1     18    NO       9224357         0.02%
13    236   YES      9066654         0.02%
6     179   YES      8888823         0.02%
8     195   YES      8822975         0.02%
20    6     NO       8487841         0.02%
17    1     NO       8483904         0.02%
16    257   YES      8389076         0.02%
6     2     NO       8388143         0.02%
192   8     YES      8283814         0.02%
8     192   YES      8227588         0.02%
267   17    YES      8129139         0.02%
4     5     NO       8075406         0.02%
18    273   YES      8032732         0.02%
8     6     NO       7964141         0.02%
6     9     NO       7797658         0.02%
207   9     YES      7646478         0.02%
11    219   YES      7526824         0.02%
180   6     YES      7467538         0.01%
6     8     NO       7405446         0.01%
72    8     NO       7388344         0.01%
288   20    YES      7366720         0.01%
17    21    NO       7326177         0.01%
219   11    YES      7310870         0.01%
21    303   YES      7289226         0.01%
