Src   Dst   Srvport  Utilized (ns)   Utilization
137   1     YES      45503253758     91.01%
157   3     YES      45497180689     90.99%
308   22    YES      45375865714     90.75%
172   5     YES      45320756393     90.64%
309   22    YES      45264495128     90.53%
192   8     YES      45254227943     90.51%
310   22    YES      45225194903     90.45%
315   23    YES      45213214037     90.43%
318   23    YES      45200288847     90.40%
230   12    YES      45160023308     90.32%
249   15    YES      45142176562     90.28%
185   7     YES      45124005570     90.25%
210   10    YES      45118393282     90.24%
167   4     YES      45117936112     90.24%
213   10    YES      45115086505     90.23%
237   13    YES      45115049017     90.23%
256   16    YES      45067844471     90.14%
163   4     YES      45047707158     90.10%
227   12    YES      45031498004     90.06%
156   3     YES      45023979430     90.05%
201   9     YES      45012018484     90.02%
132   0     YES      44960370284     89.92%
293   20    YES      44945373659     89.89%
314   23    YES      44931849500     89.86%
271   17    YES      44871593266     89.74%
264   17    YES      44867830295     89.74%
286   19    YES      44834886786     89.67%
189   7     YES      44822674926     89.65%
294   20    YES      44813857538     89.63%
218   11    YES      44813285675     89.63%
279   18    YES      44810181117     89.62%
257   16    YES      44801393751     89.60%
250   15    YES      44800551902     89.60%
246   14    YES      44794596621     89.59%
253   15    YES      44788641902     89.58%
155   3     YES      44785911876     89.57%
143   1     YES      44777677773     89.56%
208   10    YES      44774294737     89.55%
265   17    YES      44762534094     89.53%
231   12    YES      44760997385     89.52%
199   8     YES      44755237188     89.51%
180   6     YES      44726595531     89.45%
169   5     YES      44720653387     89.44%
306   22    YES      44719136899     89.44%
141   1     YES      44716717065     89.43%
269   17    YES      44709254359     89.42%
316   23    YES      44707369750     89.41%
238   13    YES      44703210467     89.41%
290   20    YES      44692915857     89.39%
129   0     YES      44692192400     89.38%
220   11    YES      44666296704     89.33%
173   5     YES      44658740961     89.32%
228   12    YES      44645970081     89.29%
134   0     YES      44640089449     89.28%
193   8     YES      44632552298     89.27%
291   20    YES      44628342690     89.26%
258   16    YES      44627090500     89.25%
133   0     YES      44605468719     89.21%
166   4     YES      44601173049     89.20%
259   16    YES      44599697703     89.20%
223   11    YES      44595563291     89.19%
187   7     YES      44586770792     89.17%
229   12    YES      44575178718     89.15%
146   2     YES      44573924305     89.15%
197   8     YES      44569269544     89.14%
263   16    YES      44545036922     89.09%
170   5     YES      44544226865     89.09%
305   22    YES      44535541522     89.07%
221   11    YES      44520273319     89.04%
152   3     YES      44508302383     89.02%
202   9     YES      44501753866     89.00%
287   19    YES      44501426065     89.00%
301   21    YES      44490496762     88.98%
232   13    YES      44483235111     88.97%
159   3     YES      44470750993     88.94%
303   21    YES      44466042193     88.93%
183   6     YES      44463904758     88.93%
214   10    YES      44459291923     88.92%
211   10    YES      44458876242     88.92%
203   9     YES      44457134596     88.91%
184   7     YES      44426552282     88.85%
247   14    YES      44403872966     88.81%
226   12    YES      44400145562     88.80%
288   20    YES      44396496124     88.79%
260   16    YES      44393307490     88.79%
195   8     YES      44376217501     88.75%
204   9     YES      44354744442     88.71%
130   0     YES      44344910283     88.69%
160   4     YES      44344076436     88.69%
312   23    YES      44331168558     88.66%
136   1     YES      44324192883     88.65%
186   7     YES      44323714328     88.65%
175   5     YES      44305919444     88.61%
212   10    YES      44302157343     88.60%
270   17    YES      44298947756     88.60%
135   0     YES      44292457639     88.58%
296   21    YES      44288078477     88.58%
255   15    YES      44283302613     88.57%
194   8     YES      44282702670     88.57%
217   11    YES      44276075086     88.55%
235   13    YES      44274135928     88.55%
176   6     YES      44272998350     88.55%
252   15    YES      44266559751     88.53%
248   15    YES      44263572767     88.53%
151   2     YES      44259997320     88.52%
241   14    YES      44254869967     88.51%
285   19    YES      44245213752     88.49%
251   15    YES      44241575442     88.48%
274   18    YES      44232759472     88.47%
177   6     YES      44228254999     88.46%
239   13    YES      44226981005     88.45%
154   3     YES      44209253314     88.42%
216   11    YES      44199796121     88.40%
162   4     YES      44198227178     88.40%
225   12    YES      44190190352     88.38%
200   9     YES      44189378891     88.38%
128   0     YES      44185724075     88.37%
138   1     YES      44184193408     88.37%
298   21    YES      44179229601     88.36%
165   4     YES      44177960892     88.36%
191   7     YES      44176471413     88.35%
254   15    YES      44161524699     88.32%
300   21    YES      44154194605     88.31%
282   19    YES      44145481325     88.29%
190   7     YES      44131358323     88.26%
158   3     YES      44131055470     88.26%
240   14    YES      44125880179     88.25%
219   11    YES      44122518651     88.25%
295   20    YES      44109956405     88.22%
244   14    YES      44099699395     88.20%
233   13    YES      44090287526     88.18%
243   14    YES      44061939744     88.12%
284   19    YES      44060498734     88.12%
161   4     YES      44058163694     88.12%
311   22    YES      44048512806     88.10%
242   14    YES      44045460984     88.09%
131   0     YES      44033702250     88.07%
277   18    YES      44019596495     88.04%
182   6     YES      44014220924     88.03%
262   16    YES      43981520218     87.96%
215   10    YES      43976078429     87.95%
209   10    YES      43967379031     87.93%
174   5     YES      43959812682     87.92%
147   2     YES      43948736578     87.90%
164   4     YES      43931600910     87.86%
178   6     YES      43919249210     87.84%
149   2     YES      43916011960     87.83%
181   6     YES      43868681288     87.74%
292   20    YES      43868537132     87.74%
145   2     YES      43863776198     87.73%
289   20    YES      43860416158     87.72%
