Src   Dst   Srvport  Utilized (ns)   Utilization
8     125   NO       6599952514      22.00%
45    1     NO       6110085648      20.37%
78    45    NO       5957479312      19.86%
1     143   YES      5856407192      19.52%
755   78    YES      5853364824      19.51%
125   1     NO       5783876501      19.28%
1     125   NO       5625722863      18.75%
125   8     NO       4041520709      13.47%
4     103   NO       4033755234      13.45%
103   4     NO       3999592121      13.33%
36    119   NO       3542479815      11.81%
48    119   NO       3504786618      11.68%
90    17    NO       3484023542      11.61%
0     82    NO       3479731528      11.60%
108   10    NO       3407444651      11.36%
119   48    NO       3281431351      10.94%
11    97    NO       3111433767      10.37%
100   18    NO       3071915682      10.24%
96    10    NO       3053338130      10.18%
10    108   NO       3051289084      10.17%
97    11    NO       3010271619      10.03%
29    103   NO       3002028807      10.01%
119   36    NO       2916337814      9.72%
82    0     NO       2867339202      9.56%
102   17    NO       2841349601      9.47%
121   29    NO       2836771565      9.46%
103   29    NO       2799612273      9.33%
18    100   NO       2689368794      8.96%
14    65    NO       2667107448      8.89%
17    102   NO       2635391523      8.78%
17    90    NO       2600541283      8.67%
65    3     NO       2600068256      8.67%
42    107   NO       2575852872      8.59%
3     54    NO       2567058968      8.56%
54    562   YES      2483606928      8.28%
241   14    YES      2469426352      8.23%
34    64    NO       2316506051      7.72%
107   42    NO       2255824996      7.52%
29    121   NO       2244767063      7.48%
124   42    NO       2171776257      7.24%
106   1     NO       2095907727      6.99%
10    96    NO       2062717317      6.88%
42    124   NO       1979364716      6.60%
4     115   NO       1975893088      6.59%
115   4     NO       1878486019      6.26%
941   101   YES      1780882807      5.94%
13    40    NO       1727140879      5.76%
101   34    NO       1667684277      5.56%
64    13    NO       1665037489      5.55%
40    453   YES      1536436765      5.12%
1     106   NO       1363458230      4.54%
64    115   NO       783243016       2.61%
112   110   NO       745627856       2.49%
1     45    NO       722351648       2.41%
115   112   NO       716703752       2.39%
4     85    NO       710700104       2.37%
196   8     YES      708582248       2.36%
1     142   YES      706958920       2.36%
47    39    NO       662184208       2.21%
39    21    NO       633119056       2.11%
21    90    NO       628542352       2.10%
45    78    NO       584193200       1.95%
90    33    NO       576213712       1.92%
110   1014  YES      560690832       1.87%
404   34    YES      557480752       1.86%
43    78    NO       548596384       1.83%
15    48    NO       514011312       1.71%
48    15    NO       508935248       1.70%
143   1     YES      506032872       1.69%
65    14    NO       504700296       1.68%
87    111   NO       500279448       1.67%
71    91    NO       494212832       1.65%
107   95    NO       487581816       1.63%
78    755   YES      487285824       1.62%
74    87    NO       475190000       1.58%
78    43    NO       472221416       1.57%
11    83    NO       466912528       1.56%
85    100   NO       466238448       1.55%
101   123   NO       459228040       1.53%
60    10    NO       458618520       1.53%
43    96    NO       450435552       1.50%
10    71    NO       447857744       1.49%
83    7     NO       447744384       1.49%
53    44    NO       436036752       1.45%
33    393   YES      435976792       1.45%
15    121   NO       435519240       1.45%
11    105   NO       433436328       1.44%
504   47    YES      431725312       1.44%
16    6     NO       430656904       1.44%
7     55    NO       429332936       1.43%
123   101   NO       426332936       1.42%
64    34    NO       423842008       1.41%
55    59    NO       419503384       1.40%
105   118   NO       413005040       1.38%
125   15    NO       405974784       1.35%
31    60    NO       405899832       1.35%
20    122   NO       405810456       1.35%
48    104   NO       405205256       1.35%
49    45    NO       404779264       1.35%
67    47    NO       403923976       1.35%
91    28    NO       401665984       1.34%
123   74    NO       398031072       1.33%
47    123   NO       397020696       1.32%
24    81    NO       384085088       1.28%
83    58    NO       377805392       1.26%
107   126   NO       368269120       1.23%
10    60    NO       366347064       1.22%
124   92    NO       362626968       1.21%
121   53    NO       362141480       1.21%
27    31    NO       361623696       1.21%
26    119   NO       356262168       1.19%
44    53    NO       354237872       1.18%
25    72    NO       353862328       1.18%
3     65    NO       353197760       1.18%
72    67    NO       349740624       1.17%
5     26    NO       342716640       1.14%
94    122   NO       340927632       1.14%
13    64    NO       340391864       1.13%
50    24    NO       336491256       1.12%
12    19    NO       334452024       1.11%
9     66    NO       333665344       1.11%
22    112   NO       332991664       1.11%
96    88    NO       332407528       1.11%
91    71    NO       329876520       1.10%
111   25    NO       329184624       1.10%
79    12    NO       328637888       1.10%
78    114   NO       326218496       1.09%
54    3     NO       326199896       1.09%
21    25    NO       325512904       1.09%
32    59    NO       325317056       1.08%
35    26    NO       323428024       1.08%
80    77    NO       322963592       1.08%
40    13    NO       322433136       1.07%
111   86    NO       320322080       1.07%
19    12    NO       319100768       1.06%
104   72    NO       318791960       1.06%
118   29    NO       316720352       1.06%
92    120   NO       313619088       1.05%
14    0     NO       312364048       1.04%
45    49    NO       312330480       1.04%
953   103   YES      311353760       1.04%
110   112   NO       310454504       1.03%
31    27    NO       309836000       1.03%
57    75    NO       309718400       1.03%
75    103   NO       307438760       1.02%
3     28    NO       306476968       1.02%
66    57    NO       306273840       1.02%
71    10    NO       305555640       1.02%
6     120   NO       305058088       1.02%
120   92    NO       304904880       1.02%
88    79    NO       304416704       1.01%
68    90    NO       302818712       1.01%
72    94    NO       302050624       1.01%
5     105   NO       301235728       1.00%
100   930   YES      301045416       1.00%
81    41    NO       298960256       1.00%
120   111   NO       297666440       0.99%
72    80    NO       296624096       0.99%
