Src   Dst   Srvport  Utilized (ns)   Utilization
63    18    NO       489033379       0.98%
185   7     YES      263046144       0.53%
13    235   YES      220865173       0.44%
22    4     NO       193551089       0.39%
7     63    NO       183899855       0.37%
6     176   YES      178464563       0.36%
63    13    NO       176842760       0.35%
235   13    YES      166984319       0.33%
298   21    YES      165279803       0.33%
5     168   YES      157001888       0.31%
3     5     NO       149038222       0.30%
7     185   YES      133714782       0.27%
3     59    NO       130162794       0.26%
168   5     YES      123317546       0.25%
154   3     YES      122744162       0.25%
4     165   YES      117552925       0.24%
0     133   YES      114233799       0.23%
120   7     NO       113081213       0.23%
133   0     YES      111171819       0.22%
14    81    NO       103607929       0.21%
5     115   NO       99115858        0.20%
244   14    YES      96577251        0.19%
21    63    NO       92952741        0.19%
5     3     NO       91124636        0.18%
16    257   YES      88312094        0.18%
13    120   NO       85338157        0.17%
3     154   YES      81844006        0.16%
80    0     NO       81807345        0.16%
257   16    YES      81455932        0.16%
0     128   YES      80066315        0.16%
0     24    NO       79895398        0.16%
136   1     YES      78830751        0.16%
5     4     NO       78542520        0.16%
18    274   YES      78514973        0.16%
100   21    NO       77339284        0.15%
15    18    NO       75555493        0.15%
17    267   YES      73705093        0.15%
1     136   YES      72876110        0.15%
4     167   YES      72731211        0.15%
18    278   YES      72724969        0.15%
4     5     NO       72556006        0.15%
167   4     YES      71742203        0.14%
165   4     YES      71193258        0.14%
1     80    NO       70396089        0.14%
11    218   YES      69418610        0.14%
254   15    YES      69059291        0.14%
16    13    NO       68569717        0.14%
5     175   YES      66732049        0.13%
188   7     YES      65925374        0.13%
18    277   YES      65853723        0.13%
145   2     YES      64780444        0.13%
52    2     NO       64626362        0.13%
4     164   YES      64112324        0.13%
148   2     YES      62694163        0.13%
278   18    YES      62557146        0.13%
11    113   NO       62305989        0.12%
14    244   YES      61997410        0.12%
128   0     YES      61843608        0.12%
251   15    YES      60409066        0.12%
53    16    NO       59798261        0.12%
152   3     YES      59203843        0.12%
164   4     YES      59075776        0.12%
240   14    YES      57806170        0.12%
2     22    NO       56427445        0.11%
81    11    NO       56133184        0.11%
175   5     YES      56084917        0.11%
147   2     YES      55217124        0.11%
142   1     YES      55174592        0.11%
242   14    YES      54902215        0.11%
252   15    YES      54430388        0.11%
2     1     NO       54347292        0.11%
15    12    NO       53978259        0.11%
7     186   YES      53939109        0.11%
8     199   YES      53937545        0.11%
153   3     YES      53914842        0.11%
186   7     YES      53836121        0.11%
1     53    NO       53539455        0.11%
199   8     YES      53413294        0.11%
1     18    NO       51654042        0.10%
22    310   YES      50901827        0.10%
12    231   YES      50885994        0.10%
274   18    YES      50792566        0.10%
1     138   YES      50279803        0.10%
173   5     YES      49727803        0.10%
218   11    YES      49335770        0.10%
277   18    YES      49282658        0.10%
23    104   NO       49074059        0.10%
19    285   YES      48779737        0.10%
283   19    YES      48214277        0.10%
7     188   YES      47832403        0.10%
3     152   YES      46163937        0.09%
24    8     NO       46152369        0.09%
18    7     NO       45547382        0.09%
11    220   YES      44914036        0.09%
228   12    YES      43196899        0.09%
217   11    YES      42880933        0.09%
195   8     YES      42579931        0.09%
4     15    NO       42417468        0.08%
18    15    NO       42298453        0.08%
15    251   YES      42105469        0.08%
6     178   YES      42104098        0.08%
182   6     YES      41998303        0.08%
4     22    NO       41992636        0.08%
2     145   YES      41551751        0.08%
231   12    YES      41452977        0.08%
267   17    YES      41336397        0.08%
22    2     NO       41307378        0.08%
1     142   YES      40966441        0.08%
310   22    YES      40881541        0.08%
2     12    NO       40615075        0.08%
226   12    YES      40364804        0.08%
5     173   YES      40308287        0.08%
12    226   YES      40094815        0.08%
285   19    YES      39908572        0.08%
14    24    NO       39556411        0.08%
221   11    YES      39554889        0.08%
253   15    YES      38964824        0.08%
316   23    YES      38653752        0.08%
21    300   YES      38395333        0.08%
11    81    NO       38119502        0.08%
92    12    NO       38116580        0.08%
6     182   YES      37661980        0.08%
300   21    YES      37182626        0.07%
12    15    NO       37092131        0.07%
295   20    YES      37070147        0.07%
0     129   YES      36973929        0.07%
4     1     NO       36778397        0.07%
15    4     NO       36752737        0.07%
190   7     YES      36741694        0.07%
5     16    NO       36621096        0.07%
11    217   YES      36303501        0.07%
3     106   NO       36180143        0.07%
138   1     YES      36025985        0.07%
10    212   YES      35928076        0.07%
225   12    YES      35887222        0.07%
297   21    YES      35866808        0.07%
24    1     NO       35757062        0.07%
281   19    YES      35620035        0.07%
20    290   YES      35505379        0.07%
236   13    YES      35108496        0.07%
134   0     YES      35099730        0.07%
5     174   YES      34671285        0.07%
290   20    YES      34014920        0.07%
7     18    NO       33515127        0.07%
94    17    NO       33384624        0.07%
21    298   YES      32788353        0.07%
7     191   YES      32762225        0.07%
169   5     YES      32687113        0.07%
20    295   YES      32575743        0.07%
4     162   YES      32352850        0.06%
10    215   YES      32286750        0.06%
12    228   YES      32024476        0.06%
6     2     NO       31980571        0.06%
23    316   YES      31975306        0.06%
200   9     YES      31909413        0.06%
245   14    YES      31856393        0.06%
113   0     NO       31767790        0.06%
20    19    NO       31596954        0.06%
18    42    NO       31519969        0.06%
6     116   NO       31395889        0.06%
106   4     NO       31334268        0.06%
15    121   NO       31222707        0.06%
12    225   YES      30988187        0.06%
215   10    YES      30953195        0.06%
20    6     NO       30679302        0.06%
20    4     NO       30535772        0.06%
81    14    NO       30517900        0.06%
223   11    YES      30317212        0.06%
207   9     YES      30284091        0.06%
121   21    NO       29927642        0.06%
19    20    NO       29744319        0.06%
202   9     YES      29699470        0.06%
2     147   YES      29566320        0.06%
1     2     NO       29564480        0.06%
14    242   YES      29549230        0.06%
3     10    NO       29485711        0.06%
13    236   YES      29085129        0.06%
302   21    YES      29015225        0.06%
0     134   YES      28835314        0.06%
299   21    YES      28795634        0.06%
260   16    YES      28646783        0.06%
18    1     NO       28636511        0.06%
8     22    NO       28513883        0.06%
0     130   YES      28478346        0.06%
296   21    YES      28468116        0.06%
20    18    NO       28452165        0.06%
99    7     NO       28343760        0.06%
11    219   YES      28323127        0.06%
19    4     NO       27979486        0.06%
89    5     NO       27951838        0.06%
5     6     NO       27932028        0.06%
314   23    YES      27743999        0.06%
176   6     YES      27588647        0.06%
15    253   YES      27560205        0.06%
10    209   YES      27481140        0.05%
59    6     NO       27396884        0.05%
209   10    YES      27321751        0.05%
269   17    YES      27281921        0.05%
219   11    YES      27082049        0.05%
238   13    YES      27063488        0.05%
22    14    NO       27039867        0.05%
163   4     YES      26916352        0.05%
129   0     YES      26846975        0.05%
162   4     YES      26813991        0.05%
