Src   Dst   Srvport  Utilized (ns)   Utilization
132   0     YES      4996926217      9.99%
129   0     YES      4735753345      9.47%
1     53    NO       3537042536      7.07%
53    0     NO       3418894139      6.84%
301   21    YES      3360145773      6.72%
142   1     YES      3316940226      6.63%
14    0     NO       3117712611      6.24%
2     149   YES      3045421870      6.09%
276   18    YES      2696955224      5.39%
139   1     YES      2472994267      4.95%
20    53    NO       2324532289      4.65%
121   1     NO       2276272330      4.55%
208   10    YES      2206512465      4.41%
3     89    NO       2134814214      4.27%
135   0     YES      1958194699      3.92%
228   12    YES      1820079097      3.64%
190   7     YES      1773069606      3.55%
260   16    YES      1713379489      3.43%
164   4     YES      1688121853      3.38%
277   18    YES      1547471900      3.09%
291   20    YES      1513690185      3.03%
149   2     YES      1488337676      2.98%
137   1     YES      1416100585      2.83%
141   1     YES      1403450104      2.81%
42    17    NO       1383776994      2.77%
243   14    YES      1366255835      2.73%
200   9     YES      1350949766      2.70%
256   16    YES      1338283899      2.68%
295   20    YES      1309606838      2.62%
279   18    YES      1306151194      2.61%
2     60    NO       1254803783      2.51%
14    89    NO       1241195335      2.48%
156   3     YES      1240215958      2.48%
10    41    NO       1231142967      2.46%
128   0     YES      1212227232      2.42%
18    55    NO       1200219294      2.40%
22    14    NO       1182404718      2.36%
21    301   YES      1173656990      2.35%
2     113   NO       1142166454      2.28%
0     132   YES      1101812400      2.20%
2     148   YES      1098080076      2.20%
244   14    YES      1089323869      2.18%
53    14    NO       1073573515      2.15%
1     2     NO       1060478848      2.12%
241   14    YES      1056872261      2.11%
10    115   NO       1051802458      2.10%
269   17    YES      1016503925      2.03%
17    25    NO       998496405       2.00%
2     1     NO       994713883       1.99%
182   6     YES      982908105       1.97%
89    3     NO       963629445       1.93%
265   17    YES      953518592       1.91%
0     129   YES      923014888       1.85%
229   12    YES      921831565       1.84%
318   23    YES      915729471       1.83%
3     96    NO       910977261       1.82%
25    17    NO       903155053       1.81%
247   14    YES      895452907       1.79%
237   13    YES      890263119       1.78%
251   15    YES      888735525       1.78%
134   0     YES      871736201       1.74%
10    17    NO       867803639       1.74%
268   17    YES      866642270       1.73%
300   21    YES      846381846       1.69%
115   2     NO       815551602       1.63%
0     134   YES      791843478       1.58%
210   10    YES      781322342       1.56%
9     12    NO       766710224       1.53%
285   19    YES      766613393       1.53%
11    71    NO       759186331       1.52%
284   19    YES      751971547       1.50%
152   3     YES      741195732       1.48%
195   8     YES      736388045       1.47%
177   6     YES      735504998       1.47%
17    268   YES      733705932       1.47%
10    86    NO       732524929       1.47%
148   2     YES      727736129       1.46%
242   14    YES      726744436       1.45%
255   15    YES      722217333       1.44%
22    306   YES      713832314       1.43%
13    237   YES      712313104       1.42%
3     98    NO       698557752       1.40%
168   5     YES      697247346       1.39%
209   10    YES      691236875       1.38%
281   19    YES      682438202       1.36%
11    117   NO       675111854       1.35%
266   17    YES      666708519       1.33%
15    41    NO       665983176       1.33%
2     22    NO       661514599       1.32%
