Src   Dst   Srvport  Utilized (ns)   Utilization
23    319   YES      137079456       0.27%
246   14    YES      135324173       0.27%
105   23    NO       129608920       0.26%
14    105   NO       128596529       0.26%
17    268   YES      108912170       0.22%
13    238   YES      70386783        0.14%
269   17    YES      70190233        0.14%
17    32    NO       65509479        0.13%
32    13    NO       65047348        0.13%
208   10    YES      63462471        0.13%
10    17    NO       63402025        0.13%
185   7     YES      51073685        0.10%
13    235   YES      50174649        0.10%
284   19    YES      49636739        0.10%
19    7     NO       48814280        0.10%
7     17    NO       45551280        0.09%
63    13    NO       38542779        0.08%
7     63    NO       37403620        0.07%
0     16    NO       35994310        0.07%
132   0     YES      35712007        0.07%
16    262   YES      34552338        0.07%
154   3     YES      34303912        0.07%
3     5     NO       33660988        0.07%
5     168   YES      33563225        0.07%
21    298   YES      32745538        0.07%
21    303   YES      31066213        0.06%
310   22    YES      28946493        0.06%
2     149   YES      27223020        0.05%
137   1     YES      26938218        0.05%
1     2     NO       26895997        0.05%
0     133   YES      25937029        0.05%
3     153   YES      25763650        0.05%
18    278   YES      25379218        0.05%
24    21    NO       24635868        0.05%
22    24    NO       24166130        0.05%
1     3     NO       23351824        0.05%
195   8     YES      22493584        0.04%
143   1     YES      21899978        0.04%
13    232   YES      21823707        0.04%
5     175   YES      21689172        0.04%
251   15    YES      20936377        0.04%
153   3     YES      20738021        0.04%
15    18    NO       20354151        0.04%
283   19    YES      19976839        0.04%
167   4     YES      18927634        0.04%
147   2     YES      18843429        0.04%
136   1     YES      17952008        0.04%
8     13    NO       17587173        0.04%
4     5     NO       17478423        0.03%
19    281   YES      17446579        0.03%
16    257   YES      17128181        0.03%
277   18    YES      17112461        0.03%
253   15    YES      17093167        0.03%
4     167   YES      17064160        0.03%
262   16    YES      16994710        0.03%
319   23    YES      16835163        0.03%
226   12    YES      16619628        0.03%
244   14    YES      16585078        0.03%
14    246   YES      16549051        0.03%
145   2     YES      16438438        0.03%
21    302   YES      16368349        0.03%
268   17    YES      16299641        0.03%
3     19    NO       16232550        0.03%
2     148   YES      16227673        0.03%
8     199   YES      16137845        0.03%
260   16    YES      16130619        0.03%
18    277   YES      16042063        0.03%
4     164   YES      15917044        0.03%
6     178   YES      15824370        0.03%
10    208   YES      15813437        0.03%
142   1     YES      15630571        0.03%
2     22    NO       15561020        0.03%
4     165   YES      15532008        0.03%
7     19    NO       15492207        0.03%
230   12    YES      15304579        0.03%
7     186   YES      15293149        0.03%
15    12    NO       15252291        0.03%
19    286   YES      15106788        0.03%
19    285   YES      14941448        0.03%
173   5     YES      14916819        0.03%
11    218   YES      14911498        0.03%
17    270   YES      14647638        0.03%
18    50    NO       14584697        0.03%
5     4     NO       14572932        0.03%
2     1     NO       14553362        0.03%
165   4     YES      14408222        0.03%
15    255   YES      14355019        0.03%
22    4     NO       14334195        0.03%
222   11    YES      14275020        0.03%
291   20    YES      14203511        0.03%
288   20    YES      14155919        0.03%
5     174   YES      14136885        0.03%
9     206   YES      13823750        0.03%
50    21    NO       13817630        0.03%
1     80    NO       13687932        0.03%
19    107   NO       13645425        0.03%
107   21    NO       13581646        0.03%
152   3     YES      13579289        0.03%
80    0     NO       13335126        0.03%
25    17    NO       13310363        0.03%
274   18    YES      13270782        0.03%
290   20    YES      13196959        0.03%
12    25    NO       13146273        0.03%
7     188   YES      13064702        0.03%
12    231   YES      13010523        0.03%
21    299   YES      12890400        0.03%
17    269   YES      12873522        0.03%
18    7     NO       12867234        0.03%
4     15    NO       12844441        0.03%
4     162   YES      12716289        0.03%
53    16    NO       12662665        0.03%
206   9     YES      12602364        0.03%
81    11    NO       12352252        0.02%
210   10    YES      12345729        0.02%
257   16    YES      12239924        0.02%
11    113   NO       12222489        0.02%
1     18    NO       12174168        0.02%
238   13    YES      12037485        0.02%
160   4     YES      12037416        0.02%
22    310   YES      11992965        0.02%
12    15    NO       11938516        0.02%
0     134   YES      11902547        0.02%
14    240   YES      11811245        0.02%
1     53    NO       11681154        0.02%
21    300   YES      11530952        0.02%
242   14    YES      11501407        0.02%
3     152   YES      11480139        0.02%
12    9     NO       11421784        0.02%
14    81    NO       11337677        0.02%
19    284   YES      11286166        0.02%
171   5     YES      11221684        0.02%
6     182   YES      11211240        0.02%
199   8     YES      11192403        0.02%
217   11    YES      11169465        0.02%
248   15    YES      11144894        0.02%
14    242   YES      11087548        0.02%
23    68    NO       11025093        0.02%
20    17    NO       10998052        0.02%
1     138   YES      10958864        0.02%
263   16    YES      10946816        0.02%
9     200   YES      10876353        0.02%
13    237   YES      10862431        0.02%
215   10    YES      10842789        0.02%
13    236   YES      10699735        0.02%
