Src   Dst   Srvport  Utilized (ns)   Utilization
17    268   YES      268759257       0.54%
279   18    YES      227856160       0.46%
268   17    YES      185699056       0.37%
249   15    YES      178662311       0.36%
37    4     NO       165928940       0.33%
10    17    NO       164490856       0.33%
13    235   YES      143557333       0.29%
208   10    YES      125300062       0.25%
7     17    NO       117852176       0.24%
19    7     NO       111954753       0.22%
298   21    YES      101424834       0.20%
63    13    NO       98786043        0.20%
231   12    YES      98113230        0.20%
7     63    NO       96750333        0.19%
284   19    YES      92630170        0.19%
185   7     YES      86394826        0.17%
5     168   YES      85560283        0.17%
257   16    YES      82732284        0.17%
124   3     NO       82470096        0.16%
3     5     NO       82344117        0.16%
21    303   YES      79801027        0.16%
235   13    YES      78819356        0.16%
2     149   YES      78074127        0.16%
0     133   YES      77715961        0.16%
10    208   YES      76680298        0.15%
154   3     YES      70602137        0.14%
1     2     NO       69065164        0.14%
19    107   NO       66823927        0.13%
303   21    YES      61492243        0.12%
168   5     YES      61270633        0.12%
137   1     YES      60918285        0.12%
17    10    NO       60029743        0.12%
3     153   YES      59508225        0.12%
133   0     YES      59018297        0.12%
1     3     NO       57396958        0.11%
19    284   YES      57020892        0.11%
16    257   YES      56855926        0.11%
290   20    YES      55126141        0.11%
18    278   YES      54899146        0.11%
18    279   YES      54611222        0.11%
219   11    YES      53105233        0.11%
122   17    NO       52930245        0.11%
165   4     YES      52341561        0.10%
15    18    NO       51667236        0.10%
3     15    NO       51491483        0.10%
7     185   YES      48974501        0.10%
4     165   YES      48220977        0.10%
4     167   YES      47923884        0.10%
149   2     YES      47494010        0.09%
283   19    YES      47364800        0.09%
1     137   YES      47231878        0.09%
277   18    YES      46502154        0.09%
299   21    YES      45796470        0.09%
8     199   YES      45046673        0.09%
18    277   YES      44979261        0.09%
153   3     YES      44921672        0.09%
115   19    NO       44545954        0.09%
2     1     NO       44426901        0.09%
167   4     YES      44189718        0.09%
136   1     YES      43878291        0.09%
4     5     NO       43614762        0.09%
18    50    NO       42714928        0.09%
5     175   YES      42550803        0.09%
291   20    YES      42522048        0.09%
278   18    YES      42211156        0.08%
2     148   YES      40968303        0.08%
1     18    NO       40646780        0.08%
143   1     YES      39774819        0.08%
169   5     YES      39653980        0.08%
147   2     YES      39541982        0.08%
242   14    YES      39466014        0.08%
3     154   YES      39435951        0.08%
226   12    YES      39422198        0.08%
4     164   YES      39026222        0.08%
6     178   YES      38695367        0.08%
253   15    YES      38589183        0.08%
7     186   YES      38527289        0.08%
145   2     YES      37897164        0.08%
17    115   NO       37549587        0.08%
152   3     YES      37398455        0.07%
175   5     YES      37207243        0.07%
22    4     NO       37126864        0.07%
294   20    YES      36587900        0.07%
2     22    NO       36283672        0.07%
120   7     NO       36202831        0.07%
199   8     YES      36093720        0.07%
14    242   YES      35476231        0.07%
21    302   YES      35474295        0.07%
260   16    YES      35368747        0.07%
107   21    NO       35310590        0.07%
19    285   YES      35074340        0.07%
251   15    YES      35036062        0.07%
12    25    NO       34984877        0.07%
244   14    YES      34904733        0.07%
80    0     NO       34878607        0.07%
15    12    NO       34864945        0.07%
19    283   YES      34615616        0.07%
5     3     NO       34536301        0.07%
11    218   YES      34281559        0.07%
1     80    NO       34155912        0.07%
10    4     NO       33951601        0.07%
4     15    NO       33400953        0.07%
164   4     YES      33177179        0.07%
