Src   Dst   Srvport  Utilized (ns)   Utilization
0     1     NO       1118899509      2.24%
1     0     NO       937685840       1.88%
1     16    YES      308934011       0.62%
16    1     YES      299136071       0.60%
7     0     YES      214657239       0.43%
1     14    YES      189454158       0.38%
0     7     YES      175728281       0.35%
1     13    YES      175121546       0.35%
6     0     YES      175117349       0.35%
0     8     YES      161274276       0.32%
10    1     YES      159035082       0.32%
13    1     YES      156901235       0.31%
14    1     YES      156385567       0.31%
4     0     YES      151428583       0.30%
3     0     YES      150312346       0.30%
5     0     YES      148571580       0.30%
1     10    YES      144667086       0.29%
0     6     YES      138612328       0.28%
8     0     YES      136066528       0.27%
9     0     YES      132071473       0.26%
2     0     YES      131265197       0.26%
1     11    YES      130624375       0.26%
0     3     YES      128231662       0.26%
0     9     YES      120914133       0.24%
11    1     YES      115472061       0.23%
0     2     YES      115367735       0.23%
15    1     YES      113935847       0.23%
0     4     YES      110322544       0.22%
0     5     YES      104869486       0.21%
12    1     YES      101503759       0.20%
1     15    YES      100616955       0.20%
1     12    YES      99457441        0.20%
17    1     YES      90069186        0.18%
1     17    YES      87433027        0.17%
