Src   Dst   Srvport  Utilized (ns)   Utilization
124   42    NO       29839235451     99.46%
48    119   NO       29819247479     99.40%
102   17    NO       29812207401     99.37%
17    102   NO       29789397483     99.30%
108   10    NO       29782107696     99.27%
125   1     NO       29772376679     99.24%
4     103   NO       29750537060     99.17%
90    17    NO       29734190838     99.11%
42    124   NO       29717737043     99.06%
17    90    NO       29707330940     99.02%
29    121   NO       29697432524     98.99%
36    119   NO       29696215005     98.99%
4     115   NO       29694662311     98.98%
121   29    NO       29683077693     98.94%
0     82    NO       29680308934     98.93%
18    100   NO       29672461237     98.91%
115   4     NO       29667391907     98.89%
119   48    NO       29664492635     98.88%
1     125   NO       29636470163     98.79%
96    10    NO       29633497263     98.78%
10    96    NO       29626076847     98.75%
10    108   NO       29624509603     98.75%
103   4     NO       29619953251     98.73%
100   18    NO       29615078420     98.72%
107   42    NO       29606611988     98.69%
125   8     NO       29603906916     98.68%
106   1     NO       29593327004     98.64%
103   29    NO       29590880970     98.64%
11    97    NO       29578063742     98.59%
82    0     NO       29539931303     98.47%
8     125   NO       29533487668     98.44%
42    107   NO       29515951552     98.39%
119   36    NO       29510960663     98.37%
1     106   NO       29498659294     98.33%
97    11    NO       29479111791     98.26%
29    103   NO       29466997333     98.22%
26    119   NO       18166884651     60.56%
55    42    NO       17839031584     59.46%
92    124   NO       17197647348     57.33%
60    17    NO       16640217702     55.47%
45    1     NO       16560421306     55.20%
20    17    NO       15619875151     52.07%
108   124   NO       15499862644     51.67%
89    119   NO       15487490676     51.62%
91    29    NO       15463178309     51.54%
117   17    NO       14036698292     46.79%
49    10    NO       13998377791     46.66%
95    107   NO       13703264373     45.68%
123   119   NO       13573687696     45.25%
52    124   NO       13505816788     45.02%
85    4     NO       13335452475     44.45%
50    108   NO       13083420092     43.61%
60    10    NO       12847834578     42.83%
9     42    NO       12411803879     41.37%
27    1     NO       12346524110     41.16%
15    125   NO       12216898698     40.72%
124   108   NO       12215490984     40.72%
75    103   NO       12137368596     40.46%
71    10    NO       12057228270     40.19%
88    42    NO       12025798461     40.09%
121   108   NO       12021154063     40.07%
12    79    NO       12014269728     40.05%
80    108   NO       11951438827     39.84%
109   12    NO       11282548560     37.61%
15    121   NO       11024039998     36.75%
53    121   NO       10576274962     35.25%
112   96    NO       10539308088     35.13%
3     36    NO       10362801058     34.54%
68    90    NO       10206313379     34.02%
55    8     NO       10204938310     34.02%
85    1     NO       10203703096     34.01%
62    8     NO       10029274706     33.43%
1001  109   YES      9953525296      33.18%
92    103   NO       9876934152      32.92%
51    125   NO       9876177633      32.92%
120   82    NO       9651468096      32.17%
79    765   YES      9631944592      32.11%
79    4     NO       9414290648      31.38%
38    92    NO       9295498714      30.98%
86    102   NO       9096809856      30.32%
126   18    NO       8987163680      29.96%
83    11    NO       8765359560      29.22%
15    48    NO       8672236080      28.91%
34    102   NO       8643598008      28.81%
124   92    NO       8507620552      28.36%
102   125   NO       8366626712      27.89%
21    90    NO       8272525320      27.58%
89    107   NO       8229827816      27.43%
47    100   NO       8146401857      27.15%
105   121   NO       7925444921      26.42%
56    97    NO       7814893004      26.05%
63    48    NO       7789715249      25.97%
14    0     NO       7772714854      25.91%
116   36    NO       7730342528      25.77%
99    90    NO       7575991288      25.25%
13    4     NO       7434771771      24.78%
104   48    NO       7419842496      24.73%
80    29    NO       7417255082      24.72%
87    48    NO       7404383950      24.68%
126   124   NO       7390700136      24.64%
118   29    NO       7297398203      24.32%
45    36    NO       7280366400      24.27%
117   82    NO       7270320783      24.23%
7     55    NO       7224299520      24.08%
58    102   NO       7198197360      23.99%
110   0     NO       7196872725      23.99%
88    96    NO       7064245581      23.55%
82    8     NO       6982261248      23.27%
35    26    NO       6847726384      22.83%
63    60    NO       6787368032      22.62%
92    91    NO       6730911766      22.44%
109   103   NO       6709657805      22.37%
38    97    NO       6510418398      21.70%
107   126   NO       6485614672      21.62%
43    96    NO       6473438574      21.58%
124   52    NO       6348311584      21.16%
93    18    NO       6309597686      21.03%
31    0     NO       6266434648      20.89%
8     82    NO       6242854116      20.81%
30    117   NO       6224097136      20.75%
108   121   NO       6221678352      20.74%
85    100   NO       6196160257      20.65%
65    115   NO       6191149960      20.64%
62    96    NO       6189534176      20.63%
68    5     NO       6178616616      20.60%
47    123   NO       6152038736      20.51%
36    45    NO       6137572744      20.46%
70    107   NO       6098321483      20.33%
125   102   NO       6055919768      20.19%
5     16    NO       6008250120      20.03%
87    11    NO       5990178797      19.97%
89    60    NO       5915606904      19.72%
5     106   NO       5903584272      19.68%
126   107   NO       5898279688      19.66%
91    92    NO       5825859208      19.42%
61    15    NO       5760771360      19.20%
7     82    NO       5760286645      19.20%
48    15    NO       5714077672      19.05%
45    49    NO       5651700328      18.84%
32    100   NO       5583339004      18.61%
49    97    NO       5567714451      18.56%
49    45    NO       5554636912      18.52%
64    18    NO       5540574104      18.47%
77    85    NO       5443251152      18.14%
16    0     NO       5431555390      18.11%
64    115   NO       5416396016      18.05%
22    26    NO       5375873040      17.92%
33    90    NO       5312452336      17.71%
39    47    NO       5264996293      17.55%
24    51    NO       5250400056      17.50%
91    71    NO       5207370652      17.36%
112   115   NO       5203655821      17.35%
66    57    NO       5146314192      17.15%
35    55    NO       5127226155      17.09%
107   89    NO       5108298560      17.03%
33    38    NO       5094265120      16.98%
1     85    NO       5050241928      16.83%
86    106   NO       5016682560      16.72%
84    15    NO       5007838224      16.69%
53    117   NO       5003307672      16.68%
57    75    NO       5001018768      16.67%
52    24    NO       4976560800      16.59%
103   92    NO       4960564000      16.54%
81    85    NO       4925076040      16.42%
99    57    NO       4920005720      16.40%
97    49    NO       4917719072      16.39%
6     30    NO       4907718928      16.36%
106   100   NO       4892564752      16.31%
124   126   NO       4870635608      16.24%
467   42    YES      4852612168      16.18%
50    18    NO       4837040720      16.12%
33    11    NO       4823868608      16.08%
465   42    YES      4819905576      16.07%
105   11    NO       4818453608      16.06%
39    9     NO       4802115584      16.01%
77    80    NO       4785247317      15.95%
364   29    YES      4663409072      15.54%
61    20    NO       4662685264      15.54%
40    27    NO       4660509680      15.54%
57    52    NO       4629315592      15.43%
19    36    NO       4626989480      15.42%
1134  125   YES      4620640392      15.40%
65    14    NO       4604743280      15.35%
464   42    YES      4590561960      15.30%
471   42    YES      4575352032      15.25%
83    89    NO       4571959440      15.24%
101   123   NO       4558552320      15.20%
62    20    NO       4552388216      15.17%
28    115   NO       4536540672      15.12%
81    38    NO       4527269824      15.09%
72    80    NO       4516165072      15.05%
79    88    NO       4483935832      14.95%
9     49    NO       4470047192      14.90%
4     85    NO       4459531000      14.87%
990   107   YES      4418781408      14.73%
81    106   NO       4365225928      14.55%
5     68    NO       4356524992      14.52%
76    65    NO       4349050648      14.50%
37    88    NO       4343141984      14.48%
14    123   NO       4283136792      14.28%
33    117   NO       4282199952      14.27%
16    6     NO       4264920544      14.22%
65    91    NO       4241866880      14.14%
86    47    NO       4191196270      13.97%
119   89    NO       4170890344      13.90%
57    99    NO       4143447169      13.81%
118   105   NO       4142472144      13.81%
10    60    NO       4135825637      13.79%
56    109   NO       4130772775      13.77%
264   17    YES      4076375589      13.59%
266   17    YES      4063796162      13.55%
76    52    NO       4056448880      13.52%
32    87    NO       4023649353      13.41%
1080  119   YES      4020258112      13.40%
42    55    NO       4015607136      13.39%
10    49    NO       4004391125      13.35%
1124  124   YES      3998996216      13.33%
120   92    NO       3992521688      13.31%
270   17    YES      3961649854      13.21%
14    65    NO       3955071496      13.18%
674   68    YES      3954182288      13.18%
70    62    NO       3950791320      13.17%
1     45    NO       3950310608      13.17%
49    9     NO       3937160889      13.12%
360   29    YES      3934172336      13.11%
13    64    NO       3921111160      13.07%
28    91    NO       3911967896      13.04%
466   42    YES      3911465800      13.04%
23    50    NO       3902031416      13.01%
123   14    NO       3900147072      13.00%
74    53    NO       3894439808      12.98%
367   29    YES      3873225824      12.91%
113   49    NO       3872171584      12.91%
78    45    NO       3859966200      12.87%
434   38    YES      3852915058      12.84%
470   42    YES      3838832792      12.80%
1083  119   YES      3833112600      12.78%
269   17    YES      3830223072      12.77%
98    97    NO       3797976477      12.66%
26    5     NO       3790593944      12.64%
111   120   NO       3775991936      12.59%
1085  119   YES      3769212072      12.56%
271   17    YES      3757594928      12.53%
69    79    NO       3756148144      12.52%
73    95    NO       3748726008      12.50%
