Src   Dst   Srvport  Utilized (ns)   Utilization
31    101   YES      30000000000     100.00%
60    62    YES      30000000000     100.00%
124   38    YES      30000000000     100.00%
107   56    YES      29999882412     100.00%
12    113   YES      29999356512     100.00%
45    118   YES      29997516942     99.99%
32    67    YES      29996625894     99.99%
52    95    YES      29994148908     99.98%
112   69    YES      29993110924     99.98%
124   28    YES      29992971320     99.98%
119   18    YES      29988382692     99.96%
26    39    YES      29988241518     99.96%
55    2     YES      29988190625     99.96%
38    84    YES      29988068714     99.96%
87    83    YES      29986885096     99.96%
31    37    YES      29986873912     99.96%
24    37    YES      29986777440     99.96%
27    24    YES      29986328082     99.95%
84    104   YES      29986022264     99.95%
84    57    YES      29985944788     99.95%
101   16    YES      29984558764     99.95%
84    97    YES      29983946290     99.95%
98    85    YES      29983597790     99.95%
29    80    YES      29983132934     99.94%
120   68    YES      29982835908     99.94%
62    117   YES      29980902464     99.94%
88    2     YES      29980840952     99.94%
101   49    YES      29980190762     99.93%
83    28    YES      29980109446     99.93%
25    89    YES      29979613138     99.93%
86    112   YES      29979454296     99.93%
94    61    YES      29978113302     99.93%
91    72    YES      29977478324     99.92%
86    64    YES      29975669216     99.92%
104   70    YES      29975084862     99.92%
116   99    YES      29975053806     99.92%
21    127   YES      29974820816     99.92%
16    25    YES      29974523186     99.92%
91    101   YES      29974359202     99.91%
73    74    YES      29974250862     99.91%
63    105   YES      29973899326     99.91%
113   31    YES      29973631366     99.91%
3     59    YES      29973352752     99.91%
77    75    YES      29972402475     99.91%
17    95    YES      29971466678     99.90%
18    119   YES      29971188540     99.90%
104   87    YES      29971105798     99.90%
91    19    YES      29970182106     99.90%
47    83    YES      29969811008     99.90%
48    73    YES      29969704404     99.90%
58    109   YES      29969703408     99.90%
81    123   YES      29969684681     99.90%
45    85    YES      29969474922     99.90%
122   17    YES      29969184570     99.90%
9     69    YES      29969166304     99.90%
86    67    YES      29968269040     99.89%
79    66    YES      29968058730     99.89%
70    25    YES      29967448832     99.89%
0     108   YES      29965884428     99.89%
110   90    YES      29965778740     99.89%
26    25    YES      29965735808     99.89%
50    12    YES      29965244376     99.88%
37    24    YES      29965228012     99.88%
9     50    YES      29965222134     99.88%
17    42    YES      29965106249     99.88%
121   19    YES      29965053568     99.88%
15    12    YES      29965032942     99.88%
51    89    YES      29964446614     99.88%
55    91    YES      29964406414     99.88%
40    46    YES      29964157902     99.88%
56    60    YES      29963904545     99.88%
10    17    YES      29962972154     99.88%
90    101   YES      29962861600     99.88%
100   21    YES      29962671054     99.88%
120   114   YES      29962391054     99.87%
115   97    YES      29962371205     99.87%
122   63    YES      29961490445     99.87%
119   60    YES      29961229192     99.87%
21    107   YES      29960949744     99.87%
90    65    YES      29960941758     99.87%
93    65    YES      29960179762     99.87%
49    7     YES      29960077153     99.87%
93    12    YES      29959982946     99.87%
106   65    YES      29959755179     99.87%
18    15    YES      29959527210     99.87%
69    86    YES      29959427346     99.86%
84    0     YES      29959405230     99.86%
127   85    YES      29959402520     99.86%
20    19    YES      29959069116     99.86%
14    125   YES      29958896024     99.86%
7     67    YES      29958734536     99.86%
99    126   YES      29958521378     99.86%
68    75    YES      29958269324     99.86%
111   64    YES      29958234508     99.86%
94    67    YES      29957829020     99.86%
55    35    YES      29957727820     99.86%
63    70    YES      29957656120     99.86%
39    38    YES      29957430546     99.86%
98    68    YES      29956975880     99.86%
73    106   YES      29956969492     99.86%
62    97    YES      29956926000     99.86%
10    39    YES      29956743649     99.86%
