Src   Dst   Srvport  Utilized (ns)   Utilization
75    594   YES      1776843334      88.84%
19    69    NO       1740735926      87.04%
179   133   NO       1736516802      86.83%
122   146   NO       1735030762      86.75%
44    161   NO       1725678272      86.28%
201   130   NO       1724229696      86.21%
168   1056  YES      1722719910      86.14%
187   1154  YES      1721997142      86.10%
36    85    NO       1718012522      85.90%
82    130   NO       1717624720      85.88%
84    68    NO       1717209578      85.86%
68    39    NO       1712710576      85.64%
151   971   YES      1710861114      85.54%
122   52    NO       1707012094      85.35%
2     87    NO       1706266470      85.31%
179   106   NO       1706148634      85.31%
166   1050  YES      1705349546      85.27%
12    205   NO       1705202774      85.26%
0     218   YES      1704555098      85.23%
96    109   NO       1704192206      85.21%
202   75    NO       1703833616      85.19%
169   139   NO       1699570826      84.98%
130   201   NO       1698456462      84.92%
148   179   NO       1697650406      84.88%
77    27    NO       1697427138      84.87%
136   85    NO       1695616774      84.78%
191   103   NO       1694751918      84.74%
90    173   NO       1693161306      84.66%
1     48    NO       1693023406      84.65%
59    75    NO       1692598336      84.63%
34    187   NO       1692530298      84.63%
56    171   NO       1692459918      84.62%
88    99    NO       1690002058      84.50%
87    135   NO       1688589538      84.43%
77    190   NO       1688071088      84.40%
210   122   NO       1686816598      84.34%
39    68    NO       1686639582      84.33%
169   116   NO       1686381328      84.32%
201   110   NO       1684348102      84.22%
71    177   NO       1683921870      84.20%
150   195   NO       1683578398      84.18%
83    104   NO       1683577370      84.18%
30    46    NO       1681645562      84.08%
2     110   NO       1679521456      83.98%
745   105   YES      1679242416      83.96%
882   133   YES      1678801590      83.94%
65    545   YES      1678017874      83.90%
53    187   NO       1677406578      83.87%
12    159   NO       1676259630      83.81%
58    29    NO       1675611984      83.78%
237   4     YES      1675557966      83.78%
853   127   YES      1674651706      83.73%
186   52    NO       1672021758      83.60%
213   195   NO       1670920882      83.55%
136   45    NO       1670086006      83.50%
158   61    NO       1669570746      83.48%
106   179   NO       1669354086      83.47%
38    69    NO       1669129230      83.46%
164   4     NO       1668052438      83.40%
161   44    NO       1668008686      83.40%
127   851   YES      1667595874      83.38%
197   112   NO       1666854720      83.34%
44    9     NO       1666440290      83.32%
159   12    NO       1665512446      83.28%
68    18    NO       1665150510      83.26%
84    152   NO       1664850710      83.24%
159   60    NO       1664457142      83.22%
36    167   NO       1663436774      83.17%
90    28    NO       1663332208      83.17%
126   10    NO       1663233952      83.16%
61    126   NO       1663113042      83.16%
82    105   NO       1662949498      83.15%
99    88    NO       1662786870      83.14%
37    127   NO       1662663182      83.13%
108   97    NO       1662636422      83.13%
168   1058  YES      1662157884      83.11%
69    19    NO       1661933568      83.10%
98    89    NO       1661297274      83.06%
161   186   NO       1661088976      83.05%
205   12    NO       1660932486      83.05%
