Src   Dst   Srvport  Utilized (ns)   Utilization
13    235   YES      41724804        0.08%
185   7     YES      37631050        0.08%
63    13    NO       37089431        0.07%
7     63    NO       37028651        0.07%
11    113   NO       10419595        0.02%
0     133   YES      6900824         0.01%
217   11    YES      6477021         0.01%
113   0     NO       6164818         0.01%
5     174   YES      5966192         0.01%
199   8     YES      5484217         0.01%
89    5     NO       5179422         0.01%
8     89    NO       5066003         0.01%
223   11    YES      4629959         0.01%
4     167   YES      4358057         0.01%
113   13    NO       4337550         0.01%
22    310   YES      4281788         0.01%
3     152   YES      4228830         0.01%
195   8     YES      4163598         0.01%
200   9     YES      4158530         0.01%
9     3     NO       4127758         0.01%
8     22    NO       4100087         0.01%
257   16    YES      3933876         0.01%
235   13    YES      3790675         0.01%
16    37    NO       3517430         0.01%
37    4     NO       3503548         0.01%
7     185   YES      3353768         0.01%
236   13    YES      3255803         0.01%
6     182   YES      3101456         0.01%
120   7     NO       3039356         0.01%
13    120   NO       2985200         0.01%
28    6     NO       2893515         0.01%
13    28    NO       2842775         0.01%
18    277   YES      2646184         0.01%
9     207   YES      2565604         0.01%
1     18    NO       2412535         0.00%
288   20    YES      2366762         0.00%
267   17    YES      2306900         0.00%
6     179   YES      2290591         0.00%
17    1     NO       2203477         0.00%
21    298   YES      2188441         0.00%
192   8     YES      2174747         0.00%
20    6     NO       2172329         0.00%
6     9     NO       2124487         0.00%
8     6     NO       2081225         0.00%
18    273   YES      1930877         0.00%
133   0     YES      1796281         0.00%
270   17    YES      1785024         0.00%
17    21    NO       1775587         0.00%
11    219   YES      1711448         0.00%
23    319   YES      1689689         0.00%
253   15    YES      1678542         0.00%
8     199   YES      1575413         0.00%
14    244   YES      1561679         0.00%
6     2     NO       1560224         0.00%
135   0     YES      1545074         0.00%
19    284   YES      1536491         0.00%
15    254   YES      1519616         0.00%
183   6     YES      1491098         0.00%
280   19    YES      1453897         0.00%
96    14    NO       1447777         0.00%
173   5     YES      1447634         0.00%
240   14    YES      1442504         0.00%
212   10    YES      1398454         0.00%
182   6     YES      1368924         0.00%
14    246   YES      1363115         0.00%
301   21    YES      1350473         0.00%
1     138   YES      1328834         0.00%
302   21    YES      1320205         0.00%
10    212   YES      1287608         0.00%
21    303   YES      1273333         0.00%
7     184   YES      1272045         0.00%
44    5     NO       1250951         0.00%
12    225   YES      1242678         0.00%
2     1     NO       1237273         0.00%
20    19    NO       1231262         0.00%
180   6     YES      1229143         0.00%
5     169   YES      1223739         0.00%
108   23    NO       1222925         0.00%
168   5     YES      1207290         0.00%
7     189   YES      1202401         0.00%
292   20    YES      1197252         0.00%
10    214   YES      1195516         0.00%
166   4     YES      1192954         0.00%
8     192   YES      1188098         0.00%
19    117   NO       1181694         0.00%
211   10    YES      1180079         0.00%
261   16    YES      1175461         0.00%
157   3     YES      1171121         0.00%
203   9     YES      1164720         0.00%
10    215   YES      1160379         0.00%
251   15    YES      1155637         0.00%
117   18    NO       1144415         0.00%
4     162   YES      1137836         0.00%
6     178   YES      1123711         0.00%
5     124   NO       1121892         0.00%
14    41    NO       1104845         0.00%
11    223   YES      1097101         0.00%
124   15    NO       1095711         0.00%
4     5     NO       1092958         0.00%
303   21    YES      1081395         0.00%
41    10    NO       1079189         0.00%
21    50    NO       1068398         0.00%
13    236   YES      1065646         0.00%
5     173   YES      1055801         0.00%
105   11    NO       1040326         0.00%
9     203   YES      1031479         0.00%
13    238   YES      1025389         0.00%
10    105   NO       1023793         0.00%
5     96    NO       1019329         0.00%
274   18    YES      1011346         0.00%
22    309   YES      1006718         0.00%
295   20    YES      980363          0.00%
2     6     NO       977817          0.00%
234   13    YES      966509          0.00%
230   12    YES      941965          0.00%
23    312   YES      936629          0.00%
151   2     YES      932297          0.00%
23    317   YES      931939          0.00%
219   11    YES      930976          0.00%
6     180   YES      905210          0.00%
8     195   YES      902669          0.00%
15    12    NO       900621          0.00%
134   0     YES      900041          0.00%
149   2     YES      889888          0.00%
9     200   YES      885557          0.00%
10    9     NO       883771          0.00%
152   3     YES      883557          0.00%
156   3     YES      880182          0.00%
11    217   YES      879160          0.00%
293   20    YES      875438          0.00%
307   22    YES      870364          0.00%
210   10    YES      870094          0.00%
297   21    YES      869221          0.00%
252   15    YES      865259          0.00%
16    257   YES      860963          0.00%
289   20    YES      860074          0.00%
6     8     NO       859351          0.00%
7     187   YES      858994          0.00%
22    307   YES      856199          0.00%
2     150   YES      845015          0.00%
16    256   YES      844752          0.00%
16    262   YES      835364          0.00%
316   23    YES      831309          0.00%
139   1     YES      831084          0.00%
184   7     YES      826154          0.00%
148   2     YES      824085          0.00%
138   1     YES      820984          0.00%
24    22    NO       818151          0.00%
13    16    NO       817671          0.00%
319   23    YES      817635          0.00%
158   3     YES      817282          0.00%
23    315   YES      809554          0.00%
3     153   YES      808148          0.00%
20    18    NO       807140          0.00%
12    228   YES      806597          0.00%
10    115   NO       805745          0.00%
171   5     YES      803796          0.00%
198   8     YES      802117          0.00%
2     148   YES      800941          0.00%
19    280   YES      796902          0.00%
243   14    YES      796039          0.00%
6     108   NO       794822          0.00%
227   12    YES      793442          0.00%
172   5     YES      789060          0.00%
4     47    NO       786041          0.00%
12    230   YES      777795          0.00%
286   19    YES      769007          0.00%
17    269   YES      760491          0.00%
21    17    NO       755935          0.00%
14    245   YES      755907          0.00%
282   19    YES      754920          0.00%
4     164   YES      754579          0.00%
232   13    YES      754224          0.00%
5     171   YES      752434          0.00%
18    272   YES      746122          0.00%
17    265   YES      742906          0.00%
7     42    NO       742212          0.00%
213   10    YES      742125          0.00%
145   2     YES      736543          0.00%
0     44    NO       734318          0.00%
3     159   YES      722806          0.00%
16    0     NO       714188          0.00%
178   6     YES      709233          0.00%
150   2     YES      709148          0.00%
22    8     NO       708681          0.00%
285   19    YES      706924          0.00%
17    266   YES      704941          0.00%
14    242   YES      704539          0.00%
55    18    NO       703139          0.00%
6     24    NO       702969          0.00%
22    4     NO       702036          0.00%
20    295   YES      701401          0.00%
3     158   YES      700102          0.00%
2     67    NO       699988          0.00%
15    251   YES      699219          0.00%
186   7     YES      698793          0.00%
7     191   YES      695862          0.00%
167   4     YES      694375          0.00%
279   18    YES      693678          0.00%
50    8     NO       693040          0.00%
5     175   YES      692370          0.00%
159   3     YES      688893          0.00%
259   16    YES      688362          0.00%
20    13    NO       686843          0.00%
313   23    YES      685608          0.00%
277   18    YES      681091          0.00%
121   21    NO       678262          0.00%
19    283   YES      678057          0.00%
207   9     YES      676398          0.00%
67    10    NO       675987          0.00%
191   7     YES      672900          0.00%
153   3     YES      671405          0.00%
188   7     YES      669975          0.00%
23    104   NO       668555          0.00%
12    2     NO       668328          0.00%
15    121   NO       668218          0.00%
228   12    YES      667176          0.00%
266   17    YES      665806          0.00%
4     161   YES      663731          0.00%
47    7     NO       663437          0.00%
17    267   YES      661943          0.00%
