Src   Dst   Srvport  Utilized (ns)   Utilization
200   9     YES      44831428028     89.66%
312   23    YES      44210864543     88.42%
167   4     YES      43924203058     87.85%
177   6     YES      43712599069     87.43%
138   1     YES      43614212306     87.23%
163   4     YES      43422654174     86.85%
156   3     YES      43388204203     86.78%
244   14    YES      43298597840     86.60%
199   8     YES      43191496988     86.38%
260   16    YES      43169164730     86.34%
182   6     YES      43097004833     86.19%
153   3     YES      43073085582     86.15%
247   14    YES      43054453846     86.11%
155   3     YES      43049728610     86.10%
166   4     YES      43036436568     86.07%
222   11    YES      43034427445     86.07%
287   19    YES      42996531465     85.99%
306   22    YES      42943257802     85.89%
309   22    YES      42875022308     85.75%
165   4     YES      42865665300     85.73%
150   2     YES      42801737637     85.60%
311   22    YES      42797183841     85.59%
254   15    YES      42758303246     85.52%
175   5     YES      42755260664     85.51%
240   14    YES      42721062833     85.44%
232   13    YES      42693506045     85.39%
212   10    YES      42690072827     85.38%
160   4     YES      42682390340     85.36%
185   7     YES      42671281713     85.34%
142   1     YES      42656287167     85.31%
215   10    YES      42652978005     85.31%
258   16    YES      42635701488     85.27%
139   1     YES      42635435918     85.27%
243   14    YES      42630318775     85.26%
255   15    YES      42624535534     85.25%
251   15    YES      42623920590     85.25%
210   10    YES      42620837133     85.24%
274   18    YES      42611161061     85.22%
308   22    YES      42608917623     85.22%
192   8     YES      42604644257     85.21%
307   22    YES      42599943114     85.20%
237   13    YES      42598890827     85.20%
161   4     YES      42593833614     85.19%
273   18    YES      42591960369     85.18%
196   8     YES      42562833042     85.13%
194   8     YES      42539492435     85.08%
242   14    YES      42517008695     85.03%
205   9     YES      42510087346     85.02%
176   6     YES      42506567834     85.01%
315   23    YES      42499033235     85.00%
159   3     YES      42492511205     84.99%
172   5     YES      42476327982     84.95%
264   17    YES      42463150464     84.93%
266   17    YES      42447364696     84.89%
193   8     YES      42417430066     84.83%
158   3     YES      42403888937     84.81%
219   11    YES      42396071376     84.79%
250   15    YES      42394584955     84.79%
230   12    YES      42392908337     84.79%
204   9     YES      42387962585     84.78%
295   20    YES      42385256333     84.77%
183   6     YES      42382292546     84.76%
277   18    YES      42353593768     84.71%
305   22    YES      42344058790     84.69%
231   12    YES      42340587945     84.68%
303   21    YES      42337596798     84.68%
162   4     YES      42332630719     84.67%
146   2     YES      42330174236     84.66%
282   19    YES      42325756829     84.65%
152   3     YES      42318528618     84.64%
198   8     YES      42314323056     84.63%
141   1     YES      42313698896     84.63%
164   4     YES      42307888101     84.62%
149   2     YES      42297021271     84.59%
195   8     YES      42274342771     84.55%
290   20    YES      42272357450     84.54%
302   21    YES      42262895930     84.53%
265   17    YES      42250729033     84.50%
248   15    YES      42247191068     84.49%
235   13    YES      42234682375     84.47%
263   16    YES      42227806804     84.46%
174   5     YES      42217317000     84.43%
267   17    YES      42215693436     84.43%
203   9     YES      42208232092     84.42%
224   12    YES      42194462619     84.39%
253   15    YES      42191341906     84.38%
301   21    YES      42183827831     84.37%
223   11    YES      42160708913     84.32%
128   0     YES      42160516127     84.32%
134   0     YES      42150049391     84.30%
300   21    YES      42149212834     84.30%
148   2     YES      42147842459     84.30%
310   22    YES      42133107767     84.27%
288   20    YES      42116776110     84.23%
314   23    YES      42114193734     84.23%
225   12    YES      42112198643     84.22%
186   7     YES      42111736278     84.22%
245   14    YES      42106646876     84.21%
259   16    YES      42106029280     84.21%
268   17    YES      42104924119     84.21%
291   20    YES      42101536431     84.20%
131   0     YES      42095886486     84.19%
218   11    YES      42093150552     84.19%
202   9     YES      42069793266     84.14%
279   18    YES      42066770104     84.13%
184   7     YES      42063099437     84.13%
216   11    YES      42060862909     84.12%
227   12    YES      42050006068     84.10%
298   21    YES      42048728324     84.10%
281   19    YES      42047669791     84.10%
299   21    YES      42042316399     84.08%
246   14    YES      42036783481     84.07%
201   9     YES      42017976949     84.04%
319   23    YES      42009070114     84.02%
136   1     YES      42005324251     84.01%
217   11    YES      41996918902     83.99%
257   16    YES      41989567353     83.98%
249   15    YES      41971533757     83.94%
228   12    YES      41964856693     83.93%
179   6     YES      41960216578     83.92%
209   10    YES      41959325126     83.92%
208   10    YES      41953962710     83.91%
296   21    YES      41951358777     83.90%
285   19    YES      41949603212     83.90%
271   17    YES      41948972890     83.90%
238   13    YES      41947100023     83.89%
154   3     YES      41940309451     83.88%
226   12    YES      41933536162     83.87%
269   17    YES      41916309801     83.83%
197   8     YES      41912861672     83.83%
187   7     YES      41905381345     83.81%
316   23    YES      41904523153     83.81%
143   1     YES      41902780986     83.81%
220   11    YES      41898815232     83.80%
221   11    YES      41896481082     83.79%
317   23    YES      41896455679     83.79%
147   2     YES      41886230736     83.77%
